,protocol_id,protocol_name,order_id,description,ordertype,ct_order,ct_orderset,prob_order
34,522,ED PNEUMONIA,POC26,POC URINE PREGNANCY,Lab,1,423,0.002364066
35,522,ED PNEUMONIA,IMGDXCH1,XR CHEST 1V,Imaging,27,423,0.063829787
36,522,ED PNEUMONIA,IMGDXCH2,XR CHEST 2V,Imaging,11,423,0.026004728
37,523,ED AMI-STEMI PROTOCOL,680,ASPIRIN 81 MG PO CHEW,Medication,32,203,0.157635468
38,523,ED AMI-STEMI PROTOCOL,5007,METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,Medication,1,203,0.004926108
39,523,ED AMI-STEMI PROTOCOL,10176,"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",Medication,58,203,0.285714286
40,523,ED AMI-STEMI PROTOCOL,15846,"HEPARIN (PORCINE) IN 5 % DEX 25,000 UNIT/250 ML(100 UNIT/ML) IV SOLP",Medication,31,203,0.15270936
41,523,ED AMI-STEMI PROTOCOL,77545,ATORVASTATIN 40 MG PO TABS,Medication,1,203,0.004926108
42,523,ED AMI-STEMI PROTOCOL,83398,CLOPIDOGREL 75 MG PO TABS,Medication,1,203,0.004926108
43,523,ED AMI-STEMI PROTOCOL,90097,NITROGLYCERIN 0.4 MG/DOSE TL SPRY,Medication,1,203,0.004926108
44,523,ED AMI-STEMI PROTOCOL,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,5,203,0.024630542
45,523,ED AMI-STEMI PROTOCOL,203749,CLOPIDOGREL 75 MG PO TABS,Medication,17,203,0.083743842
46,523,ED AMI-STEMI PROTOCOL,208212,PRASUGREL 10 MG PO TABS,Medication,15,203,0.073891626
47,523,ED AMI-STEMI PROTOCOL,214201,TICAGRELOR 90 MG PO TABS,Medication,4,203,0.019704433
48,523,ED AMI-STEMI PROTOCOL,540102,NS IV BOLUS,Medication,10,203,0.049261084
49,523,ED AMI-STEMI PROTOCOL,LABCBCD,CBC WITH DIFF,Lab,67,203,0.330049261
50,523,ED AMI-STEMI PROTOCOL,LABDDIML,D - DIMER (ELISA),Lab,13,203,0.064039409
51,523,ED AMI-STEMI PROTOCOL,LABLIPS,LIPASE,Lab,12,203,0.0591133
52,523,ED AMI-STEMI PROTOCOL,LABMB,"CK, MB (MASS)",Lab,90,203,0.443349754
53,523,ED AMI-STEMI PROTOCOL,LABMETB,"METABOLIC PANEL, BASIC",Lab,9,203,0.044334975
54,523,ED AMI-STEMI PROTOCOL,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,60,203,0.295566502
55,523,ED AMI-STEMI PROTOCOL,LABNTBNP,NT - PROBNP,Lab,21,203,0.103448276
56,523,ED AMI-STEMI PROTOCOL,LABPCCH8,"ISTAT CR, HCT/HB, CL , BUN, NA, K, GLUCOSE, ICA, TCO2",Lab,12,203,0.0591133
57,523,ED AMI-STEMI PROTOCOL,LABPT,PROTHROMBIN TIME,Lab,67,203,0.330049261
58,523,ED AMI-STEMI PROTOCOL,LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,Lab,63,203,0.310344828
59,523,ED AMI-STEMI PROTOCOL,LABTNI,TROPONIN I,Lab,88,203,0.433497537
60,523,ED AMI-STEMI PROTOCOL,LABTYPSNI,TYPE AND SCREEN,Lab,60,203,0.295566502
61,523,ED AMI-STEMI PROTOCOL,POC1,POC URINE DIPSTICK,Lab,1,203,0.004926108
62,523,ED AMI-STEMI PROTOCOL,POC14,POC GLUCOSE BY METER,Lab,7,203,0.034482759
63,523,ED AMI-STEMI PROTOCOL,POC15,"POC ISTAT, ARTERIAL BLOOD GASES AND LACTATE (CG4)",Lab,2,203,0.009852217
64,523,ED AMI-STEMI PROTOCOL,POC16,"POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)",Lab,5,203,0.024630542
65,523,ED AMI-STEMI PROTOCOL,POC18,"POC ISTAT, ARTERIAL NA, K, GLUCOSE, HCT, HEMOGLOBIN (EC4)",Lab,2,203,0.009852217
66,523,ED AMI-STEMI PROTOCOL,POC24,POC ISTAT TROPONIN I,Lab,84,203,0.413793103
67,523,ED AMI-STEMI PROTOCOL,POC5,POC STOOL - OCCULT BLOOD EXAM (UNIT PERFORMED),Lab,1,203,0.004926108
68,523,ED AMI-STEMI PROTOCOL,IMGDXCH1,XR CHEST 1V,Imaging,41,203,0.201970443
69,524,ED SHORTNESS OF BREATH,105,ACETAMINOPHEN 650 MG PR SUPP,Medication,1,628,0.001592357
70,524,ED SHORTNESS OF BREATH,250,ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,Medication,41,628,0.065286624
71,524,ED SHORTNESS OF BREATH,6496,PREDNISONE 20 MG PO TABS,Medication,15,628,0.02388535
72,524,ED SHORTNESS OF BREATH,78668,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,Medication,130,628,0.207006369
73,524,ED SHORTNESS OF BREATH,94176,ONDANSETRON 4 MG PO TBDL,Medication,1,628,0.001592357
74,524,ED SHORTNESS OF BREATH,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,4,628,0.006369427
75,524,ED SHORTNESS OF BREATH,122689,ALBUTEROL SULFATE 2.5 MG/0.5 ML INH NEBU,Medication,1,628,0.001592357
76,524,ED SHORTNESS OF BREATH,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,19,628,0.030254777
77,524,ED SHORTNESS OF BREATH,209509,METHYLPREDNISOLONE SOD SUC(PF) 125 MG/2 ML INJ SOLR,Medication,53,628,0.084394904
78,524,ED SHORTNESS OF BREATH,520002,DEXAMETHASONE (CUSTOM DOSE) IVPB,Medication,8,628,0.012738854
79,524,ED SHORTNESS OF BREATH,540102,NS IV BOLUS,Medication,34,628,0.054140127
80,524,ED SHORTNESS OF BREATH,540300,MORPHINE INJECTABLE SYRINGE,Medication,2,628,0.003184713
81,524,ED SHORTNESS OF BREATH,LABBLC,BLOOD CULTURE (AEROBIC & ANAEROBIC BOTTLES),Lab,87,628,0.138535032
82,524,ED SHORTNESS OF BREATH,LABBLC2,BLOOD CULTURE (2 AEROBIC BOTTLES),Lab,87,628,0.138535032
83,524,ED SHORTNESS OF BREATH,LABCBCD,CBC WITH DIFF,Lab,332,628,0.52866242
84,524,ED SHORTNESS OF BREATH,LABDDIM,D - DIMER,Lab,16,628,0.025477707
85,524,ED SHORTNESS OF BREATH,LABDOA,"DRUGS OF ABUSE SCREEN, URINE",Lab,4,628,0.006369427
86,524,ED SHORTNESS OF BREATH,LABGRAM,GRAM STAIN,Lab,16,628,0.025477707
87,524,ED SHORTNESS OF BREATH,LABMETB,"METABOLIC PANEL, BASIC",Lab,30,628,0.047770701
88,524,ED SHORTNESS OF BREATH,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,309,628,0.492038217
89,524,ED SHORTNESS OF BREATH,LABNTBNP,NT - PROBNP,Lab,174,628,0.277070064
90,524,ED SHORTNESS OF BREATH,LABRESP,RESPIRATORY CULTURE,Lab,13,628,0.020700637
91,524,ED SHORTNESS OF BREATH,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,95,628,0.151273885
92,524,ED SHORTNESS OF BREATH,POC15,"POC ISTAT, ARTERIAL BLOOD GASES AND LACTATE (CG4)",Lab,7,628,0.011146497
93,524,ED SHORTNESS OF BREATH,POC16,"POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)",Lab,190,628,0.302547771
94,524,ED SHORTNESS OF BREATH,POC26,POC URINE PREGNANCY,Lab,10,628,0.015923567
95,524,ED SHORTNESS OF BREATH,POC46,POC ISTAT BHCG,Lab,1,628,0.001592357
96,524,ED SHORTNESS OF BREATH,IMGCTPEP,CT PULMONARY EMBOLISM & LOWER EXTREMITY,Imaging,3,628,0.00477707
97,524,ED SHORTNESS OF BREATH,IMGDXCH1,XR CHEST 1V,Imaging,216,628,0.343949045
98,524,ED SHORTNESS OF BREATH,IMGDXCH2,XR CHEST 2V,Imaging,72,628,0.114649682
99,525,ED ABDOMINAL PAIN ,3844,IBUPROFEN 600 MG PO TABS,Medication,2,1002,0.001996008
100,525,ED ABDOMINAL PAIN ,4560,LOPERAMIDE 2 MG PO CAPS,Medication,2,1002,0.001996008
101,525,ED ABDOMINAL PAIN ,10011,FAMOTIDINE 20 MG PO TABS,Medication,1,1002,0.000998004
102,525,ED ABDOMINAL PAIN ,34505,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Medication,5,1002,0.00499002
103,525,ED ABDOMINAL PAIN ,81505,CIPROFLOXACIN IN D5W 400 MG/200 ML IV PGBK,Medication,1,1002,0.000998004
104,525,ED ABDOMINAL PAIN ,82384,PANTOPRAZOLE 40 MG IV SOLR,Medication,2,1002,0.001996008
105,525,ED ABDOMINAL PAIN ,94176,ONDANSETRON 4 MG PO TBDL,Medication,1,1002,0.000998004
106,525,ED ABDOMINAL PAIN ,110872,HYDROMORPHONE 2 MG/ML INJ SYRG,Medication,6,1002,0.005988024
107,525,ED ABDOMINAL PAIN ,112562,MORPHINE 10 MG/ML INJ SYRG,Medication,1,1002,0.000998004
108,525,ED ABDOMINAL PAIN ,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,136,1002,0.135728543
109,525,ED ABDOMINAL PAIN ,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,229,1002,0.228542914
110,525,ED ABDOMINAL PAIN ,202606,FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,Medication,1,1002,0.000998004
111,525,ED ABDOMINAL PAIN ,540102,NS IV BOLUS,Medication,268,1002,0.26746507
112,525,ED ABDOMINAL PAIN ,540106,FENTANYL (PF) 50 MCG/ML INJECTION,Medication,5,1002,0.00499002
113,525,ED ABDOMINAL PAIN ,540141,GI COCKTAIL,Medication,10,1002,0.00998004
114,525,ED ABDOMINAL PAIN ,540300,MORPHINE INJECTABLE SYRINGE,Medication,94,1002,0.093812375
115,525,ED ABDOMINAL PAIN ,540965,PIPERACILLIN-TAZOBACTAM 3.375 GRAM/50 ML MINI-BAG PLUS,Medication,1,1002,0.000998004
116,525,ED ABDOMINAL PAIN ,541048,HYDROMORPHONE VARIABLE DOSE INJECTION,Medication,9,1002,0.008982036
117,525,ED ABDOMINAL PAIN ,LABCBCD,CBC WITH DIFF,Lab,572,1002,0.570858283
118,525,ED ABDOMINAL PAIN ,LABDOA,"DRUGS OF ABUSE SCREEN, URINE",Lab,7,1002,0.006986028
119,525,ED ABDOMINAL PAIN ,LABLIPS,LIPASE,Lab,433,1002,0.432135729
120,525,ED ABDOMINAL PAIN ,LABMETB,"METABOLIC PANEL, BASIC",Lab,17,1002,0.016966068
121,525,ED ABDOMINAL PAIN ,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,564,1002,0.562874251
122,525,ED ABDOMINAL PAIN ,LABPT,PROTHROMBIN TIME,Lab,198,1002,0.19760479
123,525,ED ABDOMINAL PAIN ,LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,Lab,153,1002,0.152694611
124,525,ED ABDOMINAL PAIN ,LABTYPSNI,TYPE AND SCREEN,Lab,46,1002,0.045908184
125,525,ED ABDOMINAL PAIN ,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,418,1002,0.417165669
126,525,ED ABDOMINAL PAIN ,POC16,"POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)",Lab,143,1002,0.142714571
127,525,ED ABDOMINAL PAIN ,POC26,POC URINE PREGNANCY,Lab,70,1002,0.069860279
128,525,ED ABDOMINAL PAIN ,POC46,POC ISTAT BHCG,Lab,6,1002,0.005988024
129,525,ED ABDOMINAL PAIN ,POC5,POC STOOL - OCCULT BLOOD EXAM (UNIT PERFORMED),Lab,4,1002,0.003992016
130,525,ED ABDOMINAL PAIN ,IMGCTAP,CT ABDOMEN PELVIS,Imaging,73,1002,0.072854291
131,525,ED ABDOMINAL PAIN ,IMGDXAB3,"XR ABDOMEN W AP, UPRIGHT, DECUB & DIAPHRAGM",Imaging,6,1002,0.005988024
132,525,ED ABDOMINAL PAIN ,IMGDXAB4,"XR 4 VIEW ABDOMEN (SUPINE, AP, LATERAL, OBLIQUES)",Imaging,3,1002,0.002994012
133,525,ED ABDOMINAL PAIN ,IMGUSAB1,US ABDOMEN,Imaging,16,1002,0.015968064
134,525,ED ABDOMINAL PAIN ,IMGUSP1,US PELVIS NON OB WO TRANSVAG,Imaging,4,1002,0.003992016
135,526,ED GI BLEED ,15861,D5 %-0.45 % SODIUM CHLORIDE IV SOLP,Medication,2,377,0.00530504
136,526,ED GI BLEED ,25122,OCTREOTIDE ACETATE 100 MCG/ML INJ SOLN,Medication,25,377,0.066312997
137,526,ED GI BLEED ,82384,PANTOPRAZOLE 40 MG IV SOLR,Medication,124,377,0.328912467
138,526,ED GI BLEED ,112420,DIAZEPAM 5 MG/ML INJ SYRG,Medication,1,377,0.00265252
139,526,ED GI BLEED ,112562,MORPHINE 10 MG/ML INJ SYRG,Medication,1,377,0.00265252
140,526,ED GI BLEED ,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,3,377,0.00795756
141,526,ED GI BLEED ,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,31,377,0.082228117
142,526,ED GI BLEED ,202606,FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,Medication,2,377,0.00530504
143,526,ED GI BLEED ,530014,PANTOPRAZOLE 0.8 MG/ML IV INFUSION,Medication,102,377,0.270557029
144,526,ED GI BLEED ,530016,OCTREOTIDE 10 MCG/ML IV INFUSION,Medication,25,377,0.066312997
145,526,ED GI BLEED ,540102,NS IV BOLUS,Medication,56,377,0.148541114
146,526,ED GI BLEED ,540148,NS FLUSH BAG,Medication,1,377,0.00265252
147,526,ED GI BLEED ,LABCBCD,CBC WITH DIFF,Lab,128,377,0.339522546
148,526,ED GI BLEED ,LABDOA,"DRUGS OF ABUSE SCREEN, URINE",Lab,3,377,0.00795756
149,526,ED GI BLEED ,LABMETB,"METABOLIC PANEL, BASIC",Lab,2,377,0.00530504
150,526,ED GI BLEED ,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,128,377,0.339522546
151,526,ED GI BLEED ,LABPT,PROTHROMBIN TIME,Lab,130,377,0.344827586
152,526,ED GI BLEED ,LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,Lab,120,377,0.318302387
153,526,ED GI BLEED ,LABTYPSNI,TYPE AND SCREEN,Lab,151,377,0.400530504
154,526,ED GI BLEED ,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,37,377,0.098143236
155,526,ED GI BLEED ,POC16,"POC ISTAT,VENOUS BLOOD GASES AND LACTATE (CG4)",Lab,56,377,0.148541114
156,526,ED GI BLEED ,POC26,POC URINE PREGNANCY,Lab,2,377,0.00530504
157,526,ED GI BLEED ,IMGCTA,CT ABDOMEN,Imaging,1,377,0.00265252
158,526,ED GI BLEED ,IMGDXCH1,XR CHEST 1V,Imaging,8,377,0.021220159
159,526,ED GI BLEED ,IMGDXCH2,XR CHEST 2V,Imaging,2,377,0.00530504
160,526,ED GI BLEED ,LABBBPFFP,FRESH FROZEN PLASMA PRODUCT,Blood Product,1,377,0.00265252
161,526,ED GI BLEED ,LABBBPRBC,RED BLOOD CELLS,Blood Product,42,377,0.111405836
162,527,ED VAGINAL BLEEDING/INFECTION,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,3,13,0.230769231
163,527,ED VAGINAL BLEEDING/INFECTION,540102,NS IV BOLUS,Medication,3,13,0.230769231
164,527,ED VAGINAL BLEEDING/INFECTION,540300,MORPHINE INJECTABLE SYRINGE,Medication,2,13,0.153846154
165,527,ED VAGINAL BLEEDING/INFECTION,LABBHCG,"BETA HCG, QUANT",Lab,2,13,0.153846154
166,527,ED VAGINAL BLEEDING/INFECTION,LABCBCD,CBC WITH DIFF,Lab,5,13,0.384615385
167,527,ED VAGINAL BLEEDING/INFECTION,LABCLGC2,"CHLAMYDIA GC, MOLECULAR DETECTION",Lab,1,13,0.076923077
168,527,ED VAGINAL BLEEDING/INFECTION,LABKOHP,KOH / CALCOFLUOR,Lab,2,13,0.153846154
169,527,ED VAGINAL BLEEDING/INFECTION,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,5,13,0.384615385
170,527,ED VAGINAL BLEEDING/INFECTION,LABPT,PROTHROMBIN TIME,Lab,4,13,0.307692308
171,527,ED VAGINAL BLEEDING/INFECTION,LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,Lab,3,13,0.230769231
172,527,ED VAGINAL BLEEDING/INFECTION,LABTYPSNI,TYPE AND SCREEN,Lab,1,13,0.076923077
173,527,ED VAGINAL BLEEDING/INFECTION,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,5,13,0.384615385
174,527,ED VAGINAL BLEEDING/INFECTION,POC26,POC URINE PREGNANCY,Lab,4,13,0.307692308
175,527,ED VAGINAL BLEEDING/INFECTION,IMGUSECT,US R/O ECTOPIC PREGNANCY,Imaging,1,13,0.076923077
176,527,ED VAGINAL BLEEDING/INFECTION,IMGUSPTV,US PELVIS NON OB W TRANSVAG,Imaging,1,13,0.076923077
177,528,ED TRAUMA,5172,MORPHINE 4 MG/ML INJ SYRG,Medication,1,20,0.05
178,528,ED TRAUMA,25365,CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK,Medication,1,20,0.05
179,528,ED TRAUMA,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,3,20,0.15
180,528,ED TRAUMA,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,1,20,0.05
181,528,ED TRAUMA,540102,NS IV BOLUS,Medication,2,20,0.1
182,528,ED TRAUMA,540106,FENTANYL (PF) 50 MCG/ML INJECTION,Medication,1,20,0.05
183,528,ED TRAUMA,LABCBCD,CBC WITH DIFF,Lab,11,20,0.55
184,528,ED TRAUMA,LABDOA,"DRUGS OF ABUSE SCREEN, URINE",Lab,1,20,0.05
185,528,ED TRAUMA,LABLIPS,LIPASE,Lab,1,20,0.05
186,528,ED TRAUMA,LABMETB,"METABOLIC PANEL, BASIC",Lab,2,20,0.1
187,528,ED TRAUMA,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,11,20,0.55
188,528,ED TRAUMA,LABPT,PROTHROMBIN TIME,Lab,6,20,0.3
189,528,ED TRAUMA,LABPTT,PTT PARTIAL THROMBOPLASTIN TIME,Lab,9,20,0.45
190,528,ED TRAUMA,LABTYPSNI,TYPE AND SCREEN,Lab,5,20,0.25
191,528,ED TRAUMA,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,3,20,0.15
192,528,ED TRAUMA,LABVOLTL,VOLATILE SCREEN,Lab,3,20,0.15
193,528,ED TRAUMA,POC1,POC URINE DIPSTICK,Lab,1,20,0.05
194,528,ED TRAUMA,POC14,POC GLUCOSE BY METER,Lab,2,20,0.1
195,528,ED TRAUMA,POC24,POC ISTAT TROPONIN I,Lab,1,20,0.05
196,528,ED TRAUMA,IMGCTFAC,CT FACIAL BONES OR SINUS,Imaging,2,20,0.1
197,528,ED TRAUMA,IMGCTH,CT HEAD,Imaging,3,20,0.15
198,528,ED TRAUMA,IMGCTSC,CT SPINE CERVICAL,Imaging,3,20,0.15
199,528,ED TRAUMA,IMGCTSL,CT SPINE LUMBAR,Imaging,2,20,0.1
200,528,ED TRAUMA,IMGCTST,CT SPINE THORACIC,Imaging,2,20,0.1
201,528,ED TRAUMA,IMGDXFEMRT,XR FEMUR RT,Imaging,1,20,0.05
202,528,ED TRAUMA,IMGDXFORLT,XR FOREARM 2V LT,Imaging,1,20,0.05
203,528,ED TRAUMA,IMGDXHUMLT,XR HUMERUS 2V LT,Imaging,1,20,0.05
204,528,ED TRAUMA,IMGDXPEL,XR PELVIS 1V,Imaging,2,20,0.1
205,528,ED TRAUMA,IMGDXSPL2,"XR SPINE, LUMBAR 2V",Imaging,1,20,0.05
206,528,ED TRAUMA,IMGDXTIBRT,XR TIBIA AND FIBULA RT,Imaging,1,20,0.05
207,530,ED UPPER EXTREMITY INJURY/PAIN,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,2,10,0.2
208,530,ED UPPER EXTREMITY INJURY/PAIN,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,3,10,0.3
209,530,ED UPPER EXTREMITY INJURY/PAIN,541048,HYDROMORPHONE VARIABLE DOSE INJECTION,Medication,1,10,0.1
210,530,ED UPPER EXTREMITY INJURY/PAIN,LABCBCD,CBC WITH DIFF,Lab,2,10,0.2
211,530,ED UPPER EXTREMITY INJURY/PAIN,LABMETB,"METABOLIC PANEL, BASIC",Lab,1,10,0.1
212,530,ED UPPER EXTREMITY INJURY/PAIN,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,1,10,0.1
213,530,ED UPPER EXTREMITY INJURY/PAIN,IMGDXFORLT,XR FOREARM 2V LT,Imaging,1,10,0.1
214,530,ED UPPER EXTREMITY INJURY/PAIN,IMGDXHUMLT,XR HUMERUS 2V LT,Imaging,1,10,0.1
215,530,ED UPPER EXTREMITY INJURY/PAIN,IMGDXSH2LT,XR SHOULDER 2V LT,Imaging,1,10,0.1
216,532,ED BACK PAIN,102,ACETAMINOPHEN 500 MG PO TABS,Medication,1,48,0.020833333
217,532,ED BACK PAIN,2405,DIAZEPAM 5 MG PO TABS,Medication,3,48,0.0625
218,532,ED BACK PAIN,5940,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Medication,3,48,0.0625
219,532,ED BACK PAIN,34505,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Medication,1,48,0.020833333
220,532,ED BACK PAIN,94176,ONDANSETRON 4 MG PO TBDL,Medication,1,48,0.020833333
221,532,ED BACK PAIN,110872,HYDROMORPHONE 2 MG/ML INJ SYRG,Medication,4,48,0.083333333
222,532,ED BACK PAIN,112586,HYDROMORPHONE 1 MG/ML INJ SYRG,Medication,2,48,0.041666667
223,532,ED BACK PAIN,198509,ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,Medication,12,48,0.25
224,532,ED BACK PAIN,540102,NS IV BOLUS,Medication,6,48,0.125
225,532,ED BACK PAIN,540300,MORPHINE INJECTABLE SYRINGE,Medication,5,48,0.104166667
226,532,ED BACK PAIN,9000000,ZZZ IMS TEMPLATE,Medication,1,48,0.020833333
227,532,ED BACK PAIN,LABCBCD,CBC WITH DIFF,Lab,17,48,0.354166667
228,532,ED BACK PAIN,LABCRP,C - REACTIVE PROTEIN,Lab,2,48,0.041666667
229,532,ED BACK PAIN,LABESRP,SEDIMENTATION RATE (ESR),Lab,1,48,0.020833333
230,532,ED BACK PAIN,LABLIPS,LIPASE,Lab,3,48,0.0625
231,532,ED BACK PAIN,LABMETB,"METABOLIC PANEL, BASIC",Lab,5,48,0.104166667
232,532,ED BACK PAIN,LABMETC,"METABOLIC PANEL, COMPREHENSIVE",Lab,12,48,0.25
233,532,ED BACK PAIN,LABUAPRN,"URINALYSIS, SCREEN FOR CULTURE",Lab,13,48,0.270833333
234,532,ED BACK PAIN,POC26,POC URINE PREGNANCY,Lab,2,48,0.041666667
235,532,ED BACK PAIN,IMGCTSL,CT SPINE LUMBAR,Imaging,2,48,0.041666667
236,532,ED BACK PAIN,IMGDXCH2,XR CHEST 2V,Imaging,1,48,0.020833333
