clinical_item_id,count
66192,17824
66206,17768
66586,17760
66163,17745
45857,17741
66383,17657
46006,17608
66480,17571
66312,17565
66512,17390
45748,17343
44249,17304
66357,17265
66489,17251
66315,17232
66550,17214
46234,17170
44307,17131
44244,17100
65653,17088
66285,16994
61830,16968
66461,16938
66627,16792
69819,16725
66468,16581
44227,16566
45904,16513
45895,16496
45858,16488
45934,16409
46108,16237
45955,16120
66501,16083
66159,16054
45853,15845
61840,15758
66464,15708
66435,15617
45757,15605
46307,15558
45941,15539
44240,15503
66463,15304
66355,15299
46020,15169
72406,15035
46183,14960
66191,14941
66462,14918
44340,14897
45848,14866
66375,14808
72403,14744
66358,14734
66535,14670
46076,14640
46160,14536
66407,14523
46103,14520
45965,14451
44254,14445
61976,14410
45785,14362
66686,14337
45816,14312
66493,14281
61990,14217
45802,14136
44290,14082
46216,14067
66631,14064
66466,13937
66757,13936
46150,13924
45746,13871
72952,13858
66356,13825
44349,13769
45881,13425
66362,13365
66200,13327
66709,13275
66621,13268
46039,13254
66351,13196
66523,13172
35969,13163
48916,13148
46044,13123
44586,13049
45826,13002
48555,12988
66564,12975
44267,12919
44276,12911
66458,12834
48624,12712
46128,12664
45855,12645
61989,12612
66688,12606
63714,12599
66710,12516
66490,12504
44417,12387
45876,12322
44327,12198
66361,12184
46004,12161
73846,12127
66385,12114
46013,12111
44006,12072
73956,12057
45905,12045
66524,12032
66515,12011
69822,12010
45930,11972
31203,11969
66252,11953
45893,11887
44293,11780
48732,11720
66849,11524
61983,11482
35850,11461
31202,11403
44299,11390
61825,11388
66433,11335
66542,11288
66769,11287
45890,11252
49207,11215
44358,11214
72400,11190
66774,11092
35968,11074
46080,11072
44316,11049
45929,11029
44245,10989
45824,10982
73830,10951
66491,10930
46286,10926
44017,10878
66659,10874
46119,10799
46118,10787
66345,10783
44000,10669
72410,10596
48929,10589
31406,10587
66469,10567
48534,10561
66185,10464
46037,10450
44262,10439
46148,10395
44257,10366
66492,10351
66308,10303
66506,10298
48593,10294
48790,10272
66816,10215
66687,10182
66817,10148
62151,10081
44325,10063
44202,10060
44230,10039
66494,10026
44217,10014
66507,10005
66761,10004
46098,9995
45921,9989
56492,9957
46030,9956
66240,9939
66127,9938
66346,9933
45852,9914
66135,9900
66575,9883
66392,9877
46025,9874
66130,9856
44393,9809
46034,9788
46225,9767
48723,9735
66771,9726
66773,9726
66772,9726
66133,9722
45896,9693
66136,9623
44411,9617
66495,9479
48542,9426
44420,9418
66132,9409
48942,9394
66129,9346
45977,9324
44008,9322
45869,9264
44324,9250
44212,9197
66113,9166
66353,9152
66768,9136
66288,9135
46213,9087
66821,9053
46168,9045
48535,9031
66363,9017
44352,9003
44203,8991
48628,8977
61837,8972
46319,8916
48711,8901
72416,8857
44430,8847
44345,8823
46061,8822
46028,8733
66751,8706
44302,8687
66343,8674
45807,8671
46024,8601
66681,8581
72405,8568
44282,8566
44287,8492
73965,8490
45922,8460
66128,8449
63717,8422
66289,8414
44292,8384
66822,8368
48818,8355
45960,8338
35133,8336
66227,8324
66410,8320
46106,8299
43993,8289
73834,8248
66390,8244
66374,8243
45956,8228
66585,8194
44391,8189
66186,8186
72409,8153
70920,8147
66260,8133
66753,8110
66391,8099
66596,8099
45768,8097
67042,8083
48880,8081
66221,8079
61831,8061
45952,8026
46177,8019
66320,7972
62012,7970
66963,7953
36210,7947
48493,7910
44674,7889
66324,7884
44258,7882
67043,7864
66711,7860
61993,7856
45995,7845
66486,7801
45966,7800
66603,7789
46281,7785
46095,7785
44301,7777
48852,7763
66707,7739
66600,7691
69826,7688
73971,7677
66598,7674
66682,7671
66599,7637
66095,7631
48539,7627
46239,7609
45971,7608
44318,7566
45916,7541
66677,7529
44226,7518
46064,7491
41760,7451
45961,7445
44412,7436
66329,7434
66680,7413
66549,7405
49516,7402
73851,7401
45908,7398
31164,7373
48698,7370
66481,7307
66566,7265
66376,7264
66379,7264
66378,7264
44021,7258
45936,7256
46217,7245
66671,7192
72415,7191
66622,7188
69302,7185
67126,7110
44235,7060
44211,7058
66399,7014
46222,6966
66660,6956
61992,6954
44682,6907
46053,6897
48815,6876
46063,6869
66131,6832
46394,6793
41798,6787
66684,6763
46136,6751
66503,6723
66994,6707
65641,6705
45913,6681
45829,6676
49035,6667
45998,6656
66839,6622
72421,6602
44361,6585
46157,6583
48684,6573
66685,6564
45969,6534
27432,6508
61841,6508
66366,6499
48770,6494
44246,6489
45834,6472
66298,6467
66310,6430
44269,6425
46291,6424
31289,6403
48577,6397
44641,6395
31345,6387
61854,6386
45877,6347
49020,6341
66309,6334
46078,6304
66718,6284
45880,6282
44363,6275
31365,6274
66933,6260
66937,6260
45842,6257
44200,6243
44334,6240
46046,6223
46019,6218
44012,6211
48586,6166
66483,6138
31192,6132
66697,6124
66482,6108
45756,6096
66802,6056
66504,6056
46210,6047
46065,6041
67448,6031
46236,6012
66292,5986
45967,5981
45837,5977
45897,5975
45828,5970
46122,5963
46082,5946
44323,5934
44760,5924
66683,5920
45909,5916
44225,5889
46232,5865
49083,5852
66291,5852
35846,5850
66354,5838
72404,5829
44338,5816
66662,5794
45920,5786
44366,5763
45979,5762
48675,5716
44407,5712
62023,5700
45978,5682
49353,5678
45819,5670
66412,5666
44020,5665
46309,5662
66872,5632
73847,5630
46055,5629
44389,5622
48686,5611
66150,5599
44309,5596
66548,5596
61836,5584
44408,5575
51592,5574
62052,5570
66935,5566
66934,5566
48820,5553
45225,5523
66459,5495
44009,5478
66388,5468
66428,5467
44248,5465
48954,5452
66844,5432
66846,5432
66843,5432
66845,5432
66693,5415
66694,5412
44618,5411
44648,5402
44374,5398
65639,5397
46159,5379
44199,5356
31288,5350
66741,5336
66744,5336
66743,5336
66742,5336
66487,5294
46035,5281
73841,5272
44372,5261
44406,5259
31163,5239
46535,5217
66756,5210
45957,5179
45988,5174
66276,5166
48744,5164
66510,5148
48858,5147
49579,5133
66847,5131
66675,5126
66672,5126
66673,5126
66674,5126
31191,5121
72956,5117
44243,5106
45815,5103
46133,5096
66767,5075
46070,5067
44404,5066
62043,5039
66496,5023
61863,5023
44427,5011
48775,4995
66678,4993
66474,4984
46059,4982
66562,4981
66560,4978
62081,4948
66936,4939
66478,4938
66597,4934
46197,4933
41786,4931
66475,4927
44350,4923
66537,4919
46399,4914
66477,4914
44018,4901
44369,4896
44314,4870
44351,4864
61864,4859
66908,4858
66670,4853
66818,4853
66815,4853
66814,4848
69820,4837
44591,4828
48502,4827
31534,4811
31284,4805
63763,4799
66377,4791
44394,4790
66498,4754
45822,4751
31161,4749
66335,4744
31287,4743
46789,4743
36086,4735
31198,4734
66602,4732
72953,4725
44400,4710
66965,4701
44347,4694
66460,4693
46086,4689
43992,4684
46027,4678
66864,4656
66536,4655
48531,4640
66423,4632
66813,4629
66943,4623
48812,4610
48618,4608
41774,4601
45851,4598
44386,4580
72412,4574
44311,4569
66380,4547
66538,4543
31241,4533
66736,4528
48702,4523
67184,4520
46204,4516
46114,4516
44343,4515
56841,4510
66941,4506
49054,4500
49134,4497
44388,4493
50275,4492
66737,4476
46185,4474
45951,4466
45990,4462
66661,4462
66945,4448
66812,4446
46101,4445
44209,4437
46155,4430
66869,4409
45917,4407
48544,4403
44442,4402
31334,4395
45940,4391
44691,4364
66271,4363
66942,4352
66422,4346
44228,4343
66663,4333
48522,4302
31364,4290
67180,4289
44210,4280
31173,4228
46243,4228
48798,4216
41773,4177
49053,4159
66552,4139
49163,4119
44364,4115
50253,4112
66454,4109
31183,4108
46057,4106
31227,4099
44330,4094
44437,4092
66703,4091
66702,4090
45359,4087
49164,4080
66724,4080
73858,4077
44271,4066
46437,4063
44241,4054
44684,4032
44390,4027
48917,4022
46056,4019
66476,4009
46033,4008
66664,4008
62049,4002
73835,4000
66517,3998
31304,3992
46200,3992
66632,3989
44398,3986
44418,3979
66424,3974
45868,3974
66924,3971
46361,3965
44376,3961
46104,3953
67135,3951
61999,3934
66701,3930
62007,3916
66676,3914
45813,3914
31492,3889
66472,3884
48716,3883
46303,3880
73821,3879
46435,3877
48829,3871
44825,3871
66520,3854
46611,3852
48561,3849
45938,3846
73845,3844
44273,3838
49334,3835
66561,3832
66547,3823
67051,3811
61853,3800
67847,3800
31190,3794
46048,3792
46336,3780
31372,3778
66889,3772
67181,3769
48681,3768
48676,3767
68478,3754
27431,3747
43998,3747
44858,3746
66479,3746
44233,3742
67848,3739
67488,3739
66606,3733
68479,3731
67040,3722
49678,3711
31621,3709
66541,3691
44354,3687
73874,3664
46209,3662
61979,3653
73852,3651
66853,3649
31706,3633
66563,3632
35849,3629
41797,3629
48513,3628
65649,3626
69912,3617
69903,3617
49251,3606
67025,3602
66700,3600
46071,3596
73842,3595
44367,3593
66829,3592
50267,3582
31918,3576
45974,3574
46167,3563
48548,3560
44392,3557
48822,3553
44615,3547
44329,3544
60167,3540
43995,3539
62042,3539
70921,3533
31917,3532
46111,3521
66696,3520
46194,3511
45996,3503
44272,3491
44867,3483
66511,3483
31189,3478
44252,3477
66297,3476
66878,3474
27439,3462
61985,3460
46321,3449
44438,3442
44416,3440
66348,3438
46343,3431
48597,3412
71046,3409
45888,3407
66406,3391
44370,3385
31303,3384
63725,3383
48949,3374
66408,3369
62047,3363
45899,3352
66583,3352
44633,3350
48585,3348
48721,3343
44609,3339
70918,3337
31530,3334
45845,3325
66226,3318
66502,3317
31283,3279
61828,3276
44382,3275
66521,3273
66350,3269
46120,3268
44197,3256
69910,3254
69907,3250
69921,3248
69906,3239
46115,3235
66705,3231
31172,3226
72413,3225
66981,3220
46299,3219
69905,3215
45989,3212
69904,3206
44580,3203
67182,3203
49765,3198
66559,3187
66666,3186
31188,3186
45907,3185
69909,3183
46149,3182
41785,3174
69911,3171
44315,3165
44401,3160
44433,3156
66925,3150
49319,3147
44435,3145
66667,3140
66394,3131
65640,3130
44843,3120
46000,3115
44242,3110
48566,3099
66557,3097
66762,3095
61987,3093
48631,3089
31244,3082
44872,3082
66699,3074
44313,3072
66766,3072
67041,3070
49065,3070
44704,3064
73969,3050
50005,3041
44646,3039
43999,3032
45840,3026
46235,3026
46112,3025
61988,3015
46011,3014
49867,3008
45942,3007
48797,2989
46067,2982
67207,2980
73854,2976
66976,2968
49282,2962
41943,2961
46255,2961
31705,2959
73850,2957
45915,2953
41796,2951
45874,2937
66977,2932
73895,2931
66972,2930
45859,2928
46105,2925
44375,2923
48774,2915
45415,2904
45863,2903
44424,2892
49032,2884
44208,2881
49055,2879
66314,2874
48524,2872
44310,2870
48745,2860
46427,2859
27501,2859
49140,2852
48960,2842
44266,2824
66451,2812
66497,2805
44384,2805
66991,2805
46596,2804
31267,2803
48871,2786
45773,2779
27507,2778
73961,2776
50200,2774
66782,2773
48613,2766
50116,2762
47190,2743
46127,2740
66473,2734
31391,2732
46192,2730
32143,2724
31422,2708
49741,2705
67053,2702
67212,2702
48486,2699
45923,2698
62062,2695
66877,2692
31904,2674
73982,2671
44410,2668
44756,2668
45954,2665
50343,2664
67325,2663
49144,2655
49173,2655
48728,2650
46256,2650
31390,2643
44001,2641
66572,2640
67070,2638
67071,2638
67069,2638
27469,2636
44003,2631
66571,2625
46254,2621
46123,2614
31182,2611
31243,2611
44643,2606
31533,2602
44415,2600
49027,2600
62048,2595
46134,2594
62009,2593
48529,2590
46016,2588
44885,2575
31405,2562
67029,2551
46259,2546
48490,2544
41771,2542
45976,2540
31841,2537
48900,2535
49290,2527
46253,2527
46379,2526
49527,2525
31242,2518
67072,2515
44312,2510
44239,2510
67086,2510
66316,2508
27476,2504
61852,2501
66785,2499
63715,2498
66516,2497
46229,2493
50202,2492
31313,2482
66909,2482
46139,2481
31214,2481
46193,2478
49442,2475
41770,2464
73826,2461
44285,2460
48501,2460
41759,2458
31583,2453
27457,2452
72984,2446
61838,2441
46419,2438
66695,2433
73824,2433
31344,2433
73833,2429
67588,2425
44010,2421
67183,2415
66647,2412
61850,2399
67188,2398
46161,2395
46359,2395
66781,2394
48966,2390
46051,2389
46023,2382
66726,2380
48737,2374
48604,2374
27437,2373
63743,2373
66715,2369
49481,2366
31234,2358
44399,2356
41839,2356
62018,2355
49235,2354
72414,2349
46439,2337
41769,2337
44581,2333
45035,2331
71563,2329
46131,2328
61827,2325
66396,2324
46166,2323
46072,2323
41758,2318
44306,2317
66164,2316
62362,2312
61981,2311
66980,2307
67030,2307
66837,2305
44321,2290
66960,2272
66387,2271
46248,2270
46358,2267
46438,2267
71562,2260
27607,2258
27643,2258
31497,2256
73957,2251
44247,2251
44579,2249
74139,2249
43996,2247
67005,2242
67002,2242
67003,2242
67004,2242
70099,2241
48699,2235
66819,2230
46060,2227
66578,2222
46172,2219
67204,2219
67205,2219
67206,2217
73906,2216
67272,2215
66745,2210
46230,2197
48940,2195
27512,2191
62002,2190
31342,2190
46054,2189
45843,2184
31343,2180
46426,2180
62263,2179
66836,2174
67035,2173
70478,2171
66897,2169
73838,2165
66513,2162
67187,2159
45190,2155
66415,2149
66776,2147
44589,2146
66616,2146
67082,2139
61995,2138
44436,2137
73855,2133
31167,2132
73843,2128
66775,2120
48506,2118
66786,2115
67608,2113
46568,2113
70922,2112
31529,2111
44605,2109
66417,2109
46189,2109
66418,2109
45798,2109
66416,2109
66419,2109
27485,2104
67010,2104
67012,2104
67011,2104
67009,2104
45883,2104
73966,2104
31528,2103
73836,2100
66828,2093
63729,2089
66888,2088
45130,2086
49008,2081
66740,2079
61994,2078
66738,2078
46474,2074
49229,2072
66856,2064
72411,2063
66648,2062
44701,2054
31582,2053
31635,2046
66293,2044
44300,2041
73962,2039
48584,2024
46322,2023
60166,2019
49477,2011
48796,2010
66895,2009
44014,2007
41772,2003
45958,2001
44403,2001
49228,1998
66787,1997
56483,1996
45023,1990
45898,1989
46018,1986
73975,1986
45985,1984
66827,1974
31687,1974
27452,1973
66871,1971
45052,1965
49238,1962
62013,1959
44649,1945
31351,1945
48985,1941
66619,1940
66620,1937
50225,1936
48752,1934
46207,1933
45933,1933
63727,1931
44665,1927
66892,1923
27492,1922
49120,1922
50372,1917
66425,1917
66397,1915
46445,1912
45959,1911
32145,1907
66615,1901
62105,1897
50405,1896
31166,1895
73862,1892
65646,1891
66646,1890
50228,1889
50554,1888
67031,1888
27765,1885
66134,1881
32021,1878
46320,1878
44251,1877
66249,1877
41795,1874
73757,1873
41833,1870
49406,1870
50537,1865
49893,1864
49746,1862
31176,1858
62003,1857
32144,1856
46431,1855
66698,1854
46891,1850
46219,1848
27551,1847
31219,1846
48574,1846
31307,1846
66426,1843
44851,1841
66833,1841
66831,1840
66830,1840
44353,1840
66832,1840
44413,1837
62019,1837
48645,1828
44593,1821
49534,1821
66739,1818
46091,1817
31404,1804
66618,1801
66858,1799
65672,1799
49283,1792
67034,1792
72407,1791
67208,1791
27588,1791
66287,1790
46298,1788
46401,1788
46102,1787
67037,1783
41838,1777
31329,1774
31165,1772
44333,1770
45980,1769
49201,1767
44650,1766
41788,1766
46208,1764
49072,1761
69834,1760
49215,1759
66870,1758
31175,1756
46422,1755
46342,1754
46294,1752
48660,1751
31174,1748
66799,1747
73955,1744
66665,1743
45329,1741
49975,1737
65644,1737
32731,1735
31197,1733
69835,1730
45002,1727
71572,1724
66569,1723
44810,1723
49156,1722
66784,1722
67266,1720
48948,1718
46367,1717
49078,1716
44378,1715
66961,1713
48608,1712
49113,1711
67267,1709
48943,1708
48817,1708
66704,1707
46245,1707
31415,1707
32676,1705
31414,1703
44735,1703
69841,1700
44678,1694
27453,1692
61862,1691
61833,1691
31879,1691
48673,1690
66629,1690
31890,1689
49141,1684
67278,1683
44395,1680
41792,1677
66820,1676
66584,1675
49711,1673
41805,1671
31216,1671
69833,1668
66587,1667
66588,1658
73994,1657
62037,1656
65638,1653
46318,1652
67099,1652
67256,1644
73831,1639
45935,1639
63730,1638
46462,1638
67121,1635
31379,1633
49234,1631
46226,1625
70926,1622
41870,1622
49366,1617
48532,1617
73974,1617
41804,1617
44575,1616
44224,1610
49016,1608
45944,1607
66570,1604
46036,1602
66979,1601
31378,1601
45993,1598
48579,1598
46562,1597
45835,1597
71573,1596
31377,1595
31213,1593
46261,1592
66728,1592
45034,1591
43994,1589
45804,1583
46084,1582
67096,1582
67055,1580
49995,1577
49547,1576
32028,1574
67058,1574
49768,1574
66614,1573
45963,1570
45943,1568
45987,1567
66725,1566
49316,1563
69998,1563
46375,1562
73880,1560
44409,1559
66727,1557
63723,1552
32223,1552
32142,1551
49125,1551
66959,1551
46130,1550
67222,1549
45065,1549
67224,1549
66801,1548
46038,1547
67223,1546
27731,1545
67221,1543
48875,1543
32919,1543
44295,1541
46176,1541
31266,1539
44444,1538
66952,1538
31428,1536
46609,1535
46124,1533
62029,1533
48980,1532
50510,1530
46088,1529
46173,1529
73980,1524
66199,1524
73888,1521
48908,1520
31620,1519
44612,1518
31496,1517
67253,1513
66838,1513
67252,1513
48722,1512
31749,1510
66612,1508
61986,1508
48696,1507
31839,1506
66755,1504
31874,1504
44441,1504
46233,1498
27463,1498
48830,1498
31218,1497
67044,1497
27433,1490
46314,1488
45902,1486
44204,1485
73879,1482
46304,1479
46352,1475
49869,1475
67337,1475
66841,1474
46241,1474
31238,1472
46629,1469
67185,1465
31838,1462
46143,1459
32202,1459
44238,1457
27526,1456
66400,1456
31451,1456
45762,1453
27462,1453
66290,1452
31863,1445
66617,1445
66613,1444
31615,1444
44936,1444
44603,1439
62070,1439
48559,1438
45397,1431
44624,1430
45932,1430
49665,1427
49485,1426
46247,1424
69829,1423
49300,1422
46371,1422
67362,1419
44277,1415
62246,1412
70477,1410
46354,1408
65645,1408
31694,1405
46058,1405
31236,1402
48663,1401
50259,1396
27725,1396
46734,1395
31249,1391
46206,1388
67310,1386
57862,1384
61835,1382
66539,1380
67067,1377
67364,1376
46175,1376
67552,1374
57817,1372
44611,1371
67166,1371
50614,1370
31374,1370
67685,1366
66951,1366
67686,1366
66950,1366
67684,1366
52228,1362
66949,1361
69853,1361
50520,1361
44443,1359
31240,1353
67263,1349
46971,1349
31748,1348
67150,1348
63923,1348
49587,1347
44380,1345
49786,1344
46145,1342
45480,1342
66722,1340
73972,1340
31610,1338
49478,1338
46424,1336
66579,1336
48921,1335
49458,1334
46443,1328
48894,1327
66580,1326
41784,1324
67728,1324
69942,1323
31388,1319
67028,1319
62050,1319
48936,1318
66890,1316
67200,1316
66576,1314
42253,1314
72422,1312
67136,1312
31532,1310
48819,1308
51706,1307
48842,1307
49757,1306
45948,1305
31239,1303
49988,1298
67022,1297
67018,1297
31555,1296
62030,1295
31282,1293
67179,1293
44296,1292
49005,1291
66712,1286
45889,1286
32170,1286
69852,1284
31206,1283
49836,1280
31704,1280
46326,1279
67134,1278
46369,1278
46224,1277
48811,1273
67036,1272
49301,1271
33627,1269
66577,1267
49180,1267
66223,1266
44440,1266
33038,1259
33626,1258
67290,1258
31693,1254
49087,1253
62060,1251
31564,1251
31217,1250
61973,1249
44667,1247
31235,1245
31701,1243
44830,1242
44595,1241
50068,1241
67209,1240
69827,1240
73871,1237
67294,1236
65658,1235
48653,1235
66714,1234
67027,1233
66514,1232
73866,1229
46610,1229
45847,1227
31893,1225
44320,1225
63845,1225
32108,1222
51048,1221
31848,1221
46077,1220
48989,1220
62000,1219
49152,1218
27567,1218
46228,1217
44256,1215
45839,1212
48786,1211
45641,1211
48599,1209
49003,1206
31461,1205
31444,1204
31443,1203
31312,1203
46116,1202
61843,1202
31873,1202
41820,1200
46052,1199
66783,1199
67170,1196
66859,1194
31327,1194
67104,1194
61860,1193
31205,1193
31889,1191
31442,1190
67607,1190
31888,1190
46142,1188
31311,1188
49523,1184
31847,1183
46837,1183
66971,1181
66758,1181
45137,1180
42151,1180
61858,1180
45049,1175
45769,1175
46449,1175
67171,1173
66860,1172
62552,1171
46428,1170
66953,1168
44585,1167
46554,1166
44280,1166
27479,1166
47586,1165
45946,1165
46469,1165
54380,1164
66866,1163
66453,1163
62091,1163
46803,1162
44429,1161
32730,1158
66360,1158
67227,1154
62134,1151
46674,1151
31877,1150
62027,1149
65664,1147
62038,1147
32016,1147
45358,1146
31209,1146
67395,1146
44625,1146
44322,1144
31371,1144
48623,1141
62090,1141
49594,1141
44651,1139
73973,1137
46648,1137
67052,1134
31171,1134
67026,1133
31579,1131
48724,1129
74032,1129
49402,1126
44402,1125
67218,1125
49371,1124
46003,1124
71625,1124
49024,1123
46579,1122
67127,1120
70992,1120
70988,1119
46505,1119
44308,1118
42038,1117
31971,1116
46223,1113
44365,1112
44592,1111
58184,1108
46323,1108
46263,1108
48603,1107
66525,1105
71791,1105
71793,1105
49233,1103
46345,1103
41794,1101
46117,1098
49714,1096
42091,1096
67085,1094
46083,1091
44007,1090
31398,1090
46355,1088
32137,1088
49781,1088
44730,1087
50241,1087
62616,1086
67281,1085
31923,1084
72962,1082
48945,1081
31692,1078
56498,1078
66940,1077
46382,1077
31631,1074
31628,1074
31617,1073
66526,1073
48709,1072
61839,1070
62022,1069
66405,1066
48602,1065
46164,1065
31581,1064
41814,1064
31373,1064
73856,1064
41990,1064
49408,1063
41989,1063
54419,1054
33089,1053
50913,1047
44600,1047
27981,1046
49737,1045
46698,1044
67254,1043
41884,1043
67396,1041
66359,1039
48769,1039
46486,1038
48882,1036
31882,1035
67091,1035
49453,1034
46546,1033
48756,1033
46308,1031
31281,1031
31786,1030
66764,1030
66763,1030
48828,1030
66765,1030
69251,1028
42433,1026
49115,1025
41809,1023
32222,1022
50529,1022
72957,1021
46702,1018
73889,1018
61859,1017
49609,1017
32275,1013
68826,1013
48595,1013
27477,1012
44332,1012
31438,1011
61856,1011
51019,1011
42432,1010
45257,1010
31226,1010
71570,1010
49250,1009
69926,1008
68825,1007
70989,1006
70990,1006
41871,1006
27500,1003
31554,1001
42431,1000
48810,999
27504,999
31887,998
62055,998
32306,997
46567,996
50559,995
48835,995
49528,995
67292,992
73999,991
61865,990
66713,990
44590,989
68384,988
46093,988
45906,988
41903,988
62087,988
67013,987
67299,985
67298,985
41841,985
31800,985
31489,985
50547,984
50864,984
32068,983
66780,982
63719,982
67248,982
31886,981
42116,980
67021,980
69252,979
49031,979
51022,979
46337,978
46202,976
66874,975
31350,974
48905,974
61829,973
50329,973
31649,970
27574,969
60163,967
49933,966
65655,965
31440,964
32065,963
49379,962
44278,961
42112,961
46109,959
66873,958
44221,957
46502,957
44644,956
44698,956
68385,956
48837,955
49715,953
46660,952
31970,951
31982,951
50463,949
31527,947
74003,947
45790,946
46335,945
66581,944
31568,944
51403,944
45053,944
46889,943
33896,943
67387,942
49299,942
66421,941
66896,941
46092,940
31714,940
31310,940
41791,938
46586,938
46021,937
41869,934
31883,934
63716,934
