med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
CYCLOBENZAPRINE 10 MG PO TABS,0.4,22,33,38,0.32,16,34,27,0.4226955625882533
GABAPENTIN 100 MG PO CAPS,0.18181818181818182,10,45,16,0.12,6,44,9,0.42597970878997093
ACETAMINOPHEN 500 MG PO TABS,0.6,33,22,55,0.52,26,24,39,0.43680403692151365
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.09090909090909091,5,50,5,0.04,2,48,2,0.4408526430115225
ROSUVASTATIN 10 MG PO TABS,0.09090909090909091,5,50,5,0.04,2,48,2,0.4408526430115225
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.09090909090909091,5,50,5,0.04,2,48,2,0.4408526430115225
MELATONIN 3 MG PO TABS,0.2,11,44,13,0.14,7,43,7,0.44917216617325295
OXYCODONE 10 MG PO TABS,0.21818181818181817,12,43,12,0.16,8,42,10,0.46904954205832394
ONDANSETRON 8 MG PO TBDL,0.05454545454545454,3,52,4,0.1,5,45,8,0.47374908821550343
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),1.0,55,0,168,0.98,49,1,131,0.4761904761904761
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.10909090909090909,6,49,6,0.06,3,47,3,0.49292907588874246
MISCELLANEOUS MEDICATION HELP ORDER,0.10909090909090909,6,49,7,0.06,3,47,3,0.49292907588874246
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.2,11,44,13,0.26,13,37,20,0.4938044023957203
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.2,11,44,11,0.26,13,37,16,0.4938044023957203
OXYCODONE 5 MG PO TABS,0.9636363636363636,53,2,333,1.0,50,0,303,0.49633699633699635
MELATONIN 5 MG PO TABS,0.21818181818181817,12,43,20,0.28,14,36,17,0.503555955836603
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.12727272727272726,7,48,7,0.08,4,46,4,0.5315910557125174
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.12727272727272726,7,48,7,0.08,4,46,4,0.5315910557125174
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.36363636363636365,20,35,22,0.3,15,35,18,0.5384526438190909
FLUMAZENIL 0.1 MG/ML IV SOLN,0.6181818181818182,34,21,35,0.56,28,22,29,0.5583242322109252
DIAZEPAM 2 MG PO TABS,0.14545454545454545,8,47,16,0.1,5,45,7,0.5616393658483806
ATORVASTATIN 20 MG PO TABS,0.16363636363636364,9,46,10,0.12,6,44,6,0.5857707191309206
LEVOTHYROXINE 100 MCG PO TABS,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
INSULIN REGULAR 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
LEVOTHYROXINE 50 MCG PO TABS,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
PANTOPRAZOLE 40 MG IV SOLR,0.01818181818181818,1,54,1,0.04,2,48,3,0.6039155019737543
METOCLOPRAMIDE HCL 5 MG PO TABS,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
TRIAMCINOLONE ACETONIDE 40 MG/ML INJ SUSP,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
NS IV BOLUS,0.01818181818181818,1,54,5,0.04,2,48,2,0.6039155019737543
MIRTAZAPINE 15 MG PO TABS,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
SODIUM CHLORIDE 1 GRAM PO TABS,0.01818181818181818,1,54,3,0.04,2,48,3,0.6039155019737543
NORMOSOL-R IV BOLUS - 500 ML,0.01818181818181818,1,54,1,0.04,2,48,3,0.6039155019737543
INSULIN REGULAR 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9818181818181818,54,1,218,0.96,48,2,197,0.6039155019737543
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.01818181818181818,1,54,1,0.04,2,48,2,0.6039155019737543
AMLODIPINE 2.5 MG PO TABS,0.01818181818181818,1,54,2,0.04,2,48,2,0.6039155019737543
FLU VACC TS2019-20(65YR UP)PF 180 MCG/0.5 ML IM SYRG,0.01818181818181818,1,54,1,0.04,2,48,3,0.6039155019737543
BENAZEPRIL 20 MG PO TABS,0.01818181818181818,1,54,4,0.04,2,48,2,0.6039155019737543
BUPROPION HCL 150 MG PO TB24,0.01818181818181818,1,54,2,0.04,2,48,2,0.6039155019737543
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.05454545454545454,3,52,6,0.02,1,49,1,0.6194482273865484
ZOLPIDEM 10 MG PO TABS,0.05454545454545454,3,52,3,0.02,1,49,1,0.6194482273865484
LORATADINE 10 MG PO TABS,0.05454545454545454,3,52,3,0.02,1,49,1,0.6194482273865484
MIDAZOLAM 1 MG/ML INJ SOLN,0.05454545454545454,3,52,5,0.02,1,49,1,0.6194482273865484
NS IV BOLUS - 1000 ML,0.05454545454545454,3,52,4,0.02,1,49,1,0.6194482273865484
BARIUM SULFATE 40 % (W/V) PO POWD,0.05454545454545454,3,52,4,0.02,1,49,1,0.6194482273865484
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.05454545454545454,3,52,3,0.02,1,49,2,0.6194482273865484
GADOBENATE DIMEGLUMINE 529 MG/ML (0.1MMOL/0.2ML) IV SOLN,0.05454545454545454,3,52,5,0.02,1,49,1,0.6194482273865484
GRANISETRON HCL 1 MG/ML (1 ML) IV SOLN,0.05454545454545454,3,52,3,0.02,1,49,1,0.6194482273865484
METOCLOPRAMIDE HCL 10 MG PO TABS,0.2,11,44,12,0.16,8,42,8,0.6222877589676397
NS + VANCOMYCIN MIXTURE (SHC OR),0.2,11,44,13,0.16,8,42,8,0.6222877589676397
NARCAN 4 MG/ACTUATION NASAL SPRY,0.2727272727272727,15,40,17,0.22,11,39,11,0.6518561803225723
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.7818181818181819,43,12,52,0.74,37,13,39,0.652203976346226
METOPROLOL TARTRATE 50 MG PO TABS,0.03636363636363636,2,53,4,0.06,3,47,5,0.6671741922687633
ALPRAZOLAM 0.25 MG PO TABS,0.03636363636363636,2,53,2,0.06,3,47,5,0.6671741922687633
HYDRALAZINE 10 MG PO TABS,0.03636363636363636,2,53,6,0.06,3,47,4,0.6671741922687633
"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.2727272727272727,15,40,16,0.32,16,34,17,0.6705810732794237
PREGABALIN 75 MG PO CAPS,0.2727272727272727,15,40,27,0.32,16,34,25,0.6705810732794237
HALOPERIDOL 1 MG PO TABS,0.2909090909090909,16,39,17,0.34,17,33,17,0.6753174108556257
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9272727272727272,51,4,122,0.96,48,2,112,0.6804872245780127
DIAZEPAM 5 MG/ML INJ SYRG,0.07272727272727272,4,51,4,0.04,2,48,2,0.6804872245780128
ZOLPIDEM 5 MG PO TABS,0.07272727272727272,4,51,5,0.04,2,48,2,0.6804872245780128
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.07272727272727272,4,51,4,0.04,2,48,2,0.6804872245780128
CLINDAMYCIN IN 5 % DEXTROSE 900 MG/50 ML IV PGBK,0.07272727272727272,4,51,5,0.04,2,48,2,0.6804872245780128
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.4909090909090909,27,28,31,0.44,22,28,23,0.6961381622887539
POVIDONE-IODINE 10 % TP SWAB,0.05454545454545454,3,52,3,0.08,4,46,5,0.7063064387535269
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.05454545454545454,3,52,6,0.08,4,46,4,0.7063064387535269
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.09090909090909091,5,50,5,0.06,3,47,4,0.7182939310493013
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.9090909090909091,50,5,79,0.94,47,3,71,0.7182939310493014
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.07272727272727272,4,51,5,0.1,5,45,7,0.7333956996940809
LISINOPRIL 20 MG PO TABS,0.07272727272727272,4,51,4,0.1,5,45,10,0.7333956996940809
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.07272727272727272,4,51,7,0.1,5,45,9,0.7333956996940809
TRAZODONE 50 MG PO TABS,0.07272727272727272,4,51,5,0.1,5,45,7,0.7333956996940809
DIAZEPAM 5 MG PO TABS,0.10909090909090909,6,49,8,0.08,4,46,4,0.7445042122068277
METOPROLOL TARTRATE 25 MG PO TABS,0.10909090909090909,6,49,11,0.08,4,46,11,0.7445042122068277
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.12727272727272726,7,48,8,0.1,5,45,7,0.7639596585337434
ZZZ IMS TEMPLATE,0.10909090909090909,6,49,11,0.14,7,43,9,0.769035794909362
LOSARTAN 50 MG PO TABS,0.14545454545454545,8,47,14,0.18,9,41,15,0.7917376114608541
GLUCOSE 4 GRAM PO CHEW,0.2727272727272727,15,40,23,0.24,12,38,16,0.8238391127787072
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.6,33,22,40,0.58,29,21,29,0.8453454514137418
ESCITALOPRAM OXALATE 10 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
APIXABAN 5 MG PO TABS,0.03636363636363636,2,53,3,0.04,2,48,3,1.0
SALIVA STIMULANT COMB. NO.3 MM SPRY,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
ROSUVASTATIN 5 MG PO TABS,0.03636363636363636,2,53,3,0.02,1,49,1,1.0
ASPIRIN 81 MG PO TBEC,0.05454545454545454,3,52,3,0.04,2,48,5,1.0
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.12727272727272726,7,48,8,0.12,6,44,7,1.0
PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM PO PWPK,0.01818181818181818,1,54,2,0.02,1,49,2,1.0
PROPRANOLOL 10 MG PO TABS,0.01818181818181818,1,54,3,0.02,1,49,1,1.0
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.18181818181818182,10,45,16,0.2,10,40,14,1.0
SENNOSIDES 8.6 MG PO TABS,0.9818181818181818,54,1,119,1.0,50,0,98,1.0
PREGABALIN 100 MG PO CAPS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
BARIUM SULFATE 40 % (W/V) PO SUSP,0.05454545454545454,3,52,4,0.06,3,47,3,1.0
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.07272727272727272,4,51,9,0.06,3,47,6,1.0
"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE",0.05454545454545454,3,52,4,0.06,3,47,3,1.0
POTASSIUM PHOSPHATE IVPB,0.01818181818181818,1,54,3,0.02,1,49,1,1.0
INSULIN REGULAR 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.03636363636363636,2,53,2,0.04,2,48,2,1.0
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJ SOLN,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.12727272727272726,7,48,8,0.12,6,44,7,1.0
SIMETHICONE 80 MG PO CHEW,0.03636363636363636,2,53,3,0.04,2,48,3,1.0
APIXABAN 2.5 MG PO TABS,0.03636363636363636,2,53,6,0.02,1,49,1,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
HYDROMORPHONE 4 MG PO TABS,0.05454545454545454,3,52,13,0.04,2,48,2,1.0
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.03636363636363636,2,53,3,0.02,1,49,1,1.0
VITAMIN D3 PO,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.03636363636363636,2,53,2,0.04,2,48,2,1.0
ACETAMINOPHEN 325 MG PO TABS,0.8909090909090909,49,6,107,0.88,44,6,84,1.0
VALSARTAN 40 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,2,1.0
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.03636363636363636,2,53,3,0.02,1,49,1,1.0
INSULIN GLARGINE 100 UNIT/ML SC SOLN,0.05454545454545454,3,52,11,0.04,2,48,4,1.0
ACETAMINOPHEN-CODEINE 300-30 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
ACYCLOVIR 200 MG PO CAPS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.07272727272727272,4,51,7,0.08,4,46,5,1.0
SUMATRIPTAN SUCCINATE 50 MG PO TABS,0.03636363636363636,2,53,3,0.02,1,49,1,1.0
STANFORD BOWEL SOLUTION,0.05454545454545454,3,52,3,0.04,2,48,2,1.0
SPIRONOLACTONE 25 MG PO TABS,0.05454545454545454,3,52,4,0.06,3,47,4,1.0
SODIUM PHOSPHATES 19-7 GRAM/118 ML PR ENEM,0.05454545454545454,3,52,3,0.04,2,48,2,1.0
ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,0.03636363636363636,2,53,2,0.02,1,49,2,1.0
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.07272727272727272,4,51,7,0.08,4,46,5,1.0
SODIUM PHOSPHATE IVPB,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.34545454545454546,19,36,28,0.36,18,32,18,1.0
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJ SOLN",0.2545454545454545,14,41,15,0.26,13,37,13,1.0
INSULIN REGULAR 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.03636363636363636,2,53,2,0.04,2,48,2,1.0
KETOROLAC 15 MG/ML INJ SOLN,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.03636363636363636,2,53,2,0.04,2,48,2,1.0
DEXAMETHASONE 4 MG PO TABS,0.05454545454545454,3,52,6,0.04,2,48,2,1.0
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.10909090909090909,6,49,13,0.12,6,44,17,1.0
LEVOTHYROXINE 75 MCG PO TABS,0.05454545454545454,3,52,3,0.04,2,48,2,1.0
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8363636363636363,46,9,79,0.82,41,9,70,1.0
FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE INH DSDV,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.05454545454545454,3,52,3,0.04,2,48,2,1.0
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.03636363636363636,2,53,2,0.04,2,48,2,1.0
FLUOXETINE 20 MG PO CAPS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
LISINOPRIL 5 MG PO TABS,0.03636363636363636,2,53,5,0.02,1,49,1,1.0
FLUOXETINE 10 MG PO CAPS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
"DIPHTH,PERTUS(ACELL),TETANUS 2.5-8-5 LF-MCG-LF/0.5ML IM INJ",0.01818181818181818,1,54,1,0.02,1,49,1,1.0
DOCUSATE SODIUM 283 MG/5 ML PR ENEM,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
METFORMIN 500 MG PO TB24,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
DULOXETINE 30 MG PO CPDR,0.01818181818181818,1,54,2,0.02,1,49,1,1.0
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,0.05454545454545454,3,52,6,0.06,3,47,3,1.0
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.01818181818181818,1,54,1,0.02,1,49,2,1.0
MECLIZINE 25 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,2,1.0
NALOXONE 0.4 MG/ML INJ SOLN,0.9818181818181818,54,1,165,1.0,50,0,112,1.0
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.09090909090909091,5,50,5,0.1,5,45,5,1.0
COLCHICINE 0.6 MG PO TABS,0.01818181818181818,1,54,3,0.02,1,49,1,1.0
LEVOTHYROXINE 25 MCG PO TABS,0.03636363636363636,2,53,2,0.02,1,49,2,1.0
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,55,0,150,1.0,50,0,115,1.0
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG,0.01818181818181818,1,54,1,0.02,1,49,2,1.0
FUROSEMIDE 20 MG PO TABS,0.05454545454545454,3,52,8,0.06,3,47,4,1.0
BUPROPION HCL 300 MG PO TB24,0.05454545454545454,3,52,3,0.04,2,48,2,1.0
LANTUS U-100 INSULIN 100 UNIT/ML SC SOLN,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
CARVEDILOL 6.25 MG PO TABS,0.05454545454545454,3,52,6,0.04,2,48,5,1.0
PANTOPRAZOLE 20 MG PO TBEC,0.05454545454545454,3,52,3,0.06,3,47,3,1.0
CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
IPRATROPIUM BROMIDE 0.02 % INH SOLN,0.05454545454545454,3,52,5,0.06,3,47,4,1.0
OXYCODONE 10 MG PO TR12,0.01818181818181818,1,54,3,0.02,1,49,1,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,0.9818181818181818,54,1,110,0.98,49,1,103,1.0
CEFAZOLIN IVPB (CUSTOM),0.01818181818181818,1,54,1,0.02,1,49,1,1.0
ONDANSETRON 4 MG PO TBDL,0.9636363636363636,53,2,124,0.98,49,1,112,1.0
CITALOPRAM 20 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
FUROSEMIDE 10 MG/ML INJ SOLN,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
NS IV BOLUS - 250 ML,0.03636363636363636,2,53,2,0.04,2,48,2,1.0
LEVOTHYROXINE 112 MCG PO TABS,0.03636363636363636,2,53,2,0.02,1,49,1,1.0
CLOPIDOGREL 75 MG PO TABS,0.01818181818181818,1,54,1,0.02,1,49,2,1.0
OTHER DRUG,0.01818181818181818,1,54,1,0.02,1,49,1,1.0
HYDROMORPHONE 2 MG PO TABS,0.05454545454545454,3,52,10,0.04,2,48,5,1.0
