med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
CELECOXIB 100 MG PO CAPS,0.4766355140186916,51,56,73,0.5728155339805825,59,44,86,0.17015604803756645
TRAZODONE 100 MG PO TABS,0.06542056074766354,7,100,7,0.019417475728155338,2,101,2,0.17092826985252402
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.102803738317757,11,96,12,0.04854368932038835,5,98,5,0.19358658000766665
NORMOSOL-R IV BOLUS - 500 ML,0.102803738317757,11,96,16,0.04854368932038835,5,98,9,0.19358658000766665
PREFERRED ANTIBIOTIC AGENT,0.14953271028037382,16,91,19,0.08737864077669903,9,94,14,0.20269612150265626
BUDESONIDE 0.5 MG/2 ML INH NBSP,0.009345794392523364,1,106,2,0.038834951456310676,4,99,5,0.20558554082581543
CLONIDINE HCL 0.1 MG PO TABS,0.009345794392523364,1,106,2,0.038834951456310676,4,99,5,0.20558554082581543
CEFAZOLIN IVPB (CUSTOM),0.028037383177570093,3,104,3,0.06796116504854369,7,96,8,0.20796242056375314
MISCELLANEOUS MEDICATION HELP ORDER,0.028037383177570093,3,104,4,0.06796116504854369,7,96,13,0.20796242056375314
POTASSIUM CHLORIDE 10 MEQ PO TBTQ,0.04672897196261682,5,102,8,0.009708737864077669,1,102,3,0.2125067821613002
FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE INH DSDV,0.04672897196261682,5,102,5,0.009708737864077669,1,102,1,0.2125067821613002
HALOPERIDOL 1 MG PO TABS,0.04672897196261682,5,102,5,0.009708737864077669,1,102,1,0.2125067821613002
FERROUS SULFATE 325 MG (65 MG IRON) PO TABS,0.04672897196261682,5,102,8,0.009708737864077669,1,102,1,0.2125067821613002
DOCUSATE SODIUM 100 MG PO CAPS,0.5046728971962616,54,53,105,0.5922330097087378,61,42,122,0.21480901184776358
LIDOCAINE 5 % TP PTMD,0.07476635514018691,8,99,15,0.02912621359223301,3,100,4,0.21501508142168424
METOPROLOL TARTRATE 25 MG PO TABS,0.1588785046728972,17,90,28,0.0970873786407767,10,93,14,0.21815786926271435
BISACODYL 10 MG PR SUPP,1.0,107,0,130,0.9805825242718447,101,2,109,0.23937115516062885
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),1.0,107,0,304,0.9805825242718447,101,2,269,0.23937115516062885
SENNOSIDES 8.6 MG PO TABS,1.0,107,0,204,0.9805825242718447,101,2,189,0.23937115516062885
NS IV BOLUS - 1000 ML,0.12149532710280374,13,94,17,0.06796116504854369,7,96,7,0.24121339606183956
MINERAL OIL PR ENEM,0.9719626168224299,104,3,122,1.0,103,0,108,0.24668489405331512
MAGNESIUM CITRATE PO SOLN,0.9719626168224299,104,3,113,1.0,103,0,106,0.24668489405331512
LIDOCAINE 4 % TP CREA,0.08411214953271028,9,98,10,0.038834951456310676,4,99,4,0.25267703977077716
HYDROXYZINE HCL 25 MG PO TABS,0.42990654205607476,46,61,51,0.34951456310679613,36,67,38,0.25918096222415554
FLUTICASONE FUROATE-VILANTEROL 100-25 MCG/DOSE INH DSDV,0.018691588785046728,2,105,3,0.04854368932038835,5,98,5,0.2728915386579896
APIXABAN 5 MG PO TABS,0.056074766355140186,6,101,8,0.019417475728155338,2,101,2,0.2802634693497349
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.056074766355140186,6,101,9,0.019417475728155338,2,101,3,0.2802634693497349
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.09345794392523364,10,97,17,0.04854368932038835,5,98,12,0.2851149052930874
MELATONIN 3 MG PO TABS,0.24299065420560748,26,81,27,0.18446601941747573,19,84,20,0.3179618029420903
MEPERIDINE (PF) 25 MG/ML INJ SOLN,0.028037383177570093,3,104,3,0.05825242718446602,6,97,6,0.325197869031408
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.8317757009345794,89,18,94,0.883495145631068,91,12,94,0.32727460334179764
AMLODIPINE 10 MG PO TABS,0.06542056074766354,7,100,10,0.02912621359223301,3,100,3,0.33267696164824234
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.06542056074766354,7,100,7,0.02912621359223301,3,100,4,0.33267696164824234
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.8130841121495327,87,20,93,0.8640776699029126,89,14,92,0.35261226288904274
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.009345794392523364,1,106,2,0.02912621359223301,3,100,5,0.3620196482896711
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.9906542056074766,106,1,132,0.970873786407767,100,3,124,0.3620196482896711
WARFARIN 6 MG PO TABS,0.009345794392523364,1,106,2,0.02912621359223301,3,100,3,0.3620196482896711
EZETIMIBE 10 MG PO TABS,0.009345794392523364,1,106,1,0.02912621359223301,3,100,3,0.3620196482896711
PREDNISONE 5 MG PO TABS,0.009345794392523364,1,106,2,0.02912621359223301,3,100,4,0.3620196482896711
CEFAZOLIN 1 GRAM INJ SOLR,0.009345794392523364,1,106,1,0.02912621359223301,3,100,3,0.3620196482896711
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.037383177570093455,4,103,4,0.06796116504854369,7,96,7,0.3671027580535463
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.037383177570093455,4,103,4,0.009708737864077669,1,102,1,0.3694380244723494
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.037383177570093455,4,103,5,0.009708737864077669,1,102,1,0.3694380244723494
FINASTERIDE 5 MG PO TABS,0.037383177570093455,4,103,5,0.009708737864077669,1,102,1,0.3694380244723494
METHYLENE BLUE (ANTIDOTE) 1 % (10 MG/ML) IV SOLN,0.037383177570093455,4,103,4,0.009708737864077669,1,102,1,0.3694380244723494
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.04672897196261682,5,102,5,0.07766990291262135,8,95,9,0.40152703447890936
POVIDONE-IODINE 5 % OPHT SOLN,0.42990654205607476,46,61,46,0.49514563106796117,51,52,51,0.40634377384526793
HYDRALAZINE 20 MG/ML INJ SOLN,0.24299065420560748,26,81,29,0.1941747572815534,20,83,22,0.409333441554781
ASPIRIN 81 MG PO TBEC,0.4953271028037383,53,54,121,0.5533980582524272,57,46,118,0.41072960023089594
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.11214953271028037,12,95,28,0.1553398058252427,16,87,30,0.41909853195203595
PREGABALIN 75 MG PO CAPS,0.04672897196261682,5,102,5,0.019417475728155338,2,101,5,0.44577589091528375
LABETALOL 5 MG/ML IV SOLN,0.34579439252336447,37,70,38,0.2912621359223301,30,73,30,0.4596007643684331
GABAPENTIN 100 MG PO CAPS,0.7009345794392523,75,32,155,0.6504854368932039,67,36,140,0.4633299970794824
GLUCOSE 4 GRAM PO CHEW,0.16822429906542055,18,89,21,0.21359223300970873,22,81,25,0.4827016822927324
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.5981308411214953,64,43,67,0.5436893203883495,56,47,58,0.4860311454939391
MELATONIN 5 MG PO TABS,0.822429906542056,88,19,95,0.7766990291262136,80,23,84,0.49062552338244503
ASPIRIN 325 MG PO TABS,0.028037383177570093,3,104,4,0.04854368932038835,5,98,10,0.4922529865887455
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.08411214953271028,9,98,10,0.11650485436893204,12,91,13,0.4947842988473806
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.9813084112149533,105,2,133,1.0,103,0,121,0.4977899293688767
RIVAROXABAN 10 MG PO TABS,0.12149532710280374,13,94,32,0.08737864077669903,9,94,19,0.5017727519125708
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.102803738317757,11,96,14,0.13592233009708737,14,89,14,0.5257128094326804
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.102803738317757,11,96,14,0.13592233009708737,14,89,14,0.5257128094326804
WARFARIN 2 MG PO TABS,0.037383177570093455,4,103,4,0.05825242718446602,6,97,9,0.5322296770040126
EPINEPHRINE 1 MG/ML (1 ML) INJ SOLN,0.037383177570093455,4,103,4,0.05825242718446602,6,97,6,0.5322296770040126
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.06542056074766354,7,100,9,0.038834951456310676,4,99,4,0.538585252044719
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.27102803738317754,29,78,29,0.3106796116504854,32,71,32,0.54649825824577
ZZZ IMS TEMPLATE,0.16822429906542055,18,89,27,0.13592233009708737,14,89,14,0.5677846824465282
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.9252336448598131,99,8,124,0.9514563106796117,98,5,119,0.5695626441687518
NS IV BOLUS - 500 ML,0.5514018691588785,59,48,167,0.5048543689320388,52,51,129,0.5803824364555353
ASPIRIN 325 MG PO TBEC,0.17757009345794392,19,88,39,0.21359223300970873,22,81,42,0.6020289548182964
PATCH CHECK,0.06542056074766354,7,100,7,0.08737864077669903,9,94,10,0.6096447270930222
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.06542056074766354,7,100,27,0.08737864077669903,9,94,17,0.6096447270930222
ELECTROLYTE-A IV SOLP,0.009345794392523364,1,106,1,0.019417475728155338,2,101,3,0.6160990325464012
LISINOPRIL 5 MG PO TABS,0.009345794392523364,1,106,1,0.019417475728155338,2,101,3,0.6160990325464012
FLU VACC QS2019-20 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,0.009345794392523364,1,106,1,0.019417475728155338,2,101,2,0.6160990325464012
CARBIDOPA-LEVODOPA 25-100 MG PO TABS,0.009345794392523364,1,106,3,0.019417475728155338,2,101,2,0.6160990325464012
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.009345794392523364,1,106,1,0.019417475728155338,2,101,5,0.6160990325464012
CEFTRIAXONE 2 GRAM IV SOLR,0.009345794392523364,1,106,2,0.019417475728155338,2,101,4,0.6160990325464012
METFORMIN 500 MG PO TABS,0.009345794392523364,1,106,1,0.019417475728155338,2,101,2,0.6160990325464012
CELEBREX 200 MG PO CAPS,0.009345794392523364,1,106,1,0.019417475728155338,2,101,2,0.6160990325464012
CIPROFLOXACIN HCL 500 MG PO TABS,0.028037383177570093,3,104,5,0.009708737864077669,1,102,2,0.6216628146834096
LR IV BOLUS - 500 ML,0.028037383177570093,3,104,3,0.009708737864077669,1,102,1,0.6216628146834096
LIDOCAINE HCL 2 % JELLY (URO-JET),0.028037383177570093,3,104,4,0.009708737864077669,1,102,1,0.6216628146834096
APIXABAN 2.5 MG PO TABS,0.028037383177570093,3,104,5,0.009708737864077669,1,102,2,0.6216628146834096
LEVOTHYROXINE 112 MCG PO TABS,0.028037383177570093,3,104,5,0.009708737864077669,1,102,1,0.6216628146834096
FOLIC ACID 1 MG PO TABS,0.028037383177570093,3,104,3,0.009708737864077669,1,102,1,0.6216628146834096
LOSARTAN 25 MG PO TABS,0.028037383177570093,3,104,6,0.009708737864077669,1,102,1,0.6216628146834096
HYDROMORPHONE 4 MG PO TABS,0.028037383177570093,3,104,6,0.009708737864077669,1,102,2,0.6216628146834096
METOCLOPRAMIDE HCL 5 MG PO TABS,0.07476635514018691,8,99,8,0.0970873786407767,10,93,11,0.6273067794681235
"ROPIVICAINE (PF) 0.5% + NS + EPINEPHRINE 1:1,000 MIXTURE (SHC OR)",0.102803738317757,11,96,11,0.07766990291262135,8,95,8,0.6327995288973599
ROPIVACAINE 0.2% IN 500 ML INFUSION VIA NIMBUS PUMP (PREMIX)- RATE MODE,0.11214953271028037,12,95,15,0.08737864077669903,9,94,11,0.6478082582909531
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.9065420560747663,97,10,130,0.883495145631068,91,12,116,0.6556151261940553
MEPERIDINE (PF) 25 MG/0.5 ML INJ SOLN,0.12149532710280374,13,94,13,0.0970873786407767,10,93,10,0.6608474930612729
CUSTOM INV (HIGH ALERT) - SIMPLE,0.018691588785046728,2,105,6,0.02912621359223301,3,100,11,0.6785970513087216
ALLOPURINOL 300 MG PO TABS,0.018691588785046728,2,105,2,0.02912621359223301,3,100,3,0.6785970513087216
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (VIAL ONLY),0.018691588785046728,2,105,2,0.02912621359223301,3,100,4,0.6785970513087216
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.018691588785046728,2,105,4,0.02912621359223301,3,100,6,0.6785970513087216
ROSUVASTATIN 5 MG PO TABS,0.018691588785046728,2,105,3,0.02912621359223301,3,100,3,0.6785970513087216
NS IV BOLUS - 250 ML,0.14018691588785046,15,92,16,0.11650485436893204,12,91,12,0.6824388709418483
IRRISEPT IRRIG SOLN,0.037383177570093455,4,103,4,0.019417475728155338,2,101,2,0.6833005090944476
TRAZODONE 50 MG PO TABS,0.037383177570093455,4,103,4,0.019417475728155338,2,101,2,0.6833005090944476
METHYLPREDNISOLONE ACETATE 40 MG/ML INJ SUSP,0.037383177570093455,4,103,4,0.019417475728155338,2,101,2,0.6833005090944476
ATORVASTATIN 40 MG PO TABS,0.1588785046728972,17,90,23,0.13592233009708737,14,89,15,0.6996274639200943
ZOLPIDEM 5 MG PO TABS,0.028037383177570093,3,104,3,0.038834951456310676,4,99,4,0.7174543757607328
WARFARIN 3 MG PO TABS,0.028037383177570093,3,104,4,0.038834951456310676,4,99,4,0.7174543757607328
ATORVASTATIN 20 MG PO TABS,0.18691588785046728,20,87,24,0.1650485436893204,17,86,18,0.7197397706484359
GABAPENTIN 600 MG PO TABS,0.04672897196261682,5,102,11,0.02912621359223301,3,100,4,0.7216299268578648
OXYCODONE 10 MG PO TABS,0.04672897196261682,5,102,5,0.02912621359223301,3,100,3,0.7216299268578648
INSULIN GLARGINE 100 UNIT/ML SC SOLN,0.037383177570093455,4,103,19,0.04854368932038835,5,98,8,0.7445058833636047
WARFARIN PER PHARMACY PROTOCOL,0.037383177570093455,4,103,4,0.04854368932038835,5,98,5,0.7445058833636047
CETIRIZINE 10 MG PO TABS,0.056074766355140186,6,101,6,0.038834951456310676,4,99,4,0.7483192283880284
OXYCODONE 10 MG PO TR12,0.056074766355140186,6,101,9,0.038834951456310676,4,99,5,0.7483192283880284
DULOXETINE 60 MG PO CPDR,0.056074766355140186,6,101,6,0.038834951456310676,4,99,5,0.7483192283880284
TAMSULOSIN 0.4 MG PO CAPS,0.27102803738317754,29,78,35,0.24271844660194175,25,78,29,0.75233251672493
LEVOTHYROXINE 25 MCG PO TABS,0.04672897196261682,5,102,6,0.05825242718446602,6,97,6,0.7646784785428067
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.06542056074766354,7,100,8,0.04854368932038835,5,98,6,0.7682260391677893
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.6074766355140186,65,42,83,0.6310679611650486,65,38,79,0.7769310989305303
LACTATED RINGERS IV SOLP,0.07476635514018691,8,99,10,0.05825242718446602,6,97,6,0.7837771227463088
CEFAZOLIN + NS MIXTURE (SHC OR),0.07476635514018691,8,99,8,0.08737864077669903,9,94,10,0.8036850666958184
AMLODIPINE 5 MG PO TABS,0.09345794392523364,10,97,12,0.07766990291262135,8,95,11,0.806736594156505
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.08411214953271028,9,98,14,0.0970873786407767,10,93,14,0.8125747595413607
WARFARIN 5 MG PO TABS,0.09345794392523364,10,97,21,0.10679611650485436,11,92,19,0.8201968476538024
TRAMADOL 50 MG PO TABS,0.11214953271028037,12,95,23,0.1262135922330097,13,90,21,0.8326244761374413
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.18691588785046728,20,87,22,0.17475728155339806,18,85,19,0.859134367480926
ROPIVACAINE 0.2% IN 500 ML INFUSION VIA NIMBUS PUMP (PREMIX)-AUTO BOLUS MODE,0.6261682242990654,67,40,111,0.6407766990291263,66,37,104,0.8864291499772741
ACETAMINOPHEN 325 MG PO TABS,0.38317757009345793,41,66,55,0.39805825242718446,41,62,51,0.8877592027456074
ALBUTEROL SULFATE 90 MCG/ACTUATION INH AEPB,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
PRAMIPEXOLE 0.25 MG PO TABS,0.009345794392523364,1,106,2,0.009708737864077669,1,102,1,1.0
PREDNISONE 1 MG PO TABS,0.009345794392523364,1,106,3,0.009708737864077669,1,102,1,1.0
OXYCODONE 5 MG PO TABS,1.0,107,0,820,1.0,103,0,758,1.0
WARFARIN 2.5 MG PO TABS,0.037383177570093455,4,103,5,0.02912621359223301,3,100,5,1.0
ZOFRAN 4 MG PO TABS,0.018691588785046728,2,105,2,0.019417475728155338,2,101,2,1.0
POVIDONE-IODINE 10 % TP SWAB,0.018691588785046728,2,105,2,0.019417475728155338,2,101,2,1.0
ACETAMINOPHEN 500 MG PO TABS,0.9906542056074766,106,1,315,1.0,103,0,313,1.0
BUPROPION HCL 300 MG PO TB24,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.028037383177570093,3,104,3,0.019417475728155338,2,101,2,1.0
BUPROPION HCL 150 MG PO SR12,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
BUSPIRONE 10 MG PO TABS,0.018691588785046728,2,105,3,0.019417475728155338,2,101,2,1.0
BUPROPION HCL 150 MG PO TB24,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
BACLOFEN 10 MG PO TABS,0.028037383177570093,3,104,3,0.02912621359223301,3,100,4,1.0
SODIUM POLYSTYRENE SULFONATE PO POWD,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ALENDRONATE 70 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ARTIFICIAL TEARS(HYPROMELLOSE) 0.5 % OPHT DROP,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
SODIUM CHLORIDE 0.9 % INJ SOLN,0.037383177570093455,4,103,4,0.02912621359223301,3,100,3,1.0
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.028037383177570093,3,104,3,0.019417475728155338,2,101,2,1.0
ATENOLOL 50 MG PO TABS,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
ROSUVASTATIN 20 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ROSUVASTATIN 10 MG PO TABS,0.037383177570093455,4,103,5,0.038834951456310676,4,99,6,1.0
ATORVASTATIN 10 MG PO TABS,0.102803738317757,11,96,11,0.10679611650485436,11,92,12,1.0
TIMOLOL MALEATE 0.5 % OPHT DROP,0.018691588785046728,2,105,2,0.009708737864077669,1,102,2,1.0
ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJ SOLN,0.17757009345794392,19,88,20,0.17475728155339806,18,85,18,1.0
TOPIRAMATE 25 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJ SOLN,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
RIVAROXABAN 20 MG PO TABS,0.018691588785046728,2,105,2,0.019417475728155338,2,101,2,1.0
AMIODARONE 200 MG PO TABS,0.018691588785046728,2,105,6,0.009708737864077669,1,102,2,1.0
RIFAMPIN 300 MG PO CAPS,0.009345794392523364,1,106,2,0.009708737864077669,1,102,3,1.0
"VANCOMYCIN 1,250 MG IN D5W 250 ML IVPB",0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
VANCOMYCIN IN DEXTROSE 5 % 1 GRAM/200 ML IV PGBK,0.028037383177570093,3,104,3,0.019417475728155338,2,101,2,1.0
SPIRONOLACTONE 25 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ALLOPURINOL 100 MG PO TABS,0.018691588785046728,2,105,2,0.019417475728155338,2,101,2,1.0
PREGABALIN 100 MG PO CAPS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.018691588785046728,2,105,3,0.009708737864077669,1,102,1,1.0
NALBUPHINE 10 MG/ML INJ SOLN,0.102803738317757,11,96,14,0.10679611650485436,11,92,11,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,107,0,231,1.0,103,0,212,1.0
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.018691588785046728,2,105,4,0.019417475728155338,2,101,2,1.0
DULOXETINE 20 MG PO CPDR,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
DULOXETINE 30 MG PO CPDR,0.037383177570093455,4,103,6,0.02912621359223301,3,100,4,1.0
LEVOTHYROXINE 88 MCG PO TABS,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
LEVOTHYROXINE 75 MCG PO TABS,0.009345794392523364,1,106,2,0.009708737864077669,1,102,1,1.0
LEVOTHYROXINE 50 MCG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
LEVOTHYROXINE 125 MCG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
LEVETIRACETAM 500 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
KETOROLAC 15 MG/ML INJ SOLN,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
KEFLEX 500 MG PO CAPS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9906542056074766,106,1,289,1.0,103,0,288,1.0
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.018691588785046728,2,105,3,0.009708737864077669,1,102,1,1.0
LIDOCAINE HCL 2 % JELLY,0.018691588785046728,2,105,2,0.009708737864077669,1,102,1,1.0
EPINEPHRINE 1:1000 + NS MIXTURE (SHC OR),0.028037383177570093,3,104,3,0.019417475728155338,2,101,2,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.037383177570093455,4,103,4,0.038834951456310676,4,99,4,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.037383177570093455,4,103,4,0.038834951456310676,4,99,4,1.0
ESCITALOPRAM OXALATE 10 MG PO TABS,0.018691588785046728,2,105,5,0.019417475728155338,2,101,2,1.0
EZETIMIBE-SIMVASTATIN 10-40 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
IBUPROFEN 200 MG PO TABS,0.009345794392523364,1,106,1,0.009708737864077669,1,102,1,1.0
FAMOTIDINE 20 MG PO TABS,0.07476635514018691,8,99,9,0.06796116504854369,7,96,11,1.0
HYDROMORPHONE 2 MG PO TABS,0.056074766355140186,6,101,19,0.05825242718446602,6,97,16,1.0
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9813084112149533,105,2,477,0.9902912621359223,102,1,411,1.0
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG PO TABS,0.009345794392523364,1,106,2,0.009708737864077669,1,102,1,1.0
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,0.028037383177570093,3,104,3,0.02912621359223301,3,100,3,1.0
