med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
NORMOSOL-R IV BOLUS - 1000 ML,0.1111111111111111,8,64,15,0.05194805194805195,4,73,6,0.2344080435577035
PATCH CHECK,0.18055555555555555,13,59,18,0.1038961038961039,8,69,14,0.23944475998611972
PREFERRED ANTIBIOTIC AGENT,0.4861111111111111,35,37,38,0.5844155844155844,45,32,51,0.2527564473630755
IRON SUCROSE 100 MG IRON/5 ML IV SOLN,0.06944444444444445,5,67,7,0.025974025974025976,2,75,2,0.263631888563332
MIDAZOLAM 1 MG/ML INJ SOLN,0.06944444444444445,5,67,9,0.025974025974025976,2,75,2,0.263631888563332
METOPROLOL TARTRATE 25 MG PO TABS,0.06944444444444445,5,67,8,0.025974025974025976,2,75,3,0.263631888563332
GABAPENTIN 300 MG PO CAPS,0.7916666666666666,57,15,132,0.8701298701298701,67,10,146,0.27282371693936447
SODIUM CHLORIDE 0.9 % IV SOLP,0.20833333333333334,15,57,16,0.12987012987012986,10,67,12,0.2728237169393645
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.4166666666666667,30,42,33,0.3246753246753247,25,52,27,0.3082826270593152
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.08333333333333333,6,66,11,0.03896103896103896,3,74,7,0.31510675920538456
POTASSIUM PHOSPHATE IN 250 ML IVPB PERIPHERAL LINE,0.08333333333333333,6,66,8,0.03896103896103896,3,74,4,0.31510675920538456
HYDROMORPHONE 1 MG/ML IV PCA,0.7777777777777778,56,16,64,0.7012987012987013,54,23,55,0.35211917243311075
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.041666666666666664,3,69,3,0.012987012987012988,1,76,1,0.35366859261315453
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.041666666666666664,3,69,3,0.012987012987012988,1,76,1,0.35366859261315453
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 150 ML,0.041666666666666664,3,69,3,0.012987012987012988,1,76,1,0.35366859261315453
LACTULOSE 20 GRAM/30 ML PO SOLN,0.041666666666666664,3,69,11,0.012987012987012988,1,76,1,0.35366859261315453
LEVOTHYROXINE 25 MCG PO TABS,0.041666666666666664,3,69,6,0.012987012987012988,1,76,2,0.35366859261315453
PREDNISONE 10 MG PO TABS,0.041666666666666664,3,69,4,0.012987012987012988,1,76,2,0.35366859261315453
PANTOPRAZOLE 20 MG PO TBEC,0.041666666666666664,3,69,3,0.012987012987012988,1,76,1,0.35366859261315453
FUROSEMIDE 20 MG PO TABS,0.041666666666666664,3,69,6,0.012987012987012988,1,76,1,0.35366859261315453
LATANOPROST 0.005 % OPHT DROP,0.041666666666666664,3,69,5,0.012987012987012988,1,76,1,0.35366859261315453
CYCLOBENZAPRINE 10 MG PO TABS,0.041666666666666664,3,69,4,0.012987012987012988,1,76,4,0.35366859261315453
BUPROPION HCL 300 MG PO TB24,0.041666666666666664,3,69,4,0.012987012987012988,1,76,1,0.35366859261315453
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.041666666666666664,3,69,3,0.012987012987012988,1,76,1,0.35366859261315453
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.09722222222222222,7,65,10,0.05194805194805195,4,73,5,0.3563495774602947
DOCUSATE SODIUM 250 MG PO CAPS,0.013888888888888888,1,71,1,0.05194805194805195,4,73,5,0.3679128109577682
TACROLIMUS 0.5 MG PO CAPS,0.013888888888888888,1,71,1,0.05194805194805195,4,73,6,0.3679128109577682
METOCLOPRAMIDE HCL 5 MG PO TABS,0.013888888888888888,1,71,1,0.05194805194805195,4,73,4,0.3679128109577682
CALCIUM GLUCONATE IN 0.9% NACL 1 GRAM/50 ML IV SOLN,0.013888888888888888,1,71,1,0.05194805194805195,4,73,7,0.3679128109577682
ATORVASTATIN 20 MG PO TABS,0.05555555555555555,4,68,4,0.1038961038961039,8,69,10,0.37087834008149523
SENNOSIDES 8.6 MG PO TABS,0.20833333333333334,15,57,22,0.14285714285714285,11,66,16,0.38812007546481386
TAMSULOSIN 0.4 MG PO CAPS,0.1111111111111111,8,64,10,0.06493506493506493,5,72,7,0.3901954474241903
IBUPROFEN 400 MG PO TABS,0.1111111111111111,8,64,14,0.06493506493506493,5,72,7,0.3901954474241903
HALOPERIDOL 1 MG PO TABS,0.1111111111111111,8,64,8,0.06493506493506493,5,72,6,0.3901954474241903
BUPIVACAINE HCL 0.25 % (2.5 MG/ML) INJ SOLN,0.06944444444444445,5,67,5,0.11688311688311688,9,68,9,0.40465642040689176
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.05555555555555555,4,68,4,0.025974025974025976,2,75,2,0.43012254148850504
GABAPENTIN 400 MG PO CAPS,0.05555555555555555,4,68,5,0.025974025974025976,2,75,2,0.43012254148850504
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 100 ML,0.05555555555555555,4,68,4,0.025974025974025976,2,75,2,0.43012254148850504
"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.05555555555555555,4,68,4,0.025974025974025976,2,75,2,0.43012254148850504
FLUMAZENIL 0.1 MG/ML IV SOLN,0.027777777777777776,2,70,2,0.06493506493506493,5,72,5,0.44374511021786345
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.1527777777777778,11,61,17,0.1038961038961039,8,69,11,0.46333965804320015
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.16666666666666666,12,60,22,0.11688311688311688,9,68,10,0.481399958190018
ONDANSETRON 4 MG PO TBDL,0.9861111111111112,71,1,151,1.0,77,0,181,0.483221476510067
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9861111111111112,71,1,241,1.0,77,0,221,0.483221476510067
FAMOTIDINE 20 MG PO TABS,0.041666666666666664,3,69,3,0.07792207792207792,6,71,6,0.4964613965320931
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.8194444444444444,59,13,96,0.8701298701298701,67,10,88,0.49726834789089847
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.08333333333333333,6,66,10,0.05194805194805195,4,73,6,0.5232963818840808
ATORVASTATIN 40 MG PO TABS,0.08333333333333333,6,66,12,0.05194805194805195,4,73,4,0.5232963818840808
NARCAN 4 MG/ACTUATION NASAL SPRY,0.09722222222222222,7,65,7,0.06493506493506493,5,72,5,0.5543617842286808
METOPROLOL TARTRATE 50 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
SIMETHICONE 40 MG/0.6 ML PO DRPS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
ATENOLOL 50 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
MISCELLANEOUS MEDICATION HELP ORDER,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
DEXTROSE 5 %-LACTATED RINGERS IV SOLP,0.027777777777777776,2,70,3,0.012987012987012988,1,76,1,0.6100645228162005
D5 % AND 0.9 % SODIUM CHLORIDE IV SOLP,0.027777777777777776,2,70,4,0.012987012987012988,1,76,1,0.6100645228162005
MIRTAZAPINE 15 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
LIDOCAINE-PRILOCAINE 2.5-2.5 % TP CREA,0.027777777777777776,2,70,3,0.012987012987012988,1,76,1,0.6100645228162005
LORATADINE 10 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
CLONIDINE 0.1 MG/24 HR TD PTWK,0.027777777777777776,2,70,2,0.012987012987012988,1,76,4,0.6100645228162005
LOSARTAN 25 MG PO TABS,0.027777777777777776,2,70,7,0.012987012987012988,1,76,1,0.6100645228162005
SALIVA STIMULANT COMB. NO.3 MM SPRY,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
MAGNESIUM CITRATE PO SOLN,0.027777777777777776,2,70,3,0.012987012987012988,1,76,2,0.6100645228162005
CELECOXIB 100 MG PO CAPS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
LEVOFLOXACIN IN D5W 500 MG/100 ML IV PGBK,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
FUROSEMIDE 40 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
DRONABINOL 5 MG PO CAPS,0.027777777777777776,2,70,3,0.012987012987012988,1,76,2,0.6100645228162005
FLUOXETINE 20 MG PO CAPS,0.027777777777777776,2,70,3,0.012987012987012988,1,76,3,0.6100645228162005
ACETAMINOPHEN 500 MG PO CAPS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
FINASTERIDE 5 MG PO TABS,0.027777777777777776,2,70,2,0.012987012987012988,1,76,1,0.6100645228162005
ELECTROLYTE-R (PH 7.4) IV SOLP,0.9722222222222222,70,2,163,0.987012987012987,76,1,179,0.6100645228162005
MEPERIDINE (PF) 25 MG/ML INJ SOLN,0.013888888888888888,1,71,1,0.03896103896103896,3,74,3,0.620747686574661
MEPERIDINE (PF) 50 MG/ML INJ SOLN,0.013888888888888888,1,71,1,0.03896103896103896,3,74,3,0.620747686574661
TACROLIMUS 1 MG PO CAPS,0.013888888888888888,1,71,5,0.03896103896103896,3,74,13,0.620747686574661
FLU VACC QS2020-21(65YR UP)-PF 240 MCG/0.7 ML IM SYRG,0.013888888888888888,1,71,1,0.03896103896103896,3,74,3,0.620747686574661
MORPHINE 15 MG PO TBSR,0.013888888888888888,1,71,2,0.03896103896103896,3,74,4,0.620747686574661
ROPIVACAINE 0.2% IN 500 ML INFUSION VIA NIMBUS PUMP (PREMIX)-AUTO BOLUS MODE,0.013888888888888888,1,71,6,0.03896103896103896,3,74,14,0.620747686574661
HYDROMORPHONE 1 MG/ML INJ SYRG,0.9861111111111112,71,1,350,0.961038961038961,74,3,246,0.6207476865746611
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.5277777777777778,38,34,50,0.4805194805194805,37,40,46,0.6240854188415184
DOCUSATE SODIUM 100 MG PO CAPS,0.16666666666666666,12,60,17,0.12987012987012986,10,67,14,0.6452841653101827
HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML INJ SOLR,0.041666666666666664,3,69,13,0.025974025974025976,2,75,6,0.6730583504953973
MONTELUKAST 10 MG PO TABS,0.041666666666666664,3,69,5,0.025974025974025976,2,75,2,0.6730583504953973
FERROUS SULFATE 325 MG (65 MG IRON) PO TABS,0.041666666666666664,3,69,4,0.025974025974025976,2,75,2,0.6730583504953973
TRAMADOL 50 MG PO TABS,0.041666666666666664,3,69,7,0.025974025974025976,2,75,9,0.6730583504953973
APREPITANT 40 MG PO CAPS,0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
NORMOSOL-R IV INFUSION (LOS SURG),0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
"BUPIVACAINE-EPINEPHRINE 0.25 %-1:200,000 INJ SOLN",0.041666666666666664,3,69,4,0.025974025974025976,2,75,2,0.6730583504953973
FLUTICASONE FUROATE-VILANTEROL 100-25 MCG/DOSE INH DSDV,0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
POTASSIUM CHLORIDE IN WATER 10 MEQ/50 ML IV PGBK,0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
OXYCODONE 10 MG PO TABS,0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.041666666666666664,3,69,3,0.025974025974025976,2,75,2,0.6730583504953973
ASPIRIN 81 MG PO TBEC,0.027777777777777776,2,70,3,0.05194805194805195,4,73,5,0.6821400629816362
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.027777777777777776,2,70,2,0.05194805194805195,4,73,4,0.6821400629816362
NS + BETADINE 5% MIXTURE (OR USE),0.027777777777777776,2,70,2,0.05194805194805195,4,73,4,0.6821400629816362
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.027777777777777776,2,70,2,0.05194805194805195,4,73,4,0.6821400629816362
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.19444444444444445,14,58,14,0.23376623376623376,18,59,19,0.6902235713526959
ATORVASTATIN 10 MG PO TABS,0.05555555555555555,4,68,4,0.03896103896103896,3,74,4,0.7121478192735798
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.05555555555555555,4,68,22,0.03896103896103896,3,74,5,0.7121478192735798
HYDROMORPHONE 2 MG PO TABS,0.05555555555555555,4,68,12,0.03896103896103896,3,74,12,0.7121478192735798
"WATER FOR IRRIGATION, STERILE IRRIG SOLN",0.05555555555555555,4,68,4,0.03896103896103896,3,74,3,0.7121478192735798
NON-FORMULARY MEDICATION HELP ORDER,0.05555555555555555,4,68,4,0.03896103896103896,3,74,3,0.7121478192735798
MELATONIN 3 MG PO TABS,0.05555555555555555,4,68,4,0.03896103896103896,3,74,4,0.7121478192735798
LEVOTHYROXINE 100 MCG PO TABS,0.05555555555555555,4,68,9,0.03896103896103896,3,74,3,0.7121478192735798
IBUPROFEN 600 MG PO TABS,0.041666666666666664,3,69,4,0.06493506493506493,5,72,9,0.7202563314067185
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.3194444444444444,23,49,26,0.2857142857142857,22,55,25,0.7222466110885988
KETOROLAC 15 MG/ML INJ SOLN,0.3888888888888889,28,44,38,0.42857142857142855,33,44,34,0.7389950424785217
AMLODIPINE 10 MG PO TABS,0.05555555555555555,4,68,6,0.07792207792207792,6,71,6,0.7467512028759179
TRAZODONE 50 MG PO TABS,0.08333333333333333,6,66,6,0.06493506493506493,5,72,5,0.7595047394217352
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.1111111111111111,8,64,15,0.09090909090909091,7,70,8,0.7879120987843555
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8888888888888888,64,8,122,0.9090909090909091,70,7,113,0.7879120987843555
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.1527777777777778,11,61,24,0.12987012987012986,10,67,16,0.8146790741212381
ACETAMINOPHEN 500 MG PO TABS,0.7361111111111112,53,19,125,0.7142857142857143,55,22,95,0.85490531689365
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5277777777777778,38,34,52,0.5064935064935064,39,38,47,0.8700817296631969
AZATHIOPRINE 50 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
VENLAFAXINE 75 MG PO CP24,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
TRAZODONE 100 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG,0.013888888888888888,1,71,1,0.025974025974025976,2,75,3,1.0
BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.05555555555555555,4,68,5,0.05194805194805195,4,73,5,1.0
BACITRACIN ZINC 500 UNIT/GRAM TP PACK,0.013888888888888888,1,71,2,0.025974025974025976,2,75,2,1.0
BUPIVACAINE 0.5 % (5 MG/ML) INJ SOLN,0.041666666666666664,3,69,3,0.05194805194805195,4,73,4,1.0
ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.027777777777777776,2,70,3,0.025974025974025976,2,75,2,1.0
PYRIDOXINE (VITAMIN B6) 50 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
ALUM-MAG HYDROXIDE-SIMETH 200-200-20 MG/5 ML PO SUSP,0.027777777777777776,2,70,4,0.025974025974025976,2,75,2,1.0
PSYLLIUM PO PACK,0.027777777777777776,2,70,4,0.03896103896103896,3,74,6,1.0
PSYLLIUM HUSK (ASPARTAME) 3.4 GRAM PO PWPK,0.027777777777777776,2,70,4,0.025974025974025976,2,75,4,1.0
RIVAROXABAN 20 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
AMLODIPINE 5 MG PO TABS,0.08333333333333333,6,66,13,0.07792207792207792,6,71,9,1.0
PREDNISONE 5 MG PO TABS,0.05555555555555555,4,68,5,0.06493506493506493,5,72,8,1.0
ROSUVASTATIN 10 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
PREDNISONE 20 MG PO TABS,0.013888888888888888,1,71,7,0.012987012987012988,1,76,3,1.0
PREDNISONE 2.5 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,2,1.0
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS,0.027777777777777776,2,70,2,0.025974025974025976,2,75,5,1.0
THERAPEUTIC MULTIVITAMIN & MINERALS (GENERIC) PO TABS,0.027777777777777776,2,70,3,0.025974025974025976,2,75,2,1.0
ATENOLOL 25 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
OXYCODONE 5 MG PO TABS,1.0,72,0,441,1.0,77,0,409,1.0
SERTRALINE 100 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
SERTRALINE 25 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
SERTRALINE 50 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
APIXABAN 5 MG PO TABS,0.027777777777777776,2,70,5,0.025974025974025976,2,75,5,1.0
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,0.027777777777777776,2,70,2,0.03896103896103896,3,74,4,1.0
ONDANSETRON HCL 8 MG PO TABS,0.027777777777777776,2,70,2,0.025974025974025976,2,75,2,1.0
LOSARTAN 50 MG PO TABS,0.013888888888888888,1,71,1,0.025974025974025976,2,75,2,1.0
CLONIDINE HCL 0.1 MG PO TABS,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
LOPERAMIDE 2 MG PO CAPS,0.05555555555555555,4,68,15,0.05194805194805195,4,73,8,1.0
CUSTOM - INTRA-OP,0.013888888888888888,1,71,1,0.012987012987012988,1,76,1,1.0
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.08333333333333333,6,66,6,0.09090909090909091,7,70,8,1.0
