med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
PREFERRED ANTIBIOTIC AGENT,0.02,1,49,1,0.058823529411764705,3,48,3,0.6174617461746175
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.02,1,49,1,0.058823529411764705,3,48,5,0.6174617461746175
SACUBITRIL-VALSARTAN 24-26 MG PO TABS,0.02,1,49,1,0.058823529411764705,3,48,3,0.6174617461746175
WARFARIN 5 MG PO TABS,0.02,1,49,1,0.058823529411764705,3,48,3,0.6174617461746175
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.96,48,2,66,0.9215686274509803,47,4,59,0.6779317106968425
EZETIMIBE 10 MG PO TABS,0.04,2,48,2,0.0784313725490196,4,47,5,0.6779317106968428
ROSUVASTATIN 10 MG PO TABS,0.04,2,48,2,0.0784313725490196,4,47,6,0.6779317106968428
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.04,2,48,3,0.0784313725490196,4,47,4,0.6779317106968428
LEVOTHYROXINE 50 MCG PO TABS,0.04,2,48,2,0.0784313725490196,4,47,4,0.6779317106968428
NALBUPHINE 10 MG/ML INJ SOLN,0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
DIAZEPAM 5 MG PO TABS,0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
ROSUVASTATIN 20 MG PO TABS,0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
WARFARIN PER PHARMACY PROTOCOL,0.06,3,47,3,0.0392156862745098,2,49,2,0.677931710696843
CARVEDILOL 3.125 MG PO TABS,0.06,3,47,6,0.0392156862745098,2,49,6,0.677931710696843
ACETAMINOPHEN 500 MG PO TABS,0.52,26,24,46,0.5686274509803921,29,22,56,0.6913832862009217
CLINDAMYCIN IN 5 % DEXTROSE 900 MG/50 ML IV PGBK,0.08,4,46,5,0.058823529411764705,3,48,3,0.7152238284056294
TRAZODONE 50 MG PO TABS,0.08,4,46,4,0.058823529411764705,3,48,3,0.7152238284056294
BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJ SOLN,0.06,3,47,3,0.09803921568627451,5,46,5,0.7152238284056296
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.12,6,44,8,0.09803921568627451,5,46,5,0.7599238953258658
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.88,44,6,61,0.9019607843137255,46,5,58,0.7599238953258658
MEPIVACAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.1,5,45,5,0.13725490196078433,7,44,7,0.7599238953258658
TRAMADOL 50 MG PO TABS,0.82,41,9,56,0.7843137254901961,40,11,47,0.8036042018001072
GLUCOSE 4 GRAM PO CHEW,0.24,12,38,15,0.21568627450980393,11,40,11,0.8158222642859689
ASPIRIN 81 MG PO TBEC,0.76,38,12,59,0.7254901960784313,37,14,60,0.8206061015772423
ATORVASTATIN 20 MG PO TABS,0.28,14,36,15,0.2549019607843137,13,38,15,0.8247065335411912
LABETALOL 5 MG/ML IV SOLN,0.28,14,36,15,0.2549019607843137,13,38,13,0.8247065335411912
PANTOPRAZOLE 20 MG PO TBEC,0.02,1,49,1,0.0392156862745098,2,49,4,1.0
ASPIRIN 325 MG PO TABS,0.68,34,16,37,0.6862745098039216,35,16,35,1.0
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.08,4,46,6,0.0784313725490196,4,47,4,1.0
CETIRIZINE 10 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
APIXABAN 5 MG PO TABS,0.16,8,42,10,0.1568627450980392,8,43,12,1.0
AMLODIPINE 5 MG PO TABS,0.16,8,42,20,0.1568627450980392,8,43,12,1.0
ELECTROLYTE-R (PH 7.4) IV SOLP,0.78,39,11,48,0.7647058823529411,39,12,46,1.0
ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
SALIVA STIMULANT COMB. NO.3 MM SPRY,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
"DOPAMINE IN 5 % DEXTROSE 400 MG/250 ML (1,600 MCG/ML) IV SOLN",0.02,1,49,1,0.0392156862745098,2,49,2,1.0
TAMSULOSIN 0.4 MG PO CAPS,0.26,13,37,16,0.27450980392156865,14,37,24,1.0
TIMOLOL MALEATE 0.5 % OPHT DROP,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
"VANCOMYCIN 1,250 MG IN D5W 250 ML IVPB",0.02,1,49,1,0.0196078431372549,1,50,1,1.0
DONEPEZIL 10 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.02,1,49,1,0.0392156862745098,2,49,2,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,50,0,109,1.0,51,0,96,1.0
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.12,6,44,7,0.13725490196078433,7,44,8,1.0
NS IV BOLUS - 250 ML,0.1,5,45,8,0.11764705882352941,6,45,6,1.0
BUPIVACAINE HCL 0.5 % (5 MG/ML) INJ SOLN,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
LEVOTHYROXINE 25 MCG PO TABS,0.06,3,47,4,0.0784313725490196,4,47,4,1.0
"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",0.86,43,7,52,0.8431372549019608,43,8,44,1.0
CALCIUM CHLORIDE 1 GRAM (13.6 MEQ)/50 ML NS IVPB,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
LACTATED RINGERS IV SOLP,0.08,4,46,4,0.0784313725490196,4,47,4,1.0
ISOSORBIDE MONONITRATE 60 MG PO TB24,0.02,1,49,3,0.0196078431372549,1,50,1,1.0
LIDOCAINE 5 % TP PTMD,0.02,1,49,2,0.0196078431372549,1,50,1,1.0
ISOSORBIDE MONONITRATE 30 MG PO TB24,0.02,1,49,2,0.0196078431372549,1,50,1,1.0
GABAPENTIN 100 MG PO CAPS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
CITALOPRAM 20 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.06,3,47,3,0.0784313725490196,4,47,4,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.06,3,47,3,0.0784313725490196,4,47,4,1.0
HYDROXYZINE HCL 25 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.02,1,49,2,0.0196078431372549,1,50,1,1.0
IPRATROPIUM BROMIDE 0.02 % INH SOLN,0.02,1,49,1,0.0392156862745098,2,49,2,1.0
ONDANSETRON 4 MG PO TBDL,0.98,49,1,109,0.9607843137254902,49,2,93,1.0
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.06,3,47,3,0.058823529411764705,3,48,3,1.0
LISINOPRIL 40 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
NON-FORMULARY MEDICATION HELP ORDER,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
NALOXONE 0.4 MG/ML INJ SOLN,0.98,49,1,103,0.9803921568627451,50,1,97,1.0
MONTELUKAST 10 MG PO TABS,0.02,1,49,1,0.0392156862745098,2,49,2,1.0
ATORVASTATIN 40 MG PO TABS,0.14,7,43,9,0.13725490196078433,7,44,7,1.0
METOPROLOL TARTRATE 25 MG PO TABS,0.08,4,46,15,0.09803921568627451,5,46,7,1.0
METOPROLOL SUCCINATE 25 MG PO TB24,0.06,3,47,8,0.0784313725490196,4,47,7,1.0
LISINOPRIL 10 MG PO TABS,0.04,2,48,4,0.0392156862745098,2,49,5,1.0
MEPERIDINE (PF) 25 MG/0.5 ML INJ SOLN,0.04,2,48,2,0.0392156862745098,2,49,2,1.0
FLUTICASONE FUROATE-VILANTEROL 100-25 MCG/DOSE INH DSDV,0.04,2,48,2,0.0392156862745098,2,49,2,1.0
MELATONIN 1 MG PO TABS,0.1,5,45,5,0.11764705882352941,6,45,6,1.0
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
MAGNESIUM CITRATE PO SOLN,0.02,1,49,1,0.0196078431372549,1,50,2,1.0
FOLIC ACID 1 MG PO TABS,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
FUROSEMIDE 20 MG PO TABS,0.16,8,42,14,0.17647058823529413,9,42,12,1.0
BISACODYL 10 MG PR SUPP,0.86,43,7,55,0.8431372549019608,43,8,45,1.0
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 150 ML,0.02,1,49,1,0.0196078431372549,1,50,1,1.0
