med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
"HEPARIN (PORCINE) 1,000 UNIT/ML INJ SOLN",0.20253164556962025,16,63,69,0.03,3,97,3,0.00033227689714302675
SUVOREXANT 10 MG PO TABS,0.25316455696202533,20,59,37,0.06,6,94,11,0.0004378146771485803
LIDOCAINE 4 % TP CREA,0.22784810126582278,18,61,25,0.05,5,95,5,0.0005460553353139805
SODIUM CHLORIDE 0.9% FOR INHALED EPOPROSTENOL ADMINISTRATION,0.22784810126582278,18,61,25,0.05,5,95,7,0.0005460553353139805
EPOPROSTENOL (VELETRI) 40 MCG/ML INHALATION SYRINGE (PREMIX) - NEW CONCENTRATION,0.22784810126582278,18,61,25,0.05,5,95,7,0.0005460553353139805
DORNASE ALFA 1 MG/ML INH SOLN,0.13924050632911392,11,68,22,0.01,1,99,1,0.0006162220742907501
LIDOCAINE 4%/PHENYLEPHRINE 1% NASAL SYRINGE (FEES KIT),0.20253164556962025,16,63,23,0.04,4,96,4,0.000706155910407415
CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,0.21518987341772153,17,62,43,0.05,5,95,14,0.0010718271718404013
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.759493670886076,60,19,169,0.52,52,48,68,0.0011074800317853058
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.25316455696202533,20,59,42,0.07,7,93,12,0.0012472130736263338
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.5063291139240507,40,39,167,0.27,27,73,46,0.0017724751118121055
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.20253164556962025,16,63,108,0.05,5,95,7,0.002068644488173134
SODIUM CHLORIDE 3 % INH NEBU,0.26582278481012656,21,58,36,0.09,9,91,10,0.002303435333211094
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.189873417721519,15,64,21,0.04,4,96,4,0.002471558249456941
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.6708860759493671,53,26,117,0.44,44,56,71,0.002517585960803922
ARGATROBAN 50 MG IN 50 ML IV INFUSION (LVAD HIGH BLEED RISK),0.12658227848101267,10,69,25,0.01,1,99,2,0.00266277624377395
"DOPAMINE IN 5 % DEXTROSE 400 MG/250 ML (1,600 MCG/ML) IV SOLN",0.21518987341772153,17,62,22,0.06,6,94,8,0.0029282558245507123
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.189873417721519,15,64,46,0.05,5,95,9,0.003920408631471809
ETOMIDATE 2 MG/ML IV SOLN,0.11392405063291139,9,70,21,0.01,1,99,1,0.005459398282058105
GENTAMICIN-SODIUM CITRATE 320 MCG/ML-4 % INTRA-CATHET SOLN,0.11392405063291139,9,70,303,0.01,1,99,3,0.005459398282058105
GUANFACINE 1 MG PO TABS,0.11392405063291139,9,70,32,0.01,1,99,6,0.005459398282058105
FUROSEMIDE IVPB,0.11392405063291139,9,70,18,0.01,1,99,1,0.005459398282058105
CALCIUM CHLORIDE 8 G/1000 ML NS IV INFUSION - PREMIX,0.11392405063291139,9,70,15,0.01,1,99,1,0.005459398282058105
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.4177215189873418,33,46,48,0.22,22,78,27,0.005528691487644476
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.12658227848101267,10,69,10,0.02,2,98,2,0.0058960948765002285
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.12658227848101267,10,69,11,0.02,2,98,2,0.0058960948765002285
BUMETANIDE IV INFUSION,0.12658227848101267,10,69,18,0.02,2,98,2,0.0058960948765002285
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.569620253164557,45,34,69,0.36,36,64,48,0.006480262011280255
MINERAL OIL PR ENEM,0.189873417721519,15,64,15,0.06,6,94,6,0.0095784304043346
ACETAZOLAMIDE SODIUM 500 MG INJ SOLR,0.13924050632911392,11,68,25,0.03,3,97,4,0.009949024243566309
"PHOS DIALY NO.3 W-OUT CALC,DEX K (4)-MG (1.5 MEQ/L)-PO4 (1) HEMODIAL SOLN",0.10126582278481013,8,71,22,0.01,1,99,1,0.011130246224585676
BUDESONIDE 0.5 MG/2 ML INH NBSP,0.10126582278481013,8,71,14,0.01,1,99,1,0.011130246224585676
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 150 ML,0.10126582278481013,8,71,10,0.01,1,99,1,0.011130246224585676
BARIUM SULFATE 40 % (W/V) PO SUSP,0.11392405063291139,9,70,10,0.02,2,98,2,0.01186680640291024
"BARIUM SULFATE 40 % (W/V), 30% (W/W) PO PSTE",0.11392405063291139,9,70,10,0.02,2,98,2,0.01186680640291024
MEROPENEM 1 GRAM/50 ML NS MINIBAG PLUS,0.11392405063291139,9,70,36,0.02,2,98,4,0.01186680640291024
CHLOROTHIAZIDE 250 MG/5 ML PO SUSP,0.20253164556962025,16,63,36,0.07,7,93,15,0.012343552066706022
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.4810126582278481,38,41,73,0.29,29,71,36,0.01257623244825233
MIDODRINE 5 MG PO TABS,0.16455696202531644,13,66,103,0.05,5,95,19,0.013254121225404989
CALCIUM CHLORIDE 100 MG/ML (10 %) IV SYRG,0.16455696202531644,13,66,34,0.05,5,95,8,0.013254121225404989
HYDROXYZINE HCL 25 MG PO TABS,0.24050632911392406,19,60,50,0.1,10,90,11,0.014142982068234847
STANFORD BOWEL SOLUTION,0.1518987341772152,12,67,17,0.04,4,96,5,0.015319580370775854
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.25316455696202533,20,59,124,0.11,11,89,23,0.01640054352216089
ATORVASTATIN 40 MG PO TABS,0.35443037974683544,28,51,43,0.19,19,81,23,0.016557975340992882
PHENYLEPHRINE HCL IN 0.9% NACL 1 MG/10 ML (100 MCG/ML) IV SYRG,0.3037974683544304,24,55,106,0.15,15,85,23,0.017487001935564222
NOREPINEPHRINE BITARTRATE-NACL 4 MG/250 ML (16 MCG/ML) IV SOLN,0.3291139240506329,26,53,55,0.17,17,83,18,0.02132640388487622
ELECTROLYTE-R (PH 7.4) IV SOLP,0.5189873417721519,41,38,55,0.34,34,66,35,0.021896273236194842
HYDROMORPHONE 20 MG IN NS 100 ML IV INFUSION,0.08860759493670886,7,72,13,0.01,1,99,1,0.022508598427265946
BICARB DIAL SOLN15 WITHOUT CAL K (4 MEQ/L) -MG (1.2 MEQ/L) HEMODIAL SOLN,0.08860759493670886,7,72,23,0.01,1,99,3,0.022508598427265946
"THROMBIN (BOVINE) 5,000 UNIT TP SOLR",0.08860759493670886,7,72,8,0.01,1,99,1,0.022508598427265946
CASPOFUNGIN IVPB (LOAD),0.08860759493670886,7,72,8,0.01,1,99,1,0.022508598427265946
BARIUM SULFATE 40 % (W/V) PO POWD,0.08860759493670886,7,72,8,0.01,1,99,1,0.022508598427265946
"AMIODARONE IN DEXTROSE,ISO-OSM 360 MG/200 ML (1.8 MG/ML) IV SOLN",0.10126582278481013,8,71,21,0.02,2,98,3,0.02338427647930048
HEPARIN IV INFUSION (HIGH BLEEDING RISK PROTOCOL),0.10126582278481013,8,71,16,0.02,2,98,2,0.02338427647930048
"VANCOMYCIN 1,000 MG IV SOLR",0.10126582278481013,8,71,8,0.02,2,98,2,0.02338427647930048
MEPIVACAINE 2 % INJ SOLN,0.10126582278481013,8,71,8,0.02,2,98,2,0.02338427647930048
LIDOCAINE HCL 20 MG/ML (2 %) INJ SOLN,0.10126582278481013,8,71,10,0.02,2,98,2,0.02338427647930048
CARVEDILOL 12.5 MG PO TABS,0.11392405063291139,9,70,14,0.03,3,97,7,0.03459249245078434
"ALBUMIN, HUMAN 25 % 25 % IV SOLP",0.11392405063291139,9,70,18,0.03,3,97,4,0.03459249245078434
"AMIODARONE IN DEXTROSE,ISO-OSM 150 MG/100 ML (1.5 MG/ML) IV SOLN",0.5189873417721519,41,38,273,0.36,36,64,112,0.034937602363540605
NITROGLYCERIN IN 5 % DEXTROSE 50 MG/250 ML (200 MCG/ML) IV SOLN,0.620253164556962,49,30,65,0.46,46,54,51,0.03593268591124512
WARFARIN 3 MG PO TABS,0.1518987341772152,12,67,33,0.05,5,95,7,0.0372620903996924
AMIODARONE IVPB,0.1518987341772152,12,67,19,0.05,5,95,9,0.0372620903996924
ASPIRIN 81 MG PO TBEC,0.5569620253164557,44,35,89,0.71,71,29,137,0.04142116030851839
"ALBUMIN, HUMAN 5 % 5 % IV SOLP",0.8607594936708861,68,11,208,0.73,73,27,195,0.04264637454909315
DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,0.08860759493670886,7,72,15,0.02,2,98,3,0.0449883494860435
"EPOETIN ALFA 10,000 UNIT/ML INJ SOLN",0.0759493670886076,6,73,9,0.01,1,99,1,0.04501726125080649
VANCOMYCIN-WATER INJECT (PEG) 1.25 GRAM/250 ML IV PGBK,0.0759493670886076,6,73,10,0.01,1,99,2,0.04501726125080649
DEXMEDETOMIDINE IV INFUSION (COMPOUNDED),0.0759493670886076,6,73,30,0.01,1,99,1,0.04501726125080649
"EPOETIN ALFA-EPBX 10,000 UNIT/ML INJ SOLN",0.0759493670886076,6,73,14,0.01,1,99,1,0.04501726125080649
AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,0.0759493670886076,6,73,10,0.01,1,99,2,0.04501726125080649
CEFAZOLIN + NS MIXTURE (SHC OR),0.0759493670886076,6,73,6,0.01,1,99,1,0.04501726125080649
METOPROLOL TARTRATE 37.5 MG PO TABS,0.0759493670886076,6,73,6,0.01,1,99,1,0.04501726125080649
LACTULOSE 20 GRAM/30 ML PO SOLN,0.0759493670886076,6,73,10,0.01,1,99,1,0.04501726125080649
"HEPARIN (PORCINE) IN NACL (PF) 1,000 UNIT/500 ML IV SOLP",0.24050632911392406,19,60,19,0.12,12,88,12,0.046103331439275023
CALCIUM GLUCONATE IN 0.9% NACL 1 GRAM/50 ML IV SOLN,0.0759493670886076,6,73,12,0.18,18,82,30,0.048445963056525286
AMLODIPINE 5 MG PO TABS,0.3924050632911392,31,48,73,0.25,25,75,48,0.051503616678757545
INSULIN REGULAR IN 0.9 % NACL 100 UNIT/100 ML (1 UNIT/ML) IV SOLN,0.8354430379746836,66,13,89,0.7,70,30,93,0.051855833568447855
MELATONIN 5 MG PO TABS,0.7468354430379747,59,20,105,0.6,60,40,87,0.05524985836160107
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.25316455696202533,20,59,21,0.39,39,61,40,0.0568114880954908
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.25316455696202533,20,59,21,0.39,39,61,41,0.0568114880954908
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE NPO,0.13924050632911392,11,68,12,0.05,5,95,5,0.0620135073492624
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.10126582278481013,8,71,9,0.03,3,97,3,0.06233405141824322
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.10126582278481013,8,71,16,0.03,3,97,3,0.06233405141824322
PROPOFOL 10 MG/ML IV INJECTION,0.22784810126582278,18,61,126,0.12,12,88,20,0.06981470510284536
D5 %-0.45 % SODIUM CHLORIDE IV SOLP,0.189873417721519,15,64,17,0.09,9,91,10,0.07575140518566854
COLCHICINE 0.6 MG PO TABS,0.012658227848101266,1,78,2,0.07,7,93,18,0.07920453844644257
INSULIN REGULAR 100 UNIT/ML SC MODERATE SCALE NPO,0.11392405063291139,9,70,12,0.04,4,96,4,0.08120729920894373
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.11392405063291139,9,70,11,0.04,4,96,4,0.08120729920894373
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.25316455696202533,20,59,33,0.14,14,86,15,0.08315016544025045
ASPIRIN 300 MG PR SUPP,0.6835443037974683,54,25,63,0.8,80,20,82,0.08447774057040086
CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK,0.08860759493670886,7,72,11,0.18,18,82,21,0.0872027451726728
SODIUM CHLORIDE 10 % INH NEBU,0.06329113924050633,5,74,6,0.01,1,99,1,0.08870920404442874
TPN ADULT STANDARD,0.06329113924050633,5,74,66,0.01,1,99,2,0.08870920404442874
SILDENAFIL (PULM.HYPERTENSION) 20 MG PO TABS,0.06329113924050633,5,74,16,0.01,1,99,2,0.08870920404442874
FAT EMUL-SOY-MCT-OLIV-FISH OIL 20 % IV EMUL,0.06329113924050633,5,74,60,0.01,1,99,2,0.08870920404442874
PHYTONADIONE (VITAMIN K) IVPB,0.06329113924050633,5,74,6,0.01,1,99,1,0.08870920404442874
VANCOMYCIN-WATER INJECT (PEG) 750 MG/150 ML IV PGBK,0.06329113924050633,5,74,12,0.01,1,99,1,0.08870920404442874
AMLODIPINE 2.5 MG PO TABS,0.06329113924050633,5,74,5,0.01,1,99,1,0.08870920404442874
LR IV BOLUS - 250 ML,0.06329113924050633,5,74,6,0.01,1,99,1,0.08870920404442874
BUMETANIDE 25 MG IN 100 ML (0.25 MG/ML) IV INFUSION,0.06329113924050633,5,74,9,0.01,1,99,1,0.08870920404442874
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN (RT PANEL),0.06329113924050633,5,74,8,0.01,1,99,1,0.08870920404442874
GLYCOPYRROLATE 0.2 MG/ML INJ SOLN,0.06329113924050633,5,74,11,0.01,1,99,1,0.08870920404442874
VANCOMYCIN-WATER INJECT (PEG) 2 GRAM/400 ML IV PGBK,0.06329113924050633,5,74,5,0.01,1,99,1,0.08870920404442874
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.46835443037974683,37,42,42,0.34,34,66,36,0.09195210730347074
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.46835443037974683,37,42,42,0.34,34,66,36,0.09195210730347074
HEPARIN IV INFUSION (LVAD PROTOCOL - HIGH BLEED RISK),0.20253164556962025,16,63,46,0.11,11,89,16,0.09608200942265413
DEXTROSE 5 % IN WATER (D5W) IV SOLP,0.20253164556962025,16,63,25,0.11,11,89,14,0.09608200942265413
CARVEDILOL 6.25 MG PO TABS,0.20253164556962025,16,63,54,0.11,11,89,28,0.09608200942265413
"DOBUTAMINE IN D5W 500 MG/250 ML (2,000 MCG/ML) IV SOLP",0.12658227848101267,10,69,14,0.05,5,95,6,0.10103862279228862
MAGNESIUM CITRATE PO SOLN,0.16455696202531644,13,66,15,0.08,8,92,10,0.10235147499678504
BENZOCAINE-MENTHOL SUGAR FREE MAXIMUM STRENGTH LOZG,0.8354430379746836,66,13,77,0.92,92,8,96,0.10235147499678504
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.21518987341772153,17,62,37,0.12,12,88,23,0.10351969899042579
FLUMAZENIL 0.1 MG/ML IV SOLN,0.08860759493670886,7,72,9,0.03,3,97,3,0.10930366852230454
LACTOBACILLUS RHAMNOSUS GG 15 BILLION CELL PO CPSP,0.08860759493670886,7,72,13,0.03,3,97,5,0.10930366852230454
OSMOLITE 1.5 CONTINUOUS TUBE FEEDING,0.08860759493670886,7,72,41,0.03,3,97,7,0.10930366852230454
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.4050632911392405,32,47,73,0.29,29,71,41,0.11510193078049563
LIDOCAINE 5 % TP PTMD,0.31645569620253167,25,54,41,0.21,21,79,31,0.1224788029977532
PROPOFOL 10 MG/ML IV INFUSION,0.4810126582278481,38,41,91,0.36,36,64,40,0.1265871991889101
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.6582278481012658,52,27,83,0.54,54,46,66,0.12680322910880037
WARFARIN PER PHARMACY PROTOCOL,0.189873417721519,15,64,28,0.1,10,90,15,0.12728008765254437
VASOPRESSIN IN 0.9 % SOD CHLOR 60 UNIT/100 ML (0.6 UNIT/ML) IV SOLN,0.569620253164557,45,34,117,0.45,45,55,57,0.13287151465700242
WARFARIN 2.5 MG PO TABS,0.10126582278481013,8,71,10,0.04,4,96,4,0.13502561585356349
METOPROLOL TARTRATE 100 MG PO TABS,0.012658227848101266,1,78,2,0.06,6,94,16,0.13579108011129676
ENOXAPARIN 30 MG/0.3 ML SC SYRG,0.0759493670886076,6,73,7,0.02,2,98,3,0.14089121973101637
LIDOCAINE HCL 2 % JELLY (URO-JET),0.0759493670886076,6,73,12,0.02,2,98,5,0.14089121973101637
DESMOPRESSIN IVPB,0.0759493670886076,6,73,6,0.02,2,98,2,0.14089121973101637
HYDRALAZINE 25 MG PO TABS,0.1518987341772152,12,67,22,0.08,8,92,18,0.15483818364537438
WARFARIN 2 MG PO TABS,0.11392405063291139,9,70,21,0.05,5,95,9,0.16069119378746627
CEFTRIAXONE 1 GRAM/10 ML IV PUSH (VIAL ONLY),0.05063291139240506,4,75,4,0.01,1,99,1,0.17138289168649973
ASCORBIC ACID (VITAMIN C) 250 MG PO TABS,0.05063291139240506,4,75,8,0.01,1,99,3,0.17138289168649973
ARGATROBAN 50 MG IN 50 ML IV INFUSION (LVAD NORMAL RISK),0.05063291139240506,4,75,9,0.01,1,99,1,0.17138289168649973
LIDOCAINE IN 5 % DEXTROSE (PF) 8 MG/ML (0.8 %) IV SOLP,0.05063291139240506,4,75,4,0.01,1,99,1,0.17138289168649973
VANCOMYCIN 750 MG IN D5W 250 ML IVPB,0.05063291139240506,4,75,4,0.01,1,99,3,0.17138289168649973
ARGATROBAN 10 MG/100 ML IV INFUSION (LVAD HIGH BLEED RISK),0.05063291139240506,4,75,8,0.01,1,99,1,0.17138289168649973
PAPAVERINE 30 MG/ML INJ SOLN,0.05063291139240506,4,75,4,0.01,1,99,1,0.17138289168649973
DEXTROSE-SOD CITRATE-CITRIC AC 2.45-2.2 GRAM- 800 MG/100 ML MISC SOLN (CRRT - RN TITRATION),0.05063291139240506,4,75,6,0.01,1,99,1,0.17138289168649973
ISOSORBIDE DINITRATE 20 MG PO TABS,0.05063291139240506,4,75,10,0.01,1,99,1,0.17138289168649973
HEPARIN IV INFUSION (LVAD PROTOCOL - NORMAL RISK),0.17721518987341772,14,65,22,0.1,10,90,15,0.1844151581356369
WARFARIN 1 MG PO TABS,0.0759493670886076,6,73,23,0.03,3,97,3,0.18573511569757017
BUMETANIDE IVPB,0.0759493670886076,6,73,18,0.03,3,97,5,0.18573511569757017
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (VIAL ONLY),0.0759493670886076,6,73,11,0.03,3,97,5,0.18573511569757017
WARFARIN 4 MG PO TABS,0.12658227848101267,10,69,27,0.06,6,94,12,0.1858484640696506
METOPROLOL TARTRATE 50 MG PO TABS,0.1518987341772152,12,67,37,0.24,24,76,45,0.18873477859366544
POTASSIUM CHLORID-D5-0.45%NACL 20 MEQ/L IV SOLP,0.9746835443037974,77,2,89,1.0,100,0,105,0.19339652250329548
ACETAMINOPHEN 500 MG PO TABS,0.9746835443037974,77,2,198,1.0,100,0,211,0.19339652250329548
LORAZEPAM 2 MG/ML INJ SOLN,0.12658227848101267,10,69,18,0.07,7,93,10,0.2117245179901818
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,0.12658227848101267,10,69,16,0.07,7,93,7,0.2117245179901818
"VANCOMYCIN 1,250 MG IN D5W 250 ML IVPB",0.08860759493670886,7,72,9,0.04,4,96,5,0.2179750315319543
OXYCODONE 10 MG PO TABS,0.0379746835443038,3,76,3,0.09,9,91,9,0.23209890380455234
LISINOPRIL 20 MG PO TABS,0.0379746835443038,3,76,7,0.09,9,91,16,0.23209890380455234
NON-FORMULARY MEDICATION HELP ORDER,0.06329113924050633,5,74,7,0.02,2,98,2,0.24332597045872953
LACTATED RINGERS IV SOLP,0.06329113924050633,5,74,6,0.02,2,98,2,0.24332597045872953
VANCOMYCIN-WATER INJECT (PEG) 1.5 GRAM/300 ML IV PGBK,0.06329113924050633,5,74,8,0.02,2,98,2,0.24332597045872953
TAMSULOSIN 0.4 MG PO CAPS,0.1518987341772152,12,67,30,0.09,9,91,18,0.24473409556397885
PREFERRED ANTIBIOTIC AGENT,0.10126582278481013,8,71,8,0.05,5,95,5,0.24864095832831318
HYDRALAZINE 50 MG PO TABS,0.10126582278481013,8,71,15,0.05,5,95,9,0.24864095832831318
LOSARTAN 50 MG PO TABS,0.10126582278481013,8,71,13,0.05,5,95,13,0.24864095832831318
LABETALOL 5 MG/ML IV INFUSION,0.10126582278481013,8,71,16,0.05,5,95,5,0.24864095832831318
NICARDIPINE IN NACL (ISO-OS) 40 MG/200 ML (0.2 MG/ML) IV PGBK,0.10126582278481013,8,71,15,0.05,5,95,7,0.24864095832831318
HYDROMORPHONE 1 MG/ML INJ SYRG,1.0,79,0,378,0.97,97,3,361,0.2561672211411713
MILRINONE IN 5 % DEXTROSE 20 MG/100 ML (200 MCG/ML) IV PGBK,0.24050632911392406,19,60,29,0.17,17,83,21,0.2642419899180306
SODIUM CHLORIDE 0.9 % IV SOLP,0.4177215189873418,33,46,43,0.33,33,67,37,0.2751135182667665
PROTAMINE 10 MG/ML IV SOLN,0.17721518987341772,14,65,22,0.11,11,89,13,0.2774507428696421
"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",0.8860759493670886,70,9,98,0.94,94,6,108,0.2774898459127625
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.11392405063291139,9,70,11,0.06,6,94,6,0.2774898459127625
APIXABAN 5 MG PO TABS,0.27848101265822783,22,57,65,0.2,20,80,46,0.2865287122486757
AMIODARONE IV INFUSION (CENTRAL LINE) - MIXTURE,0.4936708860759494,39,40,123,0.41,41,59,116,0.2913021997086973
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.5569620253164557,44,35,54,0.47,47,53,48,0.2925204763794257
AMLODIPINE 10 MG PO TABS,0.17721518987341772,14,65,23,0.12,12,88,21,0.2941235377721552
SODIUM PHOSPHATE IVPB,0.17721518987341772,14,65,32,0.12,12,88,13,0.2941235377721552
SUVOREXANT 5 MG PO TABS,0.06329113924050633,5,74,10,0.03,3,97,3,0.30427756475502277
ATROPINE 0.1 MG/ML INJ SYRG,0.06329113924050633,5,74,5,0.03,3,97,3,0.30427756475502277
NORMOSOL-R IV BOLUS - 30 ML/KG,0.06329113924050633,5,74,6,0.03,3,97,3,0.30427756475502277
AMIODARONE 400 MG PO TABS,0.06329113924050633,5,74,6,0.11,11,89,13,0.30578903026124465
LISINOPRIL 5 MG PO TABS,0.06329113924050633,5,74,11,0.11,11,89,22,0.30578903026124465
ATORVASTATIN 20 MG PO TABS,0.12658227848101267,10,69,10,0.19,19,81,24,0.3091554196381678
MELATONIN 10 MG PO TABS,0.0379746835443038,3,76,4,0.01,1,99,1,0.32235573112437216
BUMETANIDE 1 MG PO TABS,0.0379746835443038,3,76,9,0.01,1,99,2,0.32235573112437216
BUPIVACAINE HCL 0.25 % (2.5 MG/ML) INJ SOLN,0.0379746835443038,3,76,3,0.01,1,99,1,0.32235573112437216
FUROSEMIDE 80 MG PO TABS,0.0379746835443038,3,76,5,0.01,1,99,1,0.32235573112437216
D5W WITH SODIUM BICARBONATE 150 MEQ/L  IV INFUSION FOR CONTRAST STUDY,0.0379746835443038,3,76,3,0.01,1,99,1,0.32235573112437216
PHYTONADIONE (VITAMIN K1) 10 MG/ML INJ SOLN,0.0379746835443038,3,76,8,0.01,1,99,1,0.32235573112437216
THIAMINE IVPB,0.0379746835443038,3,76,3,0.01,1,99,1,0.32235573112437216
ACETAMINOPHEN 500 MG/50 ML (10 MG/ML) IV SOLN,0.0379746835443038,3,76,3,0.01,1,99,1,0.32235573112437216
CASPOFUNGIN 50 MG IN NS 100 ML IVPB,0.0379746835443038,3,76,4,0.01,1,99,1,0.32235573112437216
METFORMIN 500 MG PO TABS,0.0379746835443038,3,76,3,0.01,1,99,2,0.32235573112437216
ENOXAPARIN 100 MG/ML SC SYRG,0.0379746835443038,3,76,4,0.01,1,99,3,0.32235573112437216
ALBUTEROL SULFATE 2.5 MG/0.5 ML INH NEBU,0.0379746835443038,3,76,5,0.01,1,99,1,0.32235573112437216
SODIUM GLYCEROPHOSPHATE (GLYCOPHOS) IN NS IVPB,0.0379746835443038,3,76,3,0.01,1,99,1,0.32235573112437216
PEG 3350-ELECTROLYTES 236-22.74-6.74 -5.86 GRAM PO SOLR,0.0379746835443038,3,76,4,0.01,1,99,3,0.32235573112437216
LEVOTHYROXINE 100 MCG PO TABS,0.0379746835443038,3,76,4,0.01,1,99,3,0.32235573112437216
LEVOTHYROXINE 75 MCG PO TABS,0.0379746835443038,3,76,9,0.01,1,99,2,0.32235573112437216
DOXAZOSIN 2 MG PO TABS,0.0379746835443038,3,76,5,0.01,1,99,2,0.32235573112437216
GABAPENTIN 250 MG/5 ML PO SOLN,0.0379746835443038,3,76,7,0.01,1,99,3,0.32235573112437216
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.0379746835443038,3,76,3,0.01,1,99,2,0.32235573112437216
FAMOTIDINE 20 MG PO TABS,0.34177215189873417,27,52,42,0.27,27,73,46,0.32779729059104545
GABAPENTIN 300 MG PO CAPS,0.6329113924050633,50,29,102,0.71,71,29,123,0.3348028076940856
NICARDIPINE IN NACL (ISO-OS) 40 MG/200 ML IV PGBK,0.0759493670886076,6,73,13,0.04,4,96,8,0.34017256789420575
SUGAMMADEX 100 MG/ML IV SOLN,0.0759493670886076,6,73,6,0.04,4,96,5,0.34017256789420575
