med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.3333333333333333,18,36,22,0.5283018867924528,28,25,29,0.05174339615669503
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.2222222222222222,12,42,44,0.07547169811320754,4,49,6,0.05544098376346069
PRO-STAT SUGAR FREE - VANILLA FLAVORED,0.12962962962962962,7,47,20,0.018867924528301886,1,52,1,0.060245022778296346
CEFEPIME 1 GRAM/50 ML NS EXTENDED INFUSION MINIBAG PLUS,0.12962962962962962,7,47,14,0.018867924528301886,1,52,2,0.060245022778296346
"ALBUMIN, HUMAN 5 % 5 % IV SOLP",0.12962962962962962,7,47,36,0.018867924528301886,1,52,1,0.060245022778296346
LIDOCAINE 4%/PHENYLEPHRINE 1% NASAL SYRINGE (FEES KIT),0.12962962962962962,7,47,7,0.018867924528301886,1,52,1,0.060245022778296346
MELATONIN 3 MG PO TABS,0.18518518518518517,10,44,16,0.05660377358490566,3,50,3,0.0728586315001245
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.5925925925925926,32,22,49,0.41509433962264153,22,31,24,0.08280074616025664
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.2037037037037037,11,43,11,0.07547169811320754,4,49,4,0.09261279295756024
ALTEPLASE 2 MG INTRA-CATHET SOLR,0.14814814814814814,8,46,16,0.03773584905660377,2,51,2,0.0929687379408479
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.42592592592592593,23,31,86,0.2641509433962264,14,39,14,0.10417520224587937
HYDROXYZINE HCL 25 MG PO TABS,0.2222222222222222,12,42,22,0.09433962264150944,5,48,9,0.11103708099289654
HYDRALAZINE 25 MG PO TABS,0.1111111111111111,6,48,16,0.018867924528301886,1,52,2,0.11273931585155614
DEXTROSE 10 % IN WATER (D10W) 10 % IV SOLP,0.1111111111111111,6,48,9,0.018867924528301886,1,52,1,0.11273931585155614
"NYSTATIN 100,000 UNIT/ML PO SUSP",0.1111111111111111,6,48,11,0.018867924528301886,1,52,1,0.11273931585155614
SODIUM POLYSTYRENE SULFONATE PO POWD,0.1111111111111111,6,48,17,0.018867924528301886,1,52,2,0.11273931585155614
CALCIUM CHLORIDE 1 GRAM (13.6 MEQ)/50 ML NS IVPB,0.1111111111111111,6,48,25,0.018867924528301886,1,52,3,0.11273931585155614
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.3148148148148148,17,37,44,0.16981132075471697,9,44,14,0.11414659390622528
FAMOTIDINE 20 MG PO TABS,0.16666666666666666,9,45,13,0.05660377358490566,3,50,3,0.1231163699089283
AMLODIPINE 10 MG PO TABS,0.05555555555555555,3,51,5,0.1509433962264151,8,45,8,0.1231163699089283
NS IV BOLUS - 500 ML,0.24074074074074073,13,41,25,0.11320754716981132,6,47,8,0.1280010183526475
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.35185185185185186,19,35,19,0.20754716981132076,11,42,11,0.1319047718754552
NS IV BOLUS - 1000 ML,0.18518518518518517,10,44,16,0.07547169811320754,4,49,5,0.15022909720841457
HYDROMORPHONE 1 MG/ML IV PCA,0.18518518518518517,10,44,13,0.07547169811320754,4,49,4,0.15022909720841457
LABETALOL 5 MG/ML IV SOLN,0.42592592592592593,23,31,54,0.2830188679245283,15,38,16,0.15798191210414733
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.12962962962962962,7,47,31,0.03773584905660377,2,51,2,0.1610340654789551
POTASSIUM CHLORIDE IN 0.9%NACL 20 MEQ/L IV SOLP,0.2962962962962963,16,38,18,0.4339622641509434,23,30,26,0.1626925420669281
BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.2962962962962963,16,38,21,0.4339622641509434,23,30,23,0.1626925420669281
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.2037037037037037,11,43,13,0.09433962264150944,5,48,5,0.17439077318457924
FLUMAZENIL 0.1 MG/ML IV SOLN,0.42592592592592593,23,31,35,0.5660377358490566,30,23,32,0.177679992436367
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.14814814814814814,8,46,8,0.05660377358490566,3,50,3,0.20178065611401252
BUTALBITAL-ACETAMINOPHEN-CAFF 50-325-40 MG PO TABS,0.14814814814814814,8,46,17,0.05660377358490566,3,50,5,0.20178065611401252
IBUPROFEN 600 MG PO TABS,0.018518518518518517,1,53,2,0.07547169811320754,4,49,7,0.2054843351005224
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN (RT PANEL),0.09259259259259259,5,49,7,0.018867924528301886,1,52,2,0.2054843351005224
LIDOCAINE HCL 2 % JELLY (URO-JET),0.09259259259259259,5,49,7,0.018867924528301886,1,52,1,0.2054843351005224
HEPARIN IV INFUSION (LVAD PROTOCOL - NORMAL RISK),0.09259259259259259,5,49,16,0.018867924528301886,1,52,5,0.2054843351005224
LEVOTHYROXINE 50 MCG PO TABS,0.09259259259259259,5,49,8,0.018867924528301886,1,52,2,0.2054843351005224
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.09259259259259259,5,49,7,0.018867924528301886,1,52,1,0.2054843351005224
DEXTROSE 5 %-LACTATED RINGERS IV SOLP,0.09259259259259259,5,49,7,0.018867924528301886,1,52,2,0.2054843351005224
"ALBUMIN, HUMAN 25 % 25 % IV SOLP",0.09259259259259259,5,49,17,0.018867924528301886,1,52,1,0.2054843351005224
CARVEDILOL 12.5 MG PO TABS,0.09259259259259259,5,49,11,0.018867924528301886,1,52,2,0.2054843351005224
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.09259259259259259,5,49,9,0.018867924528301886,1,52,1,0.2054843351005224
BENZOCAINE-MENTHOL SUGAR FREE MAXIMUM STRENGTH LOZG,0.09259259259259259,5,49,6,0.018867924528301886,1,52,1,0.2054843351005224
SODIUM CHLORIDE 0.9 % IV SOLP,0.37037037037037035,20,34,32,0.24528301886792453,13,40,17,0.20977049294599975
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.37037037037037035,20,34,42,0.24528301886792453,13,40,17,0.20977049294599975
FLUORESCEIN 1 MG OPHT STRP,0.25925925925925924,14,40,15,0.37735849056603776,20,33,21,0.21710567014942328
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.037037037037037035,2,52,3,0.09433962264150944,5,48,5,0.2702221950713355
FERROUS SULFATE 325 MG (65 MG IRON) PO TABS,0.1111111111111111,6,48,10,0.03773584905660377,2,51,2,0.2702221950713355
HYDROCORTISONE SOD SUCC (PF) 100 MG/2 ML INJ SOLR,0.2037037037037037,11,43,47,0.11320754716981132,6,47,10,0.2905392088693308
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.2037037037037037,11,43,13,0.11320754716981132,6,47,7,0.2905392088693308
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.2222222222222222,12,42,25,0.1320754716981132,7,46,19,0.3121809096870862
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.12962962962962962,7,47,8,0.05660377358490566,3,50,3,0.3198531630678719
KETOROLAC 15 MG/ML INJ SOLN,0.12962962962962962,7,47,17,0.05660377358490566,3,50,4,0.3198531630678719
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,0.8703703703703703,47,7,146,0.9433962264150944,50,3,103,0.3198531630678719
ATORVASTATIN 10 MG PO TABS,0.05555555555555555,3,51,4,0.11320754716981132,6,47,7,0.319853163067872
GABAPENTIN 300 MG PO CAPS,0.24074074074074073,13,41,30,0.1509433962264151,8,45,18,0.3309704568239883
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.14814814814814814,8,46,48,0.07547169811320754,4,49,8,0.359109228524181
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8148148148148148,44,10,118,0.7358490566037735,39,14,52,0.36171542060349515
"CALCIUM CARBONATE-VITAMIN D3 500 MG(1,250MG) -200 UNIT PO TABS",0.07407407407407407,4,50,9,0.018867924528301886,1,52,2,0.36315086782376504
WARFARIN PER PHARMACY PROTOCOL,0.07407407407407407,4,50,9,0.018867924528301886,1,52,1,0.36315086782376504
ALUM-MAG HYDROXIDE-SIMETH 400-400-40 MG/5 ML PO SUSP,0.018518518518518517,1,53,1,0.05660377358490566,3,50,3,0.36315086782376504
LIDOCAINE (PF) 20 MG/ML (2 %) INJ SOLN,0.07407407407407407,4,50,6,0.018867924528301886,1,52,8,0.36315086782376504
SODIUM CHLORIDE 3 % INH NEBU,0.07407407407407407,4,50,10,0.018867924528301886,1,52,5,0.36315086782376504
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.018518518518518517,1,53,1,0.05660377358490566,3,50,3,0.36315086782376504
LR IV BOLUS - 250 ML,0.018518518518518517,1,53,2,0.05660377358490566,3,50,3,0.36315086782376504
SIMETHICONE 80 MG PO CHEW,0.07407407407407407,4,50,9,0.018867924528301886,1,52,1,0.36315086782376504
PROCHLORPERAZINE MALEATE 5 MG PO TABS,0.07407407407407407,4,50,5,0.018867924528301886,1,52,1,0.36315086782376504
METOCLOPRAMIDE HCL 5 MG PO TABS,0.07407407407407407,4,50,9,0.018867924528301886,1,52,1,0.36315086782376504
GLYCOPYRROLATE 0.2 MG/ML INJ SOLN,0.07407407407407407,4,50,7,0.018867924528301886,1,52,1,0.36315086782376504
MULTIVIT-MIN-FERROUS GLUCONATE 9 MG IRON/15 ML PO LIQD,0.07407407407407407,4,50,7,0.018867924528301886,1,52,2,0.36315086782376504
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.16666666666666666,9,45,14,0.09433962264150944,5,48,6,0.3909372127453169
MELATONIN 5 MG PO TABS,0.35185185185185186,19,35,33,0.2641509433962264,14,39,15,0.40362874760790546
EPINEPHRINE 1 MG/ML INJ SOLN,0.25925925925925924,14,40,15,0.33962264150943394,18,35,19,0.4036287476079056
LIDOCAINE HCL 10 MG/ML (1 %) INJ SOLN,0.18518518518518517,10,44,12,0.11320754716981132,6,47,7,0.4172465932526962
DESMOPRESSIN 0.1 MG PO TABS,0.1111111111111111,6,48,19,0.16981132075471697,9,44,25,0.4172465932526963
POTASSIUM CHLORIDE-D5-0.9%NACL 20 MEQ/L IV SOLP,0.037037037037037035,2,52,2,0.07547169811320754,4,49,4,0.43734688322293797
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.037037037037037035,2,52,3,0.07547169811320754,4,49,4,0.43734688322293797
IBUPROFEN 400 MG PO TABS,0.037037037037037035,2,52,4,0.07547169811320754,4,49,4,0.43734688322293797
PREDNISONE 5 MG PO TABS,0.09259259259259259,5,49,9,0.03773584905660377,2,51,7,0.43734688322293813
LR IV BOLUS - 1000 ML,0.09259259259259259,5,49,8,0.03773584905660377,2,51,2,0.43734688322293813
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.09259259259259259,5,49,6,0.03773584905660377,2,51,2,0.43734688322293813
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.09259259259259259,5,49,6,0.03773584905660377,2,51,2,0.43734688322293813
TRAZODONE 50 MG PO TABS,0.09259259259259259,5,49,9,0.03773584905660377,2,51,5,0.43734688322293813
PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.14814814814814814,8,46,8,0.20754716981132076,11,42,11,0.45807621686773714
PANTOPRAZOLE 40 MG PO TBEC,0.24074074074074073,13,41,28,0.16981132075471697,9,44,11,0.4741470600916595
FUROSEMIDE 40 MG PO TABS,0.1111111111111111,6,48,8,0.05660377358490566,3,50,4,0.48859845425609616
DIPHENHYDRAMINE HCL 50 MG/ML INJ SOLN,0.1111111111111111,6,48,12,0.05660377358490566,3,50,5,0.48859845425609616
BUPIVACAINE 0.25 % (2.5 MG/ML) INJ SOLN,0.05555555555555555,3,51,3,0.09433962264150944,5,48,5,0.4885984542560964
D5 %-0.45 % SODIUM CHLORIDE IV SOLP,0.12962962962962962,7,47,9,0.07547169811320754,4,49,7,0.5264800502371261
"VANCOMYCIN 1,000 MG IV SOLR",0.07407407407407407,4,50,5,0.11320754716981132,6,47,6,0.5264800502371261
SODIUM CHLORIDE 0.65 % NASAL SPRA,0.3333333333333333,18,36,40,0.39622641509433965,21,32,48,0.5502628110565129
PREFERRED ANTIBIOTIC AGENT,0.35185185185185186,19,35,20,0.41509433962264153,22,31,22,0.5540115554804352
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.14814814814814814,8,46,9,0.09433962264150944,5,48,6,0.5557699440368915
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.14814814814814814,8,46,9,0.09433962264150944,5,48,6,0.5557699440368915
ASPIRIN 81 MG PO TBEC,0.14814814814814814,8,46,16,0.09433962264150944,5,48,8,0.5557699440368915
HYDROCORTISONE 10 MG PO TABS,0.09259259259259259,5,49,15,0.1320754716981132,7,46,21,0.5557699440368915
HYDRALAZINE 20 MG/ML INJ SOLN,0.3888888888888889,21,33,40,0.4528301886792453,24,29,30,0.5596006625184706
NORMOSOL-R IV BOLUS - 30 ML/KG,0.05555555555555555,3,51,3,0.018867924528301886,1,52,1,0.6178905206942591
SODIUM CHLORIDE 0.45 % 0.45 % IV SOLP,0.05555555555555555,3,51,3,0.018867924528301886,1,52,1,0.6178905206942591
IPRATROPIUM BROMIDE 0.02 % INH SOLN,0.018518518518518517,1,53,4,0.03773584905660377,2,51,2,0.6178905206942591
THIAMINE HCL (VITAMIN B1) 100 MG/ML INJ SOLN,0.018518518518518517,1,53,2,0.03773584905660377,2,51,2,0.6178905206942591
HEPARIN 1000 UNIT/ML + NITROGLYCERIN 100 MCG/ML + VERAPAMIL 2.5 MG/ML (SHC OR),0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
FAMOTIDINE 40 MG/5 ML (8 MG/ML) PO SUSP,0.05555555555555555,3,51,4,0.018867924528301886,1,52,3,0.6178905206942591
CARVEDILOL 3.125 MG PO TABS,0.018518518518518517,1,53,1,0.03773584905660377,2,51,3,0.6178905206942591
OCTREOTIDE ACETATE 100 MCG/ML INJ SOLN,0.05555555555555555,3,51,3,0.018867924528301886,1,52,1,0.6178905206942591
MIRTAZAPINE 15 MG PO TABS,0.018518518518518517,1,53,8,0.03773584905660377,2,51,2,0.6178905206942591
"LEVETIRACETAM IN NACL (ISO-OS) 1,000 MG/100 ML IV PGBK",0.05555555555555555,3,51,9,0.018867924528301886,1,52,2,0.6178905206942591
"LEVETIRACETAM IVPB (>1500 MG, <3750 MG)",0.05555555555555555,3,51,6,0.018867924528301886,1,52,1,0.6178905206942591
THERAPEUTIC MULTIVITAMIN & MINERALS (GENERIC) PO TABS,0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
NON-FORMULARY MEDICATION HELP ORDER,0.05555555555555555,3,51,3,0.018867924528301886,1,52,1,0.6178905206942591
CARVEDILOL 25 MG PO TABS,0.05555555555555555,3,51,14,0.018867924528301886,1,52,2,0.6178905206942591
IODIXANOL 320 MG IODINE/ML IV SOLN + PLUSPAK (RADIOLOGY) 200 ML,0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
METRONIDAZOLE 500 MG PO TABS,0.05555555555555555,3,51,8,0.018867924528301886,1,52,1,0.6178905206942591
MYCOPHENOLATE MOFETIL 500 MG PO TABS,0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
METOPROLOL SUCCINATE 100 MG PO TB24,0.05555555555555555,3,51,3,0.018867924528301886,1,52,1,0.6178905206942591
OXYCODONE 10 MG PO TABS,0.018518518518518517,1,53,1,0.03773584905660377,2,51,3,0.6178905206942591
PROMETHAZINE 25 MG PR SUPP,0.018518518518518517,1,53,3,0.03773584905660377,2,51,2,0.6178905206942591
APIXABAN 5 MG PO TABS,0.05555555555555555,3,51,8,0.018867924528301886,1,52,5,0.6178905206942591
CLONIDINE HCL 0.1 MG PO TABS,0.05555555555555555,3,51,7,0.018867924528301886,1,52,1,0.6178905206942591
"DIPHTH,PERTUS(ACELL),TETANUS 2.5-8-5 LF-MCG-LF/0.5ML IM INJ",0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
ATOVAQUONE 750 MG/5 ML PO SUSP,0.05555555555555555,3,51,5,0.018867924528301886,1,52,1,0.6178905206942591
GADOBUTROL 1 MMOL/ML IV SOLUTION (RADIOLOGY) 7.5 ML,0.018518518518518517,1,53,1,0.03773584905660377,2,51,2,0.6178905206942591
CIPROFLOXACIN IN 5 % DEXTROSE 400 MG/200 ML IV PGBK,0.05555555555555555,3,51,4,0.018867924528301886,1,52,2,0.6178905206942591
WARFARIN 5 MG PO TABS,0.05555555555555555,3,51,8,0.018867924528301886,1,52,1,0.6178905206942591
ENTECAVIR 0.5 MG PO TABS,0.018518518518518517,1,53,4,0.03773584905660377,2,51,6,0.6178905206942591
PEG 3350-ELECTROLYTES 236-22.74-6.74 -5.86 GRAM PO SOLR,0.05555555555555555,3,51,7,0.018867924528301886,1,52,3,0.6178905206942591
"HEPARIN IV REBOLUS (DVT/PE PROTOCOL, HAL < 0.3)",0.05555555555555555,3,51,7,0.018867924528301886,1,52,1,0.6178905206942591
TRAMADOL 50 MG PO TABS,0.05555555555555555,3,51,5,0.018867924528301886,1,52,5,0.6178905206942591
HEPARIN IV INFUSION (DVT/PE PROTOCOL),0.05555555555555555,3,51,7,0.018867924528301886,1,52,1,0.6178905206942591
LIDOCAINE 5 % TP PTMD,0.2222222222222222,12,42,26,0.16981132075471697,9,44,20,0.6275505635927359
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.24074074074074073,13,41,23,0.18867924528301888,10,43,15,0.6389666382718856
LACTULOSE 20 GRAM/30 ML PO SOLN,0.24074074074074073,13,41,37,0.2830188679245283,15,38,15,0.6645668159502571
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.07407407407407407,4,50,6,0.03773584905660377,2,51,2,0.6784839332702504
MIDODRINE 5 MG PO TABS,0.07407407407407407,4,50,14,0.03773584905660377,2,51,7,0.6784839332702504
PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,0.037037037037037035,2,52,3,0.05660377358490566,3,50,5,0.6784839332702504
ATORVASTATIN 20 MG PO TABS,0.07407407407407407,4,50,8,0.03773584905660377,2,51,2,0.6784839332702504
POTASSIUM CHLORIDE 10 MEQ PO TBTQ,0.07407407407407407,4,50,5,0.03773584905660377,2,51,2,0.6784839332702504
NARCAN 4 MG/ACTUATION NASAL SPRY,0.07407407407407407,4,50,6,0.03773584905660377,2,51,2,0.6784839332702504
CARVEDILOL 6.25 MG PO TABS,0.07407407407407407,4,50,12,0.03773584905660377,2,51,4,0.6784839332702504
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.07407407407407407,4,50,6,0.03773584905660377,2,51,2,0.6784839332702504
AMOXICILLIN-POT CLAVULANATE 875-125 MG PO TABS,0.07407407407407407,4,50,11,0.03773584905660377,2,51,5,0.6784839332702504
NITROGLYCERIN 0.4 MG SL SUBL,0.037037037037037035,2,52,4,0.05660377358490566,3,50,6,0.6784839332702504
CIPROFLOXACIN HCL 500 MG PO TABS,0.07407407407407407,4,50,9,0.03773584905660377,2,51,2,0.6784839332702504
HYDROCORTISONE 5 MG PO TABS,0.037037037037037035,2,52,4,0.05660377358490566,3,50,6,0.6784839332702504
