med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,0.6415094339622641,34,19,41,0.7843137254901961,40,11,44,0.1319910032534521
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.1320754716981132,7,46,7,0.0392156862745098,2,49,2,0.1610554359409517
PHYSIOSOL + BACITRACIN MIXTURE (SHC OR),0.660377358490566,35,18,36,0.7843137254901961,40,11,41,0.19231511711440835
CYCLOBENZAPRINE 5 MG PO TABS,0.018867924528301886,1,52,2,0.0784313725490196,4,47,9,0.20077141209266555
LISINOPRIL 10 MG PO TABS,0.018867924528301886,1,52,1,0.0784313725490196,4,47,5,0.20077141209266555
MELATONIN 3 MG PO TABS,0.1509433962264151,8,45,12,0.058823529411764705,3,48,3,0.2018097684476738
METOPROLOL SUCCINATE 25 MG PO TB24,0.09433962264150944,5,48,5,0.0196078431372549,1,50,1,0.20549943343848945
POVIDONE-IODINE 10 % TP SWAB,0.09433962264150944,5,48,9,0.0196078431372549,1,50,1,0.20549943343848945
ASPIRIN 81 MG PO CHEW,0.09433962264150944,5,48,7,0.0196078431372549,1,50,1,0.20549943343848945
GLUCOSE 4 GRAM PO CHEW,0.2641509433962264,14,39,21,0.1568627450980392,8,43,10,0.23191896464234535
SENNOSIDES 8.6 MG PO TABS,0.5471698113207547,29,24,62,0.6666666666666666,34,17,72,0.23419695807869217
NS IV BOLUS - 1000 ML,0.16981132075471697,9,44,32,0.0784313725490196,4,47,6,0.2362332239015787
ACETAMINOPHEN 500 MG PO TABS,0.16981132075471697,9,44,16,0.27450980392156865,14,37,15,0.24101684058787257
MAGNESIUM HYDROXIDE 400 MG/5 ML PO SUSP,0.49056603773584906,26,27,35,0.6078431372549019,31,20,31,0.24434522918770174
BISACODYL 10 MG PR SUPP,0.49056603773584906,26,27,33,0.6078431372549019,31,20,34,0.24434522918770174
NARCAN 4 MG/ACTUATION NASAL SPRY,0.03773584905660377,2,51,2,0.09803921568627451,5,46,7,0.2651303965347992
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.11320754716981132,6,47,6,0.0392156862745098,2,49,2,0.2702441798578817
METFORMIN 500 MG PO TABS,0.11320754716981132,6,47,9,0.0392156862745098,2,49,2,0.2702441798578817
METOCLOPRAMIDE HCL 10 MG PO TABS,0.41509433962264153,22,31,24,0.3137254901960784,16,35,17,0.3139005748599889
ONDANSETRON 8 MG PO TBDL,0.1320754716981132,7,46,9,0.058823529411764705,3,48,5,0.3198817706128324
ATORVASTATIN 10 MG PO TABS,0.1320754716981132,7,46,7,0.058823529411764705,3,48,3,0.3198817706128324
PANTOPRAZOLE 40 MG PO TBEC,0.1320754716981132,7,46,7,0.058823529411764705,3,48,3,0.3198817706128324
MIDODRINE 5 MG PO TABS,0.07547169811320754,4,49,12,0.13725490196078433,7,44,15,0.3538054428767027
DIAZEPAM 5 MG PO TABS,0.018867924528301886,1,52,1,0.058823529411764705,3,48,5,0.35806978756128033
FLUTICASONE PROPIONATE 50 MCG/ACTUATION NASAL SPSN,0.018867924528301886,1,52,1,0.058823529411764705,3,48,4,0.35806978756128033
LORAZEPAM 0.5 MG PO TABS,0.018867924528301886,1,52,1,0.058823529411764705,3,48,3,0.35806978756128033
CARBIDOPA-LEVODOPA 25-100 MG PO TABS,0.018867924528301886,1,52,3,0.058823529411764705,3,48,11,0.35806978756128033
FLUMAZENIL 0.1 MG/ML IV SOLN,0.9811320754716981,52,1,55,0.9411764705882353,48,3,50,0.3580697875612804
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN (WRAPPER RECORD),0.9245283018867925,49,4,148,0.9803921568627451,50,1,155,0.3631644717869845
DEXTROSE 50 % IN WATER (D50W) IV SYRG,0.6792452830188679,36,17,57,0.7647058823529411,39,12,46,0.38549083508787674
HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,0.8301886792452831,44,9,54,0.9019607843137255,46,5,49,0.3909788901961537
HEPARIN + NS MIXTURE (SHC OR),0.11320754716981132,6,47,6,0.17647058823529413,9,42,9,0.4119012515063699
"LIDOCAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.33962264150943394,18,35,18,0.43137254901960786,22,29,22,0.42070487878719875
GABAPENTIN 300 MG PO CAPS,0.09433962264150944,5,48,7,0.0392156862745098,2,49,2,0.43736545984695563
DEXAMETHASONE 4 MG PO TABS,0.16981132075471697,9,44,12,0.23529411764705882,12,39,16,0.4687420559686886
HALOPERIDOL 1 MG PO TABS,0.18867924528301888,10,43,10,0.2549019607843137,13,38,13,0.4825781644026204
METOPROLOL TARTRATE 25 MG PO TABS,0.05660377358490566,3,50,4,0.09803921568627451,5,46,6,0.4838866831333319
FLUDROCORTISONE 0.1 MG PO TABS,0.05660377358490566,3,50,8,0.09803921568627451,5,46,11,0.4838866831333319
MELATONIN 5 MG PO TABS,0.05660377358490566,3,50,5,0.09803921568627451,5,46,5,0.4838866831333319
DEXAMETHASONE 1.5 MG PO TABS,0.11320754716981132,6,47,9,0.058823529411764705,3,48,5,0.48862166769174153
PATCH CHECK,0.2641509433962264,14,39,17,0.3333333333333333,17,34,17,0.5219575076224833
SCOPOLAMINE BASE 1 MG OVER 3 DAYS TD PT3D,0.2641509433962264,14,39,20,0.3333333333333333,17,34,22,0.5219575076224833
LABETALOL 5 MG/ML IV SOLN,0.2830188679245283,15,38,21,0.35294117647058826,18,33,21,0.5288117283848678
OXYCODONE 5 MG PO TABS,0.6226415094339622,33,20,108,0.6862745098039216,35,16,116,0.5407566644377073
BACITRACIN ZINC 500 UNIT/GRAM TP OINT,0.6226415094339622,33,20,33,0.6862745098039216,35,16,35,0.5407566644377073
DOCUSATE SODIUM 100 MG PO CAPS,0.4528301886792453,24,29,46,0.39215686274509803,20,31,36,0.5573110717480866
CEFAZOLIN IN NS IVPB (COMPOUNDED),0.11320754716981132,6,47,6,0.1568627450980392,8,43,8,0.5748233076261601
"ACETAMINOPHEN 1,000 MG/100 ML (10 MG/ML) IV SOLN",0.18867924528301888,10,43,15,0.13725490196078433,7,44,8,0.5982986910277361
IOHEXOL 240 MG IODINE/ML IV SOLN (RADIOLOGY),0.018867924528301886,1,52,1,0.0392156862745098,2,49,2,0.6140776699029126
METOPROLOL TARTRATE 50 MG PO TABS,0.018867924528301886,1,52,2,0.0392156862745098,2,49,2,0.6140776699029126
LIDOCAINE 4 % TP CREA,0.018867924528301886,1,52,2,0.0392156862745098,2,49,3,0.6140776699029126
TRAZODONE 50 MG PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,3,0.6140776699029126
LORAZEPAM 1 MG PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,2,0.6140776699029126
LOSARTAN 25 MG PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,4,0.6140776699029126
INSULIN GLARGINE 100 UNIT/ML SC SOLN,0.018867924528301886,1,52,1,0.0392156862745098,2,49,2,0.6140776699029126
KETOROLAC 30 MG/ML (1 ML) INJ SOLN,0.018867924528301886,1,52,2,0.0392156862745098,2,49,2,0.6140776699029126
HYDRALAZINE 10 MG PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,4,0.6140776699029126
CYCLOBENZAPRINE 10 MG PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,2,0.6140776699029126
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DROP,0.018867924528301886,1,52,1,0.0392156862745098,2,49,4,0.6140776699029126
DIAZEPAM 5 MG/ML INJ SYRG,0.018867924528301886,1,52,1,0.0392156862745098,2,49,4,0.6140776699029126
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,2,0.6140776699029126
SODIUM CHLORIDE 1 GRAM PO TABS,0.018867924528301886,1,52,1,0.0392156862745098,2,49,3,0.6140776699029126
ERYTHROMYCIN 5 MG/GRAM (0.5 %) OPHT OINT,0.018867924528301886,1,52,2,0.0392156862745098,2,49,3,0.6140776699029126
ONDANSETRON HCL 4 MG PO TABS,0.05660377358490566,3,50,3,0.0196078431372549,1,50,1,0.6178986830721906
LEVOTHYROXINE 100 MCG PO TABS,0.05660377358490566,3,50,3,0.0196078431372549,1,50,2,0.6178986830721906
IOPAMIDOL 76 % IV SOLN (RADIOLOGY) 500 ML,0.05660377358490566,3,50,4,0.0196078431372549,1,50,1,0.6178986830721906
ASPIRIN 81 MG PO TBEC,0.22641509433962265,12,41,21,0.17647058823529413,9,42,16,0.6276022200392475
DEXAMETHASONE 2 MG PO TABS,0.2641509433962264,14,39,20,0.21568627450980393,11,40,18,0.6488314088441287
DIAZEPAM 2 MG PO TABS,0.03773584905660377,2,51,2,0.058823529411764705,3,48,4,0.6752138806113621
TRAMADOL 50 MG PO TABS,0.03773584905660377,2,51,2,0.058823529411764705,3,48,4,0.6752138806113621
ACETAMINOPHEN-CODEINE 300-30 MG PO TABS,0.03773584905660377,2,51,3,0.058823529411764705,3,48,5,0.6752138806113621
MISCELLANEOUS MEDICATION HELP ORDER,0.03773584905660377,2,51,2,0.058823529411764705,3,48,3,0.6752138806113621
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.07547169811320754,4,49,4,0.0392156862745098,2,49,2,0.6784945484839746
"CALCIUM GLUC IN NACL, ISO-OSM 1 GRAM/50 ML IV SOLN",0.07547169811320754,4,49,4,0.0392156862745098,2,49,2,0.6784945484839746
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (BEDTIME),0.07547169811320754,4,49,4,0.0392156862745098,2,49,2,0.6784945484839746
INSULIN LISPRO 100 UNIT/ML SC AGGRESSIVE SCALE FEEDING (MEALS),0.07547169811320754,4,49,4,0.0392156862745098,2,49,2,0.6784945484839746
SODIUM CHLORIDE 0.65 % NASAL SPRA,0.05660377358490566,3,50,6,0.0784313725490196,4,47,9,0.712941561146406
LABETALOL 5 MG/ML IV INFUSION,0.09433962264150944,5,48,5,0.058823529411764705,3,48,3,0.715900926495412
LISINOPRIL 20 MG PO TABS,0.07547169811320754,4,49,4,0.09803921568627451,5,46,6,0.7389839762176597
GRANISETRON HCL 1 MG/ML (1 ML) IV SOLN,0.11320754716981132,6,47,8,0.0784313725490196,4,47,5,0.7417315133101055
HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,0.8867924528301887,47,6,95,0.9215686274509803,47,4,95,0.7417315133101055
AMLODIPINE 5 MG PO TABS,0.11320754716981132,6,47,6,0.0784313725490196,4,47,5,0.7417315133101055
METOCLOPRAMIDE HCL 5 MG PO TABS,0.11320754716981132,6,47,7,0.0784313725490196,4,47,5,0.7417315133101055
BUPIVACAINE 0.5%+ LIDOCAINE W/EPINEPHRINE MIXTURE (SHC OR),0.09433962264150944,5,48,5,0.11764705882352941,6,45,6,0.7582167358647796
ATORVASTATIN 20 MG PO TABS,0.09433962264150944,5,48,5,0.11764705882352941,6,45,6,0.7582167358647796
LORAZEPAM 2 MG/ML INJ SOLN,0.09433962264150944,5,48,10,0.11764705882352941,6,45,7,0.7582167358647796
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.09433962264150944,5,48,8,0.11764705882352941,6,45,8,0.7582167358647796
ELECTROLYTE-R (PH 7.4) IV SOLP,0.8679245283018868,46,7,83,0.9019607843137255,46,5,88,0.7608165559092444
ATORVASTATIN 40 MG PO TABS,0.1320754716981132,7,46,7,0.1568627450980392,8,43,9,0.7849179488724709
PHENYLEPHRINE HCL IN 0.9% NACL 40 MG/250 ML (160 MCG/ML) IV SOLN,0.18867924528301888,10,43,10,0.1568627450980392,8,43,8,0.7969456549474059
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.2641509433962264,14,39,17,0.29411764705882354,15,36,17,0.8279087519499302
HYDRALAZINE 20 MG/ML INJ SOLN (24 HOUR STOP TIME),0.2641509433962264,14,39,26,0.29411764705882354,15,36,20,0.8279087519499302
METOCLOPRAMIDE HCL 5 MG/ML INJ SOLN,0.6226415094339622,33,20,40,0.6470588235294118,33,18,39,0.8405433587756272
"VANCOMYCIN 1,000 MG IV SOLR",0.4528301886792453,24,29,24,0.49019607843137253,25,26,26,0.8443732804395716
DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML INJ SOLN,0.5660377358490566,30,23,77,0.5882352941176471,30,21,45,0.844956355310541
PYRIDOSTIGMINE BROMIDE 60 MG PO TABS,0.018867924528301886,1,52,2,0.0196078431372549,1,50,1,1.0
POVIDONE-IODINE 5 % OPHT SOLN,0.05660377358490566,3,50,3,0.0392156862745098,2,49,2,1.0
SERTRALINE 100 MG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
POTASSIUM CHLORIDE 10 MEQ PO CPSR,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
NS IV BOLUS - 250 ML,0.018867924528301886,1,52,1,0.0196078431372549,1,50,2,1.0
POTASSIUM CHLORIDE 20 MEQ PO TBTQ,0.05660377358490566,3,50,3,0.0392156862745098,2,49,2,1.0
OXYCODONE 10 MG PO TABS,0.05660377358490566,3,50,4,0.0392156862745098,2,49,5,1.0
MECLIZINE 12.5 MG PO TABS,0.03773584905660377,2,51,3,0.0196078431372549,1,50,4,1.0
NITROGLYCERIN 0.4 MG SL SUBL,0.018867924528301886,1,52,1,0.0196078431372549,1,50,2,1.0
NICARDIPINE 25 MG/10 ML IV SOLN,0.18867924528301888,10,43,10,0.17647058823529413,9,42,9,1.0
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
"SODIUM CHLORIDE 1,000 MG MISC TBSO",0.03773584905660377,2,51,6,0.0196078431372549,1,50,1,1.0
METHYLPREDNISOLONE 4 MG PO DSPK,0.03773584905660377,2,51,20,0.0196078431372549,1,50,12,1.0
NALOXONE 0.4 MG/ML INJ SOLN,1.0,53,0,91,1.0,51,0,85,1.0
ONDANSETRON 4 MG PO TBDL,0.9811320754716981,52,1,111,0.9803921568627451,50,1,115,1.0
PNEUMOVAX 23 25 MCG/0.5 ML INJ (WRAPPER RECORD),0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.05660377358490566,3,50,10,0.0392156862745098,2,49,3,1.0
SODIUM CHLORIDE 3 % 3 % IV SOLP,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
METOPROLOL SUCCINATE 50 MG PO TB24,0.03773584905660377,2,51,2,0.0196078431372549,1,50,2,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,53,0,100,1.0,51,0,93,1.0
PHYSIOLOGICAL IRRIG SOLN NO.1 140-5-3-98 MEQ/L IRRIG SOLN,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
THERAPEUTIC MULTIVITAMIN (GENERIC) PO TABS,0.05660377358490566,3,50,6,0.058823529411764705,3,48,3,1.0
POLYETHYLENE GLYCOL 3350 17 GRAM PO PWPK,1.0,53,0,132,1.0,51,0,134,1.0
INSULIN NPH ISOPH U-100 HUMAN 100 UNIT/ML SC SUSP,0.03773584905660377,2,51,9,0.0196078431372549,1,50,5,1.0
LORATADINE 10 MG PO TABS,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
FLU VACC QS2019-20 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
FINASTERIDE 5 MG PO TABS,0.03773584905660377,2,51,4,0.0392156862745098,2,49,2,1.0
FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,0.03773584905660377,2,51,3,0.0196078431372549,1,50,1,1.0
FAMOTIDINE 20 MG PO TABS,0.4528301886792453,24,29,38,0.45098039215686275,23,28,39,1.0
EPINEPHRINE 1 MG/ML INJ SOLN,0.05660377358490566,3,50,3,0.058823529411764705,3,48,3,1.0
ENOXAPARIN 40 MG/0.4 ML SC SYRG,0.018867924528301886,1,52,2,0.0196078431372549,1,50,2,1.0
DEXAMETHASONE 1 MG PO TABS,0.3018867924528302,16,37,38,0.3137254901960784,16,35,29,1.0
DESVENLAFAXINE SUCCINATE 100 MG PO TB24,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
CITALOPRAM 20 MG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,2,1.0
CETIRIZINE 10 MG PO TABS,0.03773584905660377,2,51,3,0.0392156862745098,2,49,2,1.0
CEFTRIAXONE 2 GRAM/20 ML IV PUSH (VIAL ONLY),0.07547169811320754,4,49,4,0.058823529411764705,3,48,5,1.0
CEFTRIAXONE 1 GRAM/10 ML IV PUSH (VIAL ONLY),0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.3018867924528302,16,37,20,0.3137254901960784,16,35,18,1.0
CEFAZOLIN IN DEXTROSE (ISO-OS) 2 GRAM/100 ML IV PGBK,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
FLU VACC QS2020-21 6MOS UP(PF) 60 MCG (15 MCG X 4)/0.5 ML IM SYRG,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
CEFAZOLIN IN DEXTROSE (ISO-OS) 1 GRAM/50 ML IV PGBK,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
CARVEDILOL 25 MG PO TABS,0.018867924528301886,1,52,6,0.0196078431372549,1,50,1,1.0
CARBIDOPA-LEVODOPA 50-200 MG PO TBSR,0.018867924528301886,1,52,3,0.0196078431372549,1,50,1,1.0
"CALCIUM CARBONATE 400 MG CALCIUM (1,000 MG) PO CHEW",0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
BUTALBITAL-ASPIRIN-CAFFEINE 50-325-40 MG PO CAPS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
BUTALBITAL-ACETAMINOPHEN-CAFF 50-325-40 MG PO TABS,0.22641509433962265,12,41,26,0.21568627450980393,11,40,20,1.0
BENZONATATE 100 MG PO CAPS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,2,1.0
BENZOCAINE-MENTHOL 15-3.6 MG MM LOZG,0.07547169811320754,4,49,4,0.0784313725490196,4,47,6,1.0
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,2,1.0
APREPITANT 40 MG PO CAPS,0.32075471698113206,17,36,19,0.3333333333333333,17,34,21,1.0
AMLODIPINE 10 MG PO TABS,0.05660377358490566,3,50,4,0.0392156862745098,2,49,4,1.0
AMIODARONE 200 MG PO TABS,0.018867924528301886,1,52,2,0.0196078431372549,1,50,1,1.0
AMANTADINE HCL 100 MG PO CAPS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
ALPRAZOLAM 0.25 MG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
ACETAMINOPHEN 325 MG PO TABS,0.9433962264150944,50,3,112,0.9607843137254902,49,2,104,1.0
CEFAZOLIN 1 GRAM INJ SOLR,0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
FLUORESCEIN 1 MG OPHT STRP,0.05660377358490566,3,50,3,0.058823529411764705,3,48,3,1.0
FLUOXETINE 10 MG PO CAPS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
FLUOXETINE 20 MG PO CAPS,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
"LIDOCAINE-EPINEPHRINE 1 %-1:100,000 INJ SOLN",0.1320754716981132,7,46,7,0.11764705882352941,6,45,6,1.0
LIDOCAINE HCL 5 MG/ML (0.5 %) INJ SOLN,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
LIDOCAINE (PF) 10 MG/ML (1 %) INJ SOLN,0.8490566037735849,45,8,82,0.8431372549019608,43,8,64,1.0
LEVOTHYROXINE 75 MCG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
LEVOTHYROXINE 50 MCG PO TABS,0.05660377358490566,3,50,5,0.058823529411764705,3,48,3,1.0
LEVOTHYROXINE 112 MCG PO TABS,0.05660377358490566,3,50,3,0.0392156862745098,2,49,2,1.0
LEVETIRACETAM 750 MG PO TABS,0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
LEVETIRACETAM 500 MG PO TABS,0.11320754716981132,6,47,9,0.09803921568627451,5,46,7,1.0
LACTOBACILLUS RHAMNOSUS GG 15 BILLION CELL PO CPSP,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
LACTATED RINGERS IV SOLP,0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
LACOSAMIDE 100 MG PO TABS,0.03773584905660377,2,51,2,0.0196078431372549,1,50,3,1.0
KETOROLAC 15 MG/ML INJ SOLN,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 ML INH NEBU,0.05660377358490566,3,50,4,0.0392156862745098,2,49,2,1.0
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 200 ML,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
IOPAMIDOL 61 % IV SOLN (RADIOLOGY) 100 ML,0.03773584905660377,2,51,2,0.0196078431372549,1,50,1,1.0
INSULIN REGULAR IV BOLUS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.03773584905660377,2,51,3,0.0392156862745098,2,49,3,1.0
FOLIC ACID 1 MG PO TABS,0.03773584905660377,2,51,3,0.0392156862745098,2,49,3,1.0
FOSAPREPITANT 150 MG IN NS IVPB (COMPOUNDED),0.018867924528301886,1,52,2,0.0196078431372549,1,50,1,1.0
GABAPENTIN 100 MG PO CAPS,0.03773584905660377,2,51,5,0.0196078431372549,1,50,1,1.0
GABAPENTIN 600 MG PO TABS,0.03773584905660377,2,51,2,0.0392156862745098,2,49,2,1.0
GLIPIZIDE 5 MG PO TABS,0.018867924528301886,1,52,2,0.0196078431372549,1,50,1,1.0
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.24528301886792453,13,40,14,0.2549019607843137,13,38,13,1.0
LR IV BOLUS - 1000 ML,0.03773584905660377,2,51,4,0.0196078431372549,1,50,1,1.0
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.05660377358490566,3,50,4,0.0392156862745098,2,49,2,1.0
HYDROCORTISONE 10 MG PO TABS,0.018867924528301886,1,52,1,0.0196078431372549,1,50,1,1.0
INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJ SOLN,0.1320754716981132,7,46,7,0.13725490196078433,7,44,7,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.07547169811320754,4,49,4,0.058823529411764705,3,48,3,1.0
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.07547169811320754,4,49,4,0.058823529411764705,3,48,3,1.0
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.07547169811320754,4,49,4,0.058823529411764705,3,48,3,1.0
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.07547169811320754,4,49,4,0.058823529411764705,3,48,3,1.0
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML SC SYRG",0.03773584905660377,2,51,4,0.0196078431372549,1,50,1,1.0
ZZZ IMS TEMPLATE,0.05660377358490566,3,50,6,0.0392156862745098,2,49,3,1.0
