med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (BEDTIME),0.07042253521126761,10,132,10,0.04918032786885246,9,174,10,0.4786359943567464
INSULIN LISPRO 100 UNIT/ML SC MODERATE SCALE FEEDING (MEALS),0.07042253521126761,10,132,10,0.04918032786885246,9,174,10,0.4786359943567464
ATORVASTATIN 20 MG PO TABS,0.13380281690140844,19,123,21,0.1092896174863388,20,163,21,0.49794318436071694
DOCUSATE SODIUM 100 MG PO CAPS,0.528169014084507,75,67,156,0.5683060109289617,104,79,199,0.5009502862778619
ASPIRIN 81 MG PO TBEC,0.44366197183098594,63,79,144,0.48633879781420764,89,94,185,0.501481933896695
TRAMADOL 50 MG PO TABS,0.14788732394366197,21,121,47,0.12021857923497267,22,161,40,0.5109176974040663
EPINEPHRINE 1 MG/ML INJ SOLN,0.035211267605633804,5,137,5,0.02185792349726776,4,179,4,0.5113791166539872
AMLODIPINE 5 MG PO TABS,0.056338028169014086,8,134,9,0.07650273224043716,14,169,15,0.5128794183996964
HALOPERIDOL 1 MG PO TABS,0.15492957746478872,22,120,23,0.12568306010928962,23,160,23,0.5179042368831382
ASCORBIC ACID (VITAMIN C) 500 MG PO TABS,0.15492957746478872,22,120,23,0.12568306010928962,23,160,23,0.5179042368831382
LIPOSOMAL BUPIVACAINE + BUPIVACAINE 0.25% W/EPI 1:200K + NS,0.02112676056338028,3,139,3,0.03825136612021858,7,176,7,0.5223130160938207
WARFARIN PER PHARMACY PROTOCOL,0.02112676056338028,3,139,5,0.03825136612021858,7,176,7,0.5223130160938207
APIXABAN 5 MG PO TABS,0.02112676056338028,3,139,3,0.03825136612021858,7,176,9,0.5223130160938207
WARFARIN 1 MG PO TABS,0.09154929577464789,13,129,17,0.07103825136612021,13,170,16,0.5403623771133742
WARFARIN 2 MG PO TABS,0.04225352112676056,6,136,8,0.0273224043715847,5,178,6,0.5429846779285512
HYDROCHLOROTHIAZIDE 25 MG PO TABS,0.07746478873239436,11,131,11,0.09836065573770492,18,165,19,0.561062579502489
CEFAZOLIN + NS MIXTURE (SHC OR),0.07746478873239436,11,131,11,0.09836065573770492,18,165,18,0.561062579502489
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (BEDTIME),0.028169014084507043,4,138,5,0.04371584699453552,8,175,8,0.5613985234523501
INSULIN LISPRO 100 UNIT/ML SC MILD SCALE FEEDING (MEALS),0.028169014084507043,4,138,5,0.04371584699453552,8,175,8,0.5613985234523501
ASPIRIN 81 MG PO CHEW,0.028169014084507043,4,138,5,0.04371584699453552,8,175,15,0.5613985234523501
POLYVINYL ALCOHOL-POVIDON(PF) 1.4-0.6 % OPHT DPET,0.028169014084507043,4,138,4,0.04371584699453552,8,175,8,0.5613985234523501
SODIUM CHLORIDE 0.9 % IV SOLP,0.3873239436619718,55,87,67,0.4207650273224044,77,106,87,0.5703774533109286
AZITHROMYCIN 250 MG PO TABS,0.014084507042253521,2,140,3,0.00546448087431694,1,182,1,0.5828414172686618
"BACITRACIN-POLYMYXIN B 500-10,000 UNIT/GRAM TP OINT",0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
BRINZOLAMIDE-BRIMONIDINE 1-0.2 % OPHT DRPS,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
LEVOTHYROXINE 50 MCG PO TABS,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
LEVOTHYROXINE 112 MCG PO TABS,0.014084507042253521,2,140,3,0.00546448087431694,1,182,1,0.5828414172686618
CLONIDINE 0.1 MG/24 HR TD PTWK,0.014084507042253521,2,140,3,0.00546448087431694,1,182,2,0.5828414172686618
OMEPRAZOLE 20 MG PO CPDR,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
WARFARIN 3 MG PO TABS,0.014084507042253521,2,140,3,0.00546448087431694,1,182,2,0.5828414172686618
FLU VACC QS2020-21(65YR UP)-PF 240 MCG/0.7 ML IM SYRG,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.014084507042253521,2,140,3,0.00546448087431694,1,182,1,0.5828414172686618
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.014084507042253521,2,140,4,0.00546448087431694,1,182,1,0.5828414172686618
THIAMINE HCL (VITAMIN B1) 100 MG PO TABS,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
SUCRALFATE 1 GRAM PO TABS,0.014084507042253521,2,140,3,0.00546448087431694,1,182,1,0.5828414172686618
DOXAZOSIN 8 MG PO TABS,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
NALOXONE 4 MG/ACTUATION NASAL SPRY,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
ROPIVACAINE (PF) 0.5 % (5 MG/ML) EP SOLN,0.014084507042253521,2,140,2,0.00546448087431694,1,182,1,0.5828414172686618
PREGABALIN 100 MG PO CAPS,0.014084507042253521,2,140,3,0.00546448087431694,1,182,1,0.5828414172686618
ALBUTEROL SULFATE 2.5 MG /3 ML (0.083 %) INH NEBU,0.035211267605633804,5,137,5,0.04918032786885246,9,174,9,0.5936782935996914
LABETALOL 5 MG/ML IV SOLN,0.29577464788732394,42,100,43,0.2677595628415301,49,134,52,0.6191129569523927
ROPIVACAINE 0.2% IN 500 ML INFUSION VIA NIMBUS PUMP (PREMIX)-AUTO BOLUS MODE,0.28169014084507044,40,102,72,0.3114754098360656,57,126,79,0.6253140510519131
PREDNISONE 5 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,4,0.6346623592228653
BISACODYL 10 MG PR SUPP,0.9929577464788732,141,1,163,0.9836065573770492,180,3,192,0.6346623592228653
CIPROFLOXACIN IN 5 % DEXTROSE 400 MG/200 ML IV PGBK,0.007042253521126761,1,141,1,0.01639344262295082,3,180,5,0.6346623592228653
BENAZEPRIL 20 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
AMITRIPTYLINE 25 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,4,0.6346623592228653
SUMATRIPTAN SUCCINATE 50 MG PO TABS,0.007042253521126761,1,141,2,0.01639344262295082,3,180,3,0.6346623592228653
FERROUS SULFATE 325 MG (65 MG IRON) PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
TYLENOL PO,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
ACETAMINOPHEN 500 MG PO CAPS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,4,0.6346623592228653
ONDANSETRON HCL 4 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
CARVEDILOL 6.25 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
LAMOTRIGINE 100 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,3,0.6346623592228653
CIPROFLOXACIN HCL 500 MG PO TABS,0.007042253521126761,1,141,1,0.01639344262295082,3,180,5,0.6346623592228653
ALBUTEROL SULFATE 90 MCG/ACTUATION INH HFAA,0.007042253521126761,1,141,2,0.01639344262295082,3,180,5,0.6346623592228653
MAGNESIUM SULFATE IN D5W 1 GRAM/100 ML IV PGBK,0.8380281690140845,119,23,124,0.8579234972677595,157,26,157,0.6417195145224804
MAGNESIUM SULFATE IN WATER 2 GRAM/50 ML (4 %) IV PGBK,0.8380281690140845,119,23,124,0.8579234972677595,157,26,158,0.6417195145224804
METOCLOPRAMIDE HCL 5 MG PO TABS,0.07042253521126761,10,132,10,0.0546448087431694,10,173,10,0.6438655182311537
PATCH CHECK,0.07042253521126761,10,132,12,0.0546448087431694,10,173,11,0.6438655182311537
MAGNESIUM CITRATE PO SOLN,0.9788732394366197,139,3,143,0.9890710382513661,181,2,181,0.6566660800588711
NON-FORMULARY MEDICATION HELP ORDER,0.02112676056338028,3,139,3,0.01092896174863388,2,181,2,0.6566660800588711
HYDROMORPHONE 4 MG PO TABS,0.02112676056338028,3,139,5,0.01092896174863388,2,181,4,0.6566660800588711
ROSUVASTATIN 5 MG PO TABS,0.02112676056338028,3,139,3,0.01092896174863388,2,181,3,0.6566660800588711
LEVOTHYROXINE 75 MCG PO TABS,0.02112676056338028,3,139,4,0.01092896174863388,2,181,2,0.6566660800588711
SERTRALINE 50 MG PO TABS,0.02112676056338028,3,139,3,0.01092896174863388,2,181,3,0.6566660800588711
APIXABAN 2.5 MG PO TABS,0.02112676056338028,3,139,4,0.01092896174863388,2,181,4,0.6566660800588711
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.02112676056338028,3,139,3,0.01092896174863388,2,181,2,0.6566660800588711
WARFARIN 10 MG PO TABS,0.02112676056338028,3,139,3,0.01092896174863388,2,181,2,0.6566660800588711
CLINDAMYCIN IN 5 % DEXTROSE 900 MG/50 ML IV PGBK,0.09859154929577464,14,128,18,0.08196721311475409,15,168,21,0.6957489138783781
QUETIAPINE 50 MG PO TABS,0.014084507042253521,2,140,2,0.02185792349726776,4,179,4,0.6995828200515124
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG,0.014084507042253521,2,140,2,0.02185792349726776,4,179,7,0.6995828200515124
INSULIN GLARGINE 100 UNIT/ML SC SOLN,0.014084507042253521,2,140,6,0.02185792349726776,4,179,8,0.6995828200515124
WARFARIN 6 MG PO TABS,0.014084507042253521,2,140,3,0.02185792349726776,4,179,4,0.6995828200515124
FLUTICASONE FUROATE-VILANTEROL 200-25 MCG/DOSE INH DSDV,0.014084507042253521,2,140,2,0.02185792349726776,4,179,4,0.6995828200515124
ALLOPURINOL 100 MG PO TABS,0.014084507042253521,2,140,2,0.02185792349726776,4,179,4,0.6995828200515124
CLOPIDOGREL 75 MG PO TABS,0.028169014084507043,4,138,5,0.01639344262295082,3,180,5,0.7033498066339385
CLONIDINE HCL 0.1 MG PO TABS,0.028169014084507043,4,138,4,0.01639344262295082,3,180,3,0.7033498066339385
VANCOMYCIN-WATER INJECT (PEG) 1 GRAM/200 ML IV PGBK,0.028169014084507043,4,138,5,0.01639344262295082,3,180,3,0.7033498066339385
CELECOXIB 200 MG PO CAPS,0.6338028169014085,90,52,113,0.6557377049180327,120,63,140,0.7261812210864307
GABAPENTIN 600 MG PO TABS,0.028169014084507043,4,138,7,0.02185792349726776,4,179,14,0.7328282535218865
CITALOPRAM 40 MG PO TABS,0.028169014084507043,4,138,4,0.02185792349726776,4,179,4,0.7328282535218865
FINASTERIDE 5 MG PO TABS,0.02112676056338028,3,139,3,0.03278688524590164,6,177,6,0.7364102091134704
ZOLPIDEM 5 MG PO TABS,0.02112676056338028,3,139,3,0.03278688524590164,6,177,9,0.7364102091134704
NS W/BACITRACIN MIXTURE (SHC OR),0.035211267605633804,5,137,5,0.0273224043715847,5,178,5,0.7525370106655997
EPINEPHRINE 1 MG/ML (1 ML) INJ SOLN,0.028169014084507043,4,138,4,0.03825136612021858,7,176,7,0.7614928140891302
CETIRIZINE 10 MG PO TABS,0.028169014084507043,4,138,4,0.03825136612021858,7,176,8,0.7614928140891302
KETOROLAC 15 MG/ML INJ SOLN,0.04225352112676056,6,136,6,0.03278688524590164,6,177,6,0.7695226283554655
HYDRALAZINE 20 MG/ML INJ SOLN,0.22535211267605634,32,110,33,0.20765027322404372,38,145,41,0.7857545068144671
METOPROLOL TARTRATE 25 MG PO TABS,0.04929577464788732,7,135,7,0.060109289617486336,11,172,14,0.8084317316895011
ASPIRIN 325 MG PO TABS,0.056338028169014086,8,134,12,0.06557377049180328,12,171,21,0.8185474503535156
NS IV BOLUS - 500 ML,0.5563380281690141,79,63,203,0.5409836065573771,99,84,233,0.8226076117881151
POVIDONE-IODINE 5 % OPHT SOLN,0.5211267605633803,74,68,74,0.5355191256830601,98,85,98,0.8232856966062663
CELECOXIB 100 MG PO CAPS,0.528169014084507,75,67,102,0.5136612021857924,94,89,137,0.8234334308010238
WARFARIN 5 MG PO TABS,0.07746478873239436,11,131,23,0.07103825136612021,13,170,26,0.833929069334151
"TRANEXAMIC ACID 1,000 MG/10 ML (100 MG/ML) IV SOLN",0.09859154929577464,14,128,14,0.08743169398907104,16,167,16,0.8471912401285864
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.11267605633802817,16,126,23,0.12021857923497267,22,161,31,0.8636857225178364
ATORVASTATIN 40 MG PO TABS,0.13380281690140844,19,123,20,0.12568306010928962,23,160,24,0.8684700714735688
POTASSIUM CHLORIDE ORAL TABLET REPLACEMENT SCALE,0.8380281690140845,119,23,124,0.8469945355191257,155,28,158,0.8782849130252726
GABAPENTIN 300 MG PO CAPS,0.8450704225352113,120,22,194,0.8360655737704918,153,30,228,0.8794823638968108
MELATONIN 3 MG PO TABS,0.19014084507042253,27,115,32,0.18032786885245902,33,150,34,0.8856540260707495
ACETAMINOPHEN 325 MG PO TABS,0.19718309859154928,28,114,43,0.1912568306010929,35,148,46,0.888660551360445
DIPHENHYDRAMINE HCL 25 MG PO CAPS,0.20422535211267606,29,113,29,0.19672131147540983,36,147,36,0.889476146637646
HYDROXYZINE HCL 25 MG PO TABS,0.36619718309859156,52,90,54,0.3770491803278688,69,114,70,0.9080000667342372
"DIPHTH,PERTUS(ACELL),TETANUS 2.5-8-5 LF-MCG-LF/0.5ML IM INJ",0.014084507042253521,2,140,2,0.01092896174863388,2,181,2,1.0
CYCLOBENZAPRINE 5 MG PO TABS,0.014084507042253521,2,140,4,0.01092896174863388,2,181,2,1.0
PSYLLIUM PO PACK,0.007042253521126761,1,141,1,0.00546448087431694,1,182,1,1.0
CYCLOBENZAPRINE 10 MG PO TABS,0.014084507042253521,2,140,2,0.01639344262295082,3,180,3,1.0
VANCOMYCIN IN DEXTROSE 5 % 1 GRAM/200 ML IV PGBK,0.014084507042253521,2,140,2,0.01092896174863388,2,181,2,1.0
ERYTHROMYCIN 5 MG/GRAM (0.5 %) OPHT OINT,0.014084507042253521,2,140,3,0.01092896174863388,2,181,2,1.0
VANCOMYCIN PER PHARMACY PROTOCOL (INPATIENT USE ONLY),0.007042253521126761,1,141,1,0.01092896174863388,2,181,3,1.0
VENLAFAXINE 150 MG PO CP24,0.007042253521126761,1,141,1,0.01092896174863388,2,181,2,1.0
ESCITALOPRAM OXALATE 10 MG PO TABS,0.02112676056338028,3,139,3,0.01639344262295082,3,180,3,1.0
VENLAFAXINE 75 MG PO CP24,0.007042253521126761,1,141,1,0.00546448087431694,1,182,1,1.0
