med_description,frac_hi,n_pat_hi,no_ttt_hi,n_pres_hi,frac_lo,n_pat_lo,no_ttt_lo,n_pres_lo,fisher_pval
HYDROCORTISONE 20 MG PO TABS,0.037037037037037035,2,52,7,0.015873015873015872,1,62,1,0.594579633260293
ACETAMINOPHEN 650 MG PO TBSR,0.037037037037037035,2,52,3,0.015873015873015872,1,62,2,0.594579633260293
IPRATROPIUM BROMIDE 0.02 % INH SOLN,0.037037037037037035,2,52,4,0.015873015873015872,1,62,1,0.594579633260293
MECLIZINE 12.5 MG PO TABS,0.037037037037037035,2,52,2,0.015873015873015872,1,62,2,0.594579633260293
LISINOPRIL 10 MG PO TABS,0.037037037037037035,2,52,2,0.015873015873015872,1,62,1,0.594579633260293
OXYCODONE 20 MG PO TABS,0.037037037037037035,2,52,2,0.015873015873015872,1,62,1,0.594579633260293
INSULIN REGULAR HUMAN 100 UNIT/ML INJ SOLN,0.037037037037037035,2,52,6,0.015873015873015872,1,62,1,0.594579633260293
HYDROMORPHONE 20 MG IN NS 100 ML IV INFUSION,0.037037037037037035,2,52,2,0.015873015873015872,1,62,1,0.594579633260293
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DROP,0.037037037037037035,2,52,3,0.015873015873015872,1,62,1,0.594579633260293
POTASSIUM CHLORIDE 20 MEQ/15 ML PO LIQD,0.037037037037037035,2,52,5,0.015873015873015872,1,62,1,0.594579633260293
FLU VACC TS2019-20(65YR UP)PF 180 MCG/0.5 ML IM SYRG,0.037037037037037035,2,52,2,0.015873015873015872,1,62,2,0.594579633260293
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJ SOLN,0.037037037037037035,2,52,2,0.015873015873015872,1,62,1,0.594579633260293
"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJ SOLN",0.16666666666666666,9,45,11,0.12698412698412698,8,55,10,0.6048327986237709
LEVOTHYROXINE 50 MCG PO TABS,0.018518518518518517,1,53,1,0.047619047619047616,3,60,3,0.6230301853122022
MONTELUKAST 10 MG PO TABS,0.018518518518518517,1,53,1,0.047619047619047616,3,60,4,0.6230301853122022
BARIUM SULFATE 40 % (W/V) PO POWD,0.018518518518518517,1,53,2,0.047619047619047616,3,60,3,0.6230301853122022
SALIVA STIMULANT COMB. NO.3 MM SPRY,0.018518518518518517,1,53,1,0.047619047619047616,3,60,4,0.6230301853122022
OXYCODONE 30 MG PO TABS,0.018518518518518517,1,53,1,0.047619047619047616,3,60,6,0.6230301853122022
POTASSIUM CHLORIDE 10 MEQ PO TBTQ,0.05555555555555555,3,51,6,0.031746031746031744,2,61,2,0.6608383673162881
CEFAZOLIN 1 GRAM INJ SOLR,0.05555555555555555,3,51,4,0.031746031746031744,2,61,2,0.6608383673162881
WHITE PETROLATUM-MINERAL OIL OPHTH OINT WRAPPER,0.05555555555555555,3,51,3,0.031746031746031744,2,61,2,0.6608383673162881
ASPIRIN 81 MG PO CHEW,0.05555555555555555,3,51,4,0.031746031746031744,2,61,3,0.6608383673162881
PNEUMOC 13-VAL CONJ-DIP CR(PF) 0.5 ML IM SYRG,0.05555555555555555,3,51,3,0.031746031746031744,2,61,2,0.6608383673162881
LEVOTHYROXINE 25 MCG PO TABS,0.05555555555555555,3,51,3,0.031746031746031744,2,61,2,0.6608383673162881
LORAZEPAM 1 MG PO TABS,0.05555555555555555,3,51,3,0.031746031746031744,2,61,4,0.6608383673162881
"CELL SAVER SOLUTION (HEPARIN 30,000 UNITS/NS 1000 ML)",0.05555555555555555,3,51,3,0.031746031746031744,2,61,2,0.6608383673162881
ACETAMINOPHEN 650 MG/20.3 ML PO SOLN,0.05555555555555555,3,51,3,0.031746031746031744,2,61,5,0.6608383673162881
PROPRANOLOL 10 MG PO TABS,0.05555555555555555,3,51,8,0.031746031746031744,2,61,2,0.6608383673162881
LACTATED RINGERS IV SOLP,0.05555555555555555,3,51,4,0.031746031746031744,2,61,2,0.6608383673162881
PREGABALIN 75 MG PO CAPS,0.25925925925925924,14,40,28,0.2222222222222222,14,49,26,0.6690796283742115
GLUCOSE 4 GRAM PO CHEW,0.3148148148148148,17,37,24,0.2698412698412698,17,46,20,0.6840781487393778
LOSARTAN 25 MG PO TABS,0.037037037037037035,2,52,3,0.06349206349206349,4,59,5,0.6850641982222674
FAMOTIDINE (PF) 20 MG/2 ML IV SOLN,0.037037037037037035,2,52,2,0.06349206349206349,4,59,4,0.6850641982222674
OXYCODONE 5 MG/5 ML PO SOLN,0.037037037037037035,2,52,6,0.06349206349206349,4,59,12,0.6850641982222674
HALOPERIDOL 1 MG PO TABS,0.3333333333333333,18,36,19,0.38095238095238093,24,39,26,0.6996455998975815
METOPROLOL TARTRATE 50 MG PO TABS,0.07407407407407407,4,50,8,0.047619047619047616,3,60,6,0.7020877550751179
SODIUM CHLORIDE 0.9 % IRRIG SOLN,0.07407407407407407,4,50,5,0.047619047619047616,3,60,3,0.7020877550751179
"POTASSIUM, SODIUM PHOSPHATES 280-160-250 MG PO PWPK",0.07407407407407407,4,50,10,0.047619047619047616,3,60,4,0.7020877550751179
"HEPARIN, PORCINE (PF) 5,000 UNIT/0.5 ML INJ SOLN",0.3888888888888889,21,33,44,0.3492063492063492,22,41,34,0.7031040396225214
HYDRALAZINE 20 MG/ML INJ SOLN,0.6296296296296297,34,20,55,0.5873015873015873,37,26,45,0.7059606387663093
DOCUSATE SODIUM 100 MG PO CAPS,0.6296296296296297,34,20,63,0.5873015873015873,37,26,71,0.7059606387663093
CEFAZOLIN IV PUSH (1 GRAM VIAL ONLY),0.42592592592592593,23,31,25,0.38095238095238093,24,39,25,0.7061230465880346
LEVOTHYROXINE 75 MCG PO TABS,0.05555555555555555,3,51,3,0.07936507936507936,5,58,5,0.7237541001605639
PROPOFOL 10 MG/ML IV INFUSION,0.09259259259259259,5,49,6,0.06349206349206349,4,59,5,0.7308503251105679
BUPIVACAINE LIPOSOME (PF) 1.3 % (13.3 MG/ML) LINF SUSP,0.09259259259259259,5,49,5,0.06349206349206349,4,59,4,0.7308503251105679
NORMOSOL-R IV BOLUS - 500 ML,0.07407407407407407,4,50,4,0.09523809523809523,6,57,7,0.7507873380653405
SODIUM PHOSPHATE IVPB SCALE 30 MMOL,0.07407407407407407,4,50,4,0.09523809523809523,6,57,7,0.7507873380653405
PATCH CHECK,0.1111111111111111,6,48,6,0.07936507936507936,5,58,6,0.752340064930977
METHOCARBAMOL 500 MG PO TABS,0.12962962962962962,7,47,15,0.15873015873015872,10,53,22,0.7940924782185947
ATORVASTATIN 10 MG PO TABS,0.12962962962962962,7,47,9,0.15873015873015872,10,53,10,0.7940924782185947
TRAMADOL 50 MG PO TABS,0.18518518518518517,10,44,16,0.15873015873015872,10,53,13,0.8069546657319966
NARCAN 4 MG/ACTUATION NASAL SPRY,0.24074074074074073,13,41,13,0.2222222222222222,14,49,14,0.8292871098755852
MELATONIN 5 MG PO TABS,0.25925925925925924,14,40,22,0.2857142857142857,18,45,21,0.8363096559196979
"BUPIVACAINE-EPINEPHRINE 0.5 %-1:200,000 INJ SOLN",0.2777777777777778,15,39,16,0.30158730158730157,19,44,19,0.8397685887856804
HALOPERIDOL LACTATE 5 MG/ML INJ SOLN,0.35185185185185186,19,35,24,0.38095238095238093,24,39,26,0.8479313373676328
CYCLOBENZAPRINE 10 MG PO TABS,0.37037037037037035,20,34,35,0.3968253968253968,25,38,42,0.8495962346630734
ACETAMINOPHEN 500 MG PO TABS,0.6111111111111112,33,21,64,0.5873015873015873,37,26,69,0.8511532313887449
VENLAFAXINE 150 MG PO CP24,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
MIDODRINE 5 MG PO TABS,0.018518518518518517,1,53,5,0.015873015873015872,1,62,3,1.0
OXYCODONE 10 MG PO TR12,0.018518518518518517,1,53,3,0.015873015873015872,1,62,1,1.0
NICOTINE 7 MG/24 HR TD PT24,0.018518518518518517,1,53,2,0.015873015873015872,1,62,1,1.0
MIDAZOLAM 1 MG/ML INJ SOLN,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
METOPROLOL TARTRATE 25 MG PO TABS,0.09259259259259259,5,49,9,0.07936507936507936,5,58,8,1.0
QUETIAPINE 100 MG PO TABS,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
OXYCODONE 5 MG PO TABS,1.0,54,0,506,1.0,63,0,480,1.0
QUETIAPINE 25 MG PO TABS,0.018518518518518517,1,53,1,0.031746031746031744,2,61,2,1.0
VENLAFAXINE 75 MG PO CP24,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
TRAZODONE 50 MG PO TABS,0.09259259259259259,5,49,9,0.09523809523809523,6,57,9,1.0
PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJ SOLN,0.5555555555555556,30,24,43,0.5555555555555556,35,28,41,1.0
PROCHLORPERAZINE MALEATE 10 MG PO TABS,0.018518518518518517,1,53,4,0.031746031746031744,2,61,2,1.0
SENNA LEAF EXTRACT 176 MG/5 ML PO SYRP,0.037037037037037035,2,52,2,0.031746031746031744,2,61,2,1.0
POTASSIUM PHOSPHATE IVPB,0.018518518518518517,1,53,3,0.015873015873015872,1,62,2,1.0
SODIUM PHOSPHATES 19-7 GRAM/118 ML PR ENEM,0.18518518518518517,10,44,16,0.1746031746031746,11,52,11,1.0
NALOXONE 0.4 MG/ML INJ SOLN,1.0,54,0,205,1.0,63,0,199,1.0
OXYMETAZOLINE 0.05 % NASAL SPRY,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,0.018518518518518517,1,53,2,0.015873015873015872,1,62,2,1.0
SODIUM PHOSPHATE IVPB SCALE 15 MMOL,0.07407407407407407,4,50,5,0.06349206349206349,4,59,4,1.0
SODIUM CHLORIDE 1 GRAM PO TABS,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
"THROMBIN (BOVINE) 5,000 UNIT TP SOLR",0.1111111111111111,6,48,7,0.09523809523809523,6,57,6,1.0
PREGABALIN 50 MG PO CAPS,0.018518518518518517,1,53,1,0.015873015873015872,1,62,2,1.0
SERTRALINE 25 MG PO TABS,0.018518518518518517,1,53,1,0.015873015873015872,1,62,2,1.0
ONDANSETRON HCL (PF) 4 MG/2 ML INJ SOLN,1.0,54,0,149,1.0,63,0,142,1.0
SIMETHICONE 80 MG PO CHEW,0.09259259259259259,5,49,10,0.07936507936507936,5,58,6,1.0
SODIUM CHLORIDE 0.9 % (FLUSH) INJ SYRG,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
MIRTAZAPINE 15 MG PO TABS,0.018518518518518517,1,53,4,0.015873015873015872,1,62,1,1.0
TRAZODONE 100 MG PO TABS,0.018518518518518517,1,53,1,0.031746031746031744,2,61,4,1.0
*PO TO FT CONVERSION PER PHARMACY PROTOCOL,0.018518518518518517,1,53,1,0.031746031746031744,2,61,2,1.0
INSULIN LISPRO 100 UNIT/ML SC SOLN,0.2037037037037037,11,43,29,0.19047619047619047,12,51,20,1.0
METHOCARBAMOL 750 MG PO TABS,0.037037037037037035,2,52,3,0.031746031746031744,2,61,4,1.0
BUPIVACAINE LIPOSOME (EXPAREL) 1.3 % + BUPIVACAINE (MARCAINE) 0.25% INJECTION + NS (PF) INJECTION MIXTURE (SHC OR),0.037037037037037035,2,52,2,0.031746031746031744,2,61,2,1.0
CARBOXYMETHYLCELLULOSE SODIUM 0.5 % OPHT DPET,0.018518518518518517,1,53,1,0.031746031746031744,2,61,2,1.0
CEFAZOLIN 500 MG INJ SOLR,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
CEFAZOLIN IV PUSH (1 GRAM VIAL + NS VIAL),0.5370370370370371,29,25,48,0.5238095238095238,33,30,35,1.0
CHLORTHALIDONE 25 MG PO TABS,0.018518518518518517,1,53,1,0.031746031746031744,2,61,2,1.0
CHOLECALCIFEROL (VITAMIN D3) 10 MCG (400 UNIT) PO TABS,0.018518518518518517,1,53,1,0.031746031746031744,2,61,2,1.0
"CHOLECALCIFEROL (VITAMIN D3) 25 MCG (1,000 UNIT) PO TABS",0.037037037037037035,2,52,2,0.047619047619047616,3,60,3,1.0
CITALOPRAM 20 MG PO TABS,0.037037037037037035,2,52,2,0.031746031746031744,2,61,3,1.0
CLONAZEPAM 0.5 MG PO TABS,0.037037037037037035,2,52,4,0.031746031746031744,2,61,2,1.0
CYCLOSPORINE 0.05 % OPHT DPET,0.018518518518518517,1,53,1,0.015873015873015872,1,62,2,1.0
D5 % AND 0.9 % SODIUM CHLORIDE IV SOLP,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
DEXMEDETOMIDINE IN 0.9 % NACL 400 MCG/100 ML (4 MCG/ML) IV SOLN,0.05555555555555555,3,51,4,0.047619047619047616,3,60,3,1.0
DIAZEPAM 5 MG PO TABS,0.1111111111111111,6,48,11,0.1111111111111111,7,56,13,1.0
DIAZEPAM 5 MG/ML INJ SYRG,0.037037037037037035,2,52,2,0.047619047619047616,3,60,3,1.0
DILTIAZEM HCL 120 MG PO CP24,0.018518518518518517,1,53,1,0.015873015873015872,1,62,1,1.0
